year,quintil_oecd,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,5th Quintile,Good,0.40728,2419,5302,0.39405,0.42051
2008,5th Quintile,Satisfactory,0.29171,1657,5302,0.27948,0.30395
2008,5th Quintile,Poor,0.09122,561,5302,0.08347,0.09897
2008,5th Quintile,Bad,0.02050,103,5302,0.01668,0.02431
2009,1st Quintile,Very good,0.07476,227,2908,0.06520,0.08432
2009,1st Quintile,Good,0.25633,985,2908,0.24046,0.27220
2009,1st Quintile,Satisfactory,0.27995,984,2908,0.26363,0.29627
2009,1st Quintile,Poor,0.14892,515,2908,0.13598,0.16186
2009,1st Quintile,Bad,0.06151,197,2908,0.05277,0.07024
2009,2nd Quintile,Very good,0.05940,216,3217,0.05123,0.06757
2009,2nd Quintile,Good,0.26499,1120,3217,0.24974,0.28025
2009,2nd Quintile,Satisfactory,0.31655,1201,3217,0.30047,0.33263
2009,2nd Quintile,Poor,0.14076,521,3217,0.12874,0.15278
2009,2nd Quintile,Bad,0.04042,159,3217,0.03362,0.04723
2009,3rd Quintile,Very good,0.06778,259,3447,0.05939,0.07618
2009,3rd Quintile,Good,0.32512,1360,3447,0.30948,0.34076
2009,3rd Quintile,Satisfactory,0.30275,1197,3447,0.28741,0.31809
2009,3rd Quintile,Poor,0.12587,517,3447,0.11480,0.13695
2009,3rd Quintile,Bad,0.02902,114,3447,0.02342,0.03463
2009,4th Quintile,Very good,0.07214,327,3804,0.06391,0.08036
2009,4th Quintile,Good,0.33923,1539,3804,0.32418,0.35427
2009,4th Quintile,Satisfactory,0.30188,1328,3804,0.28729,0.31648
2009,4th Quintile,Poor,0.11842,490,3804,0.10815,0.12869
2009,4th Quintile,Bad,0.02956,120,3804,0.02417,0.03494
2009,5th Quintile,Very good,0.09321,529,4831,0.08501,0.10140
2009,5th Quintile,Good,0.39922,2141,4831,0.38541,0.41303
2009,5th Quintile,Satisfactory,0.29811,1551,4831,0.28521,0.31101
2009,5th Quintile,Poor,0.09170,509,4831,0.08356,0.09984
2009,5th Quintile,Bad,0.01714,101,4831,0.01348,0.02080
2010,1st Quintile,Very good,0.08161,224,2623,0.07113,0.09209
2010,1st Quintile,Good,0.26631,855,2623,0.24939,0.28323
2010,1st Quintile,Satisfactory,0.30024,855,2623,0.28269,0.31778
2010,1st Quintile,Poor,0.19491,500,2623,0.17975,0.21007
2010,1st Quintile,Bad,0.08116,189,2623,0.07071,0.09162
2010,2nd Quintile,Very good,0.06391,202,3047,0.05522,0.07259
2010,2nd Quintile,Good,0.28305,1066,3047,0.26705,0.29905
2010,2nd Quintile,Satisfactory,0.32496,1084,3047,0.30832,0.34159
2010,2nd Quintile,Poor,0.17794,546,3047,0.16436,0.19152
2010,2nd Quintile,Bad,0.05578,149,3047,0.04763,0.06393
2010,3rd Quintile,Very good,0.07267,250,3240,0.06373,0.08161
2010,3rd Quintile,Good,0.31753,1234,3240,0.30150,0.33356
2010,3rd Quintile,Satisfactory,0.33201,1152,3240,0.31579,0.34823
2010,3rd Quintile,Poor,0.14219,491,3240,0.13016,0.15422
2010,3rd Quintile,Bad,0.03185,113,3240,0.02580,0.03789
2010,4th Quintile,Very good,0.07026,287,3496,0.06179,0.07873
2010,4th Quintile,Good,0.37153,1460,3496,0.35551,0.38755
2010,4th Quintile,Satisfactory,0.30541,1212,3496,0.29014,0.32068
2010,4th Quintile,Poor,0.11430,423,3496,0.10375,0.12485
2010,4th Quintile,Bad,0.03033,114,3496,0.02465,0.03602
2010,5th Quintile,Very good,0.09992,468,4401,0.09105,0.10878
2010,5th Quintile,Good,0.39107,1955,4401,0.37665,0.40549
2010,5th Quintile,Satisfactory,0.31203,1398,4401,0.29834,0.32572
2010,5th Quintile,Poor,0.09972,489,4401,0.09087,0.10857
2010,5th Quintile,Bad,0.02301,91,4401,0.01858,0.02744
2011,1st Quintile,Very good,0.06362,467,4709,0.05665,0.07059
2011,1st Quintile,Good,0.24231,1703,4709,0.23007,0.25455
2011,1st Quintile,Satisfactory,0.28117,1467,4709,0.26832,0.29401
2011,1st Quintile,Poor,0.17860,829,4709,0.16765,0.18954
2011,1st Quintile,Bad,0.05573,243,4709,0.04918,0.06228
2011,2nd Quintile,Very good,0.06471,429,4409,0.05745,0.07197
2011,2nd Quintile,Good,0.29089,1726,4409,0.27748,0.30430
2011,2nd Quintile,Satisfactory,0.28940,1429,4409,0.27602,0.30279
2011,2nd Quintile,Poor,0.15193,648,4409,0.14133,0.16253
2011,2nd Quintile,Bad,0.04313,177,4409,0.03713,0.04913
2011,3rd Quintile,Very good,0.06651,399,4198,0.05898,0.07405
2011,3rd Quintile,Good,0.30698,1708,4198,0.29302,0.32093
2011,3rd Quintile,Satisfactory,0.31085,1398,4198,0.29684,0.32485
2011,3rd Quintile,Poor,0.13513,560,4198,0.12478,0.14547
2011,3rd Quintile,Bad,0.03549,133,4198,0.02990,0.04109
2011,4th Quintile,Very good,0.08188,459,4177,0.07356,0.09020
2011,4th Quintile,Good,0.34788,1831,4177,0.33344,0.36233
2011,4th Quintile,Satisfactory,0.28280,1305,4177,0.26914,0.29646
2011,4th Quintile,Poor,0.11043,463,4177,0.10092,0.11993
2011,4th Quintile,Bad,0.02986,119,4177,0.02470,0.03502
2011,5th Quintile,Very good,0.08324,514,4751,0.07538,0.09109
2011,5th Quintile,Good,0.39314,2151,4751,0.37925,0.40703
2011,5th Quintile,Satisfactory,0.28689,1445,4751,0.27403,0.29976
2011,5th Quintile,Poor,0.10838,535,4751,0.09954,0.11722
2011,5th Quintile,Bad,0.02247,106,4751,0.01826,0.02669
2012,1st Quintile,Very good,0.08377,644,5489,0.07644,0.09110
2012,1st Quintile,Good,0.23568,1909,5489,0.22445,0.24691
2012,1st Quintile,Satisfactory,0.26228,1691,5489,0.25064,0.27391
2012,1st Quintile,Poor,0.16853,923,5489,0.15863,0.17844
2012,1st Quintile,Bad,0.06027,322,5489,0.05397,0.06657
2012,2nd Quintile,Very good,0.06659,502,5062,0.05972,0.07346
2012,2nd Quintile,Good,0.29158,1996,5062,0.27905,0.30410
2012,2nd Quintile,Satisfactory,0.29253,1669,5062,0.28000,0.30506
2012,2nd Quintile,Poor,0.13961,693,5062,0.13006,0.14916
2012,2nd Quintile,Bad,0.04059,202,5062,0.03516,0.04603
2012,3rd Quintile,Very good,0.07068,452,4924,0.06352,0.07784
2012,3rd Quintile,Good,0.32112,2084,4924,0.30808,0.33416
2012,3rd Quintile,Satisfactory,0.30548,1608,4924,0.29261,0.31834
2012,3rd Quintile,Poor,0.11698,628,4924,0.10800,0.12595
2012,3rd Quintile,Bad,0.02909,152,4924,0.02439,0.03378
2012,4th Quintile,Very good,0.08544,525,4885,0.07760,0.09328
2012,4th Quintile,Good,0.36587,2198,4885,0.35236,0.37938
2012,4th Quintile,Satisfactory,0.29239,1537,4885,0.27963,0.30515
2012,4th Quintile,Poor,0.09776,518,4885,0.08943,0.10609
2012,4th Quintile,Bad,0.02198,107,4885,0.01787,0.02609
2012,5th Quintile,Very good,0.09556,571,5306,0.08765,0.10347
2012,5th Quintile,Good,0.40324,2490,5306,0.39004,0.41644
2012,5th Quintile,Satisfactory,0.29298,1632,5306,0.28074,0.30523
2012,5th Quintile,Poor,0.08884,528,5306,0.08119,0.09650
2012,5th Quintile,Bad,0.01561,85,5306,0.01228,0.01895
2013,1st Quintile,Very good,0.07023,523,5345,0.06338,0.07708
2013,1st Quintile,Good,0.23384,1802,5345,0.22249,0.24519
2013,1st Quintile,Satisfactory,0.28345,1721,5345,0.27137,0.29554
2013,1st Quintile,Poor,0.16752,961,5345,0.15751,0.17753
2013,1st Quintile,Bad,0.07361,338,5345,0.06661,0.08061
2013,2nd Quintile,Very good,0.07018,526,5391,0.06336,0.07700
2013,2nd Quintile,Good,0.29037,2080,5391,0.27825,0.30249
2013,2nd Quintile,Satisfactory,0.28940,1788,5391,0.27730,0.30151
2013,2nd Quintile,Poor,0.15097,798,5391,0.14141,0.16053
2013,2nd Quintile,Bad,0.04202,199,5391,0.03666,0.04737
2013,3rd Quintile,Very good,0.07020,511,4985,0.06310,0.07729
2013,3rd Quintile,Good,0.31204,1978,4985,0.29918,0.32491
2013,3rd Quintile,Satisfactory,0.30778,1626,4985,0.29496,0.32059
2013,3rd Quintile,Poor,0.12762,695,4985,0.11836,0.13689
2013,3rd Quintile,Bad,0.03717,175,4985,0.03192,0.04242
2013,4th Quintile,Very good,0.08505,512,4924,0.07726,0.09285
2013,4th Quintile,Good,0.34832,2102,4924,0.33501,0.36163
2013,4th Quintile,Satisfactory,0.29918,1584,4924,0.28639,0.31197
2013,4th Quintile,Poor,0.11649,597,4924,0.10753,0.12545
2013,4th Quintile,Bad,0.02528,129,4924,0.02090,0.02967
2013,5th Quintile,Very good,0.10212,665,5567,0.09417,0.11008
2013,5th Quintile,Good,0.39326,2512,5567,0.38043,0.40610
2013,5th Quintile,Satisfactory,0.28639,1701,5567,0.27452,0.29827
2013,5th Quintile,Poor,0.10342,593,5567,0.09542,0.11142
2013,5th Quintile,Bad,0.01801,96,5567,0.01451,0.02150
2014,1st Quintile,Very good,0.08932,713,6017,0.08211,0.09653
2014,1st Quintile,Good,0.23926,2046,6017,0.22848,0.25004
2014,1st Quintile,Satisfactory,0.25748,1848,6017,0.24643,0.26853
2014,1st Quintile,Poor,0.16395,1058,6017,0.15460,0.17331
2014,1st Quintile,Bad,0.05688,352,6017,0.05103,0.06273
2014,2nd Quintile,Very good,0.07489,575,5652,0.06803,0.08175
2014,2nd Quintile,Good,0.28830,2178,5652,0.27649,0.30011
2014,2nd Quintile,Satisfactory,0.27551,1830,5652,0.26386,0.28716
2014,2nd Quintile,Poor,0.15019,844,5652,0.14087,0.15950
2014,2nd Quintile,Bad,0.04120,225,5652,0.03602,0.04638
2014,3rd Quintile,Very good,0.07957,537,5259,0.07225,0.08688
2014,3rd Quintile,Good,0.30516,2103,5259,0.29271,0.31760
2014,3rd Quintile,Satisfactory,0.29974,1716,5259,0.28736,0.31212
2014,3rd Quintile,Poor,0.13632,748,5259,0.12705,0.14560
2014,3rd Quintile,Bad,0.02815,155,5259,0.02368,0.03262
2014,4th Quintile,Very good,0.08324,537,5237,0.07575,0.09072
2014,4th Quintile,Good,0.35252,2301,5237,0.33958,0.36546
2014,4th Quintile,Satisfactory,0.29915,1667,5237,0.28675,0.31155
2014,4th Quintile,Poor,0.11048,614,5237,0.10198,0.11897
2014,4th Quintile,Bad,0.02283,118,5237,0.01879,0.02688
2014,5th Quintile,Very good,0.11168,677,5455,0.10332,0.12004
2014,5th Quintile,Good,0.40823,2487,5455,0.39518,0.42127
2014,5th Quintile,Satisfactory,0.26789,1625,5455,0.25614,0.27965
2014,5th Quintile,Poor,0.09915,577,5455,0.09122,0.10708
2014,5th Quintile,Bad,0.01766,89,5455,0.01417,0.02116
2015,1st Quintile,Very good,0.08278,554,5301,0.07536,0.09020
2015,1st Quintile,Good,0.25520,1829,5301,0.24346,0.26693
2015,1st Quintile,Satisfactory,0.24345,1617,5301,0.23189,0.25500
2015,1st Quintile,Poor,0.16269,987,5301,0.15276,0.17263
2015,1st Quintile,Bad,0.06594,314,5301,0.05926,0.07263
2015,2nd Quintile,Very good,0.06683,506,5381,0.06016,0.07351
2015,2nd Quintile,Good,0.28464,2015,5381,0.27258,0.29670
2015,2nd Quintile,Satisfactory,0.29468,1807,5381,0.28250,0.30686
2015,2nd Quintile,Poor,0.15376,842,5381,0.14413,0.16340
2015,2nd Quintile,Bad,0.04336,211,5381,0.03791,0.04880
2015,3rd Quintile,Very good,0.07632,511,4943,0.06892,0.08372
2015,3rd Quintile,Good,0.31979,1996,4943,0.30678,0.33279
2015,3rd Quintile,Satisfactory,0.29037,1649,4943,0.27771,0.30302
2015,3rd Quintile,Poor,0.12731,648,4943,0.11801,0.13660
2015,3rd Quintile,Bad,0.03350,139,4943,0.02849,0.03852
2015,4th Quintile,Very good,0.07923,480,4846,0.07163,0.08684
2015,4th Quintile,Good,0.35290,2090,4846,0.33945,0.36636
2015,4th Quintile,Satisfactory,0.29834,1574,4846,0.28545,0.31122
2015,4th Quintile,Poor,0.11614,585,4846,0.10712,0.12517
2015,4th Quintile,Bad,0.02610,117,4846,0.02161,0.03059
2015,5th Quintile,Very good,0.11746,608,5161,0.10868,0.12625
2015,5th Quintile,Good,0.38717,2332,5161,0.37388,0.40046
2015,5th Quintile,Satisfactory,0.28545,1590,5161,0.27313,0.29777
2015,5th Quintile,Poor,0.09904,559,5161,0.09089,0.10719
2015,5th Quintile,Bad,0.01131,72,5161,0.00842,0.01419
2016,1st Quintile,Very good,0.08517,626,5229,0.07761,0.09274
2016,1st Quintile,Good,0.24777,1832,5229,0.23607,0.25947
2016,1st Quintile,Satisfactory,0.24044,1536,5229,0.22885,0.25202
2016,1st Quintile,Poor,0.17025,916,5229,0.16007,0.18044
2016,1st Quintile,Bad,0.05682,319,5229,0.05054,0.06310
2016,2nd Quintile,Very good,0.07259,529,5228,0.06556,0.07962
2016,2nd Quintile,Good,0.29492,1982,5228,0.28256,0.30728
2016,2nd Quintile,Satisfactory,0.28119,1670,5228,0.26900,0.29338
2016,2nd Quintile,Poor,0.15355,843,5228,0.14378,0.16332
2016,2nd Quintile,Bad,0.04036,204,5228,0.03502,0.04569
2016,3rd Quintile,Very good,0.07758,472,4699,0.06993,0.08523
2016,3rd Quintile,Good,0.32320,1882,4699,0.30983,0.33658
2016,3rd Quintile,Satisfactory,0.28348,1580,4699,0.27059,0.29637
2016,3rd Quintile,Poor,0.12708,621,4699,0.11755,0.13660
2016,3rd Quintile,Bad,0.03130,144,4699,0.02632,0.03628
2016,4th Quintile,Very good,0.07680,516,4705,0.06919,0.08440
2016,4th Quintile,Good,0.37193,2047,4705,0.35812,0.38575
2016,4th Quintile,Satisfactory,0.28935,1475,4705,0.27639,0.30231
2016,4th Quintile,Poor,0.10675,550,4705,0.09793,0.11558
2016,4th Quintile,Bad,0.02660,117,4705,0.02200,0.03120
2016,5th Quintile,Very good,0.09439,565,4919,0.08621,0.10256
2016,5th Quintile,Good,0.39504,2170,4919,0.38138,0.40871
2016,5th Quintile,Satisfactory,0.29400,1559,4919,0.28126,0.30673
2016,5th Quintile,Poor,0.09820,539,4919,0.08989,0.10652
2016,5th Quintile,Bad,0.01662,86,4919,0.01305,0.02019
2017,1st Quintile,Very good,0.07922,1115,6430,0.07262,0.08582
2017,1st Quintile,Good,0.24918,2265,6430,0.23861,0.25975
2017,1st Quintile,Satisfactory,0.24238,1688,6430,0.23191,0.25286
2017,1st Quintile,Poor,0.17747,1056,6430,0.16813,0.18681
2017,1st Quintile,Bad,0.05088,306,6430,0.04551,0.05625
2017,2nd Quintile,Very good,0.07558,539,5026,0.06828,0.08289
2017,2nd Quintile,Good,0.27600,1860,5026,0.26364,0.28836
2017,2nd Quintile,Satisfactory,0.29792,1688,5026,0.28527,0.31057
2017,2nd Quintile,Poor,0.15011,756,5026,0.14023,0.15999
2017,2nd Quintile,Bad,0.03626,183,5026,0.03109,0.04143
2017,3rd Quintile,Very good,0.06918,448,4519,0.06178,0.07658
2017,3rd Quintile,Good,0.31501,1797,4519,0.30146,0.32855
2017,3rd Quintile,Satisfactory,0.28857,1507,4519,0.27536,0.30178
2017,3rd Quintile,Poor,0.13741,623,4519,0.12737,0.14745
2017,3rd Quintile,Bad,0.03610,144,4519,0.03066,0.04154
2017,4th Quintile,Very good,0.08266,489,4409,0.07453,0.09079
2017,4th Quintile,Good,0.35381,1818,4409,0.33969,0.36793
2017,4th Quintile,Satisfactory,0.31838,1479,4409,0.30463,0.33214
2017,4th Quintile,Poor,0.10539,518,4409,0.09633,0.11446
2017,4th Quintile,Bad,0.02286,105,4409,0.01845,0.02727
2017,5th Quintile,Very good,0.09731,519,4585,0.08873,0.10588
2017,5th Quintile,Good,0.38628,2083,4585,0.37218,0.40037
2017,5th Quintile,Satisfactory,0.29952,1460,4585,0.28626,0.31278
2017,5th Quintile,Poor,0.09514,448,4585,0.08665,0.10364
2017,5th Quintile,Bad,0.01673,75,4585,0.01302,0.02045
2018,1st Quintile,Very good,0.10099,1620,7377,0.09412,0.10787
2018,1st Quintile,Good,0.23446,2449,7377,0.22479,0.24413
2018,1st Quintile,Satisfactory,0.25585,1918,7377,0.24590,0.26581
2018,1st Quintile,Poor,0.15642,1046,7377,0.14813,0.16471
2018,1st Quintile,Bad,0.05612,344,7377,0.05087,0.06137
2018,2nd Quintile,Very good,0.07258,631,5444,0.06568,0.07947
2018,2nd Quintile,Good,0.29977,2024,5444,0.28759,0.31194
2018,2nd Quintile,Satisfactory,0.28517,1798,5444,0.27317,0.29716
2018,2nd Quintile,Poor,0.13631,788,5444,0.12719,0.14542
2018,2nd Quintile,Bad,0.03802,203,5444,0.03294,0.04310
2018,3rd Quintile,Very good,0.07633,540,4891,0.06889,0.08378
2018,3rd Quintile,Good,0.32209,1938,4891,0.30899,0.33518
2018,3rd Quintile,Satisfactory,0.29815,1610,4891,0.28533,0.31097
2018,3rd Quintile,Poor,0.12307,658,4891,0.11386,0.13228
2018,3rd Quintile,Bad,0.02824,145,4891,0.02359,0.03288
2018,4th Quintile,Very good,0.08935,547,4796,0.08128,0.09742
2018,4th Quintile,Good,0.35878,2076,4796,0.34521,0.37236
2018,4th Quintile,Satisfactory,0.29642,1534,4796,0.28350,0.30935
2018,4th Quintile,Poor,0.10947,547,4796,0.10064,0.11831
2018,4th Quintile,Bad,0.02008,92,4796,0.01611,0.02405
2018,5th Quintile,Very good,0.10555,658,5124,0.09714,0.11396
2018,5th Quintile,Good,0.40033,2340,5124,0.38692,0.41375
2018,5th Quintile,Satisfactory,0.28310,1533,5124,0.27077,0.29544
2018,5th Quintile,Poor,0.09825,520,5124,0.09010,0.10640
2018,5th Quintile,Bad,0.01438,73,5124,0.01112,0.01764
2019,1st Quintile,Very good,0.09360,1489,7255,0.08689,0.10030
2019,1st Quintile,Good,0.25452,2560,7255,0.24449,0.26454
2019,1st Quintile,Satisfactory,0.23665,1810,7255,0.22687,0.24643
2019,1st Quintile,Poor,0.15460,1037,7255,0.14628,0.16292
2019,1st Quintile,Bad,0.05481,359,7255,0.04957,0.06005
2019,2nd Quintile,Very good,0.06381,516,5027,0.05705,0.07057
2019,2nd Quintile,Good,0.29694,1826,5027,0.28431,0.30958
2019,2nd Quintile,Satisfactory,0.29211,1748,5027,0.27954,0.30468
2019,2nd Quintile,Poor,0.13632,733,5027,0.12683,0.14580
2019,2nd Quintile,Bad,0.03981,204,5027,0.03441,0.04522
2019,3rd Quintile,Very good,0.07565,480,4519,0.06794,0.08336
2019,3rd Quintile,Good,0.32124,1788,4519,0.30763,0.33486
2019,3rd Quintile,Satisfactory,0.29927,1495,4519,0.28591,0.31262
2019,3rd Quintile,Poor,0.12653,645,4519,0.11683,0.13622
2019,3rd Quintile,Bad,0.02484,111,4519,0.02030,0.02938
2019,4th Quintile,Very good,0.08434,491,4333,0.07606,0.09261
2019,4th Quintile,Good,0.37060,1895,4333,0.35622,0.38498
2019,4th Quintile,Satisfactory,0.27742,1355,4333,0.26408,0.29075
2019,4th Quintile,Poor,0.11368,514,4333,0.10423,0.12314
2019,4th Quintile,Bad,0.01684,78,4333,0.01301,0.02067
2019,5th Quintile,Very good,0.11120,595,4866,0.10237,0.12004
2019,5th Quintile,Good,0.40964,2274,4866,0.39582,0.42346
2019,5th Quintile,Satisfactory,0.26976,1448,4866,0.25729,0.28224
2019,5th Quintile,Poor,0.09857,473,4866,0.09019,0.10694
2019,5th Quintile,Bad,0.01431,76,4866,0.01097,0.01764
2020,1st Quintile,Very good,0.09638,1372,6690,0.08931,0.10346
2020,1st Quintile,Good,0.24820,2337,6690,0.23785,0.25855
2020,1st Quintile,Satisfactory,0.26024,1719,6690,0.24973,0.27076
2020,1st Quintile,Poor,0.14942,953,6690,0.14088,0.15796
2020,1st Quintile,Bad,0.05129,309,6690,0.04600,0.05657
2020,2nd Quintile,Very good,0.07896,547,4955,0.07145,0.08647
2020,2nd Quintile,Good,0.28882,1846,4955,0.27620,0.30144
2020,2nd Quintile,Satisfactory,0.27946,1625,4955,0.26697,0.29196
2020,2nd Quintile,Poor,0.14797,770,4955,0.13808,0.15785
2020,2nd Quintile,Bad,0.02944,167,4955,0.02473,0.03414
2020,3rd Quintile,Very good,0.08567,476,4318,0.07732,0.09402
2020,3rd Quintile,Good,0.31625,1774,4318,0.30238,0.33012
2020,3rd Quintile,Satisfactory,0.28671,1361,4318,0.27322,0.30020
2020,3rd Quintile,Poor,0.12835,581,4318,0.11837,0.13833
2020,3rd Quintile,Bad,0.03058,126,4318,0.02544,0.03572
2020,4th Quintile,Very good,0.09225,547,4588,0.08388,0.10063
2020,4th Quintile,Good,0.36389,2025,4588,0.34997,0.37781
2020,4th Quintile,Satisfactory,0.28661,1427,4588,0.27352,0.29969
2020,4th Quintile,Poor,0.09858,492,4588,0.08996,0.10721
2020,4th Quintile,Bad,0.01920,97,4588,0.01523,0.02317
2020,5th Quintile,Very good,0.11829,904,6030,0.11014,0.12644
2020,5th Quintile,Good,0.40902,2904,6030,0.39661,0.42144
2020,5th Quintile,Satisfactory,0.26191,1626,6030,0.25081,0.27301
2020,5th Quintile,Poor,0.08309,516,6030,0.07613,0.09006
2020,5th Quintile,Bad,0.01738,80,6030,0.01408,0.02068
2021,1st Quintile,Very good,0.10614,998,4915,0.09753,0.11475
2021,1st Quintile,Good,0.24523,1673,4915,0.23320,0.25726
2021,1st Quintile,Satisfactory,0.23494,1209,4915,0.22309,0.24680
2021,1st Quintile,Poor,0.16201,762,4915,0.15171,0.17231
2021,1st Quintile,Bad,0.05848,273,4915,0.05192,0.06505
2021,2nd Quintile,Very good,0.09851,479,3636,0.08882,0.10819
2021,2nd Quintile,Good,0.28574,1379,3636,0.27105,0.30042
2021,2nd Quintile,Satisfactory,0.26529,1102,3636,0.25094,0.27964
2021,2nd Quintile,Poor,0.13549,526,3636,0.12436,0.14662
2021,2nd Quintile,Bad,0.03968,150,3636,0.03334,0.04603
2021,3rd Quintile,Very good,0.08265,406,3211,0.07312,0.09218
2021,3rd Quintile,Good,0.31317,1303,3211,0.29713,0.32922
2021,3rd Quintile,Satisfactory,0.28295,986,3211,0.26737,0.29854
2021,3rd Quintile,Poor,0.12264,420,3211,0.11129,0.13399
2021,3rd Quintile,Bad,0.02761,96,3211,0.02194,0.03328
2021,4th Quintile,Very good,0.10598,434,3242,0.09538,0.11658
2021,4th Quintile,Good,0.33828,1387,3242,0.32199,0.35457
2021,4th Quintile,Satisfactory,0.28227,978,3242,0.26678,0.29777
2021,4th Quintile,Poor,0.11451,373,3242,0.10354,0.12547
2021,4th Quintile,Bad,0.02168,70,3242,0.01666,0.02669
2021,5th Quintile,Very good,0.12858,722,4335,0.11861,0.13854
2021,5th Quintile,Good,0.38832,1985,4335,0.37381,0.40283
2021,5th Quintile,Satisfactory,0.26029,1167,4335,0.24722,0.27335
2021,5th Quintile,Poor,0.09205,396,4335,0.08344,0.10066
2021,5th Quintile,Bad,0.01892,65,4335,0.01487,0.02298
2022,1st Quintile,Very good,0.08822,715,4367,0.07981,0.09664
2022,1st Quintile,Good,0.24455,1497,4367,0.23180,0.25730
2022,1st Quintile,Satisfactory,0.23784,1150,4367,0.22521,0.25047
2022,1st Quintile,Poor,0.17738,758,4367,0.16605,0.18871
2022,1st Quintile,Bad,0.06381,247,4367,0.05656,0.07106
2022,2nd Quintile,Very good,0.06684,383,3292,0.05831,0.07538
2022,2nd Quintile,Good,0.27936,1190,3292,0.26403,0.29469
2022,2nd Quintile,Satisfactory,0.30201,1057,3292,0.28633,0.31770
2022,2nd Quintile,Poor,0.14524,512,3292,0.13320,0.15728
2022,2nd Quintile,Bad,0.05392,150,3292,0.04620,0.06164
2022,3rd Quintile,Very good,0.06444,300,3006,0.05566,0.07322
2022,3rd Quintile,Good,0.30003,1183,3006,0.28365,0.31642
2022,3rd Quintile,Satisfactory,0.30249,993,3006,0.28607,0.31891
2022,3rd Quintile,Poor,0.14730,423,3006,0.13463,0.15997
2022,3rd Quintile,Bad,0.03711,107,3006,0.03035,0.04387
2022,4th Quintile,Very good,0.07968,354,3151,0.07022,0.08913
2022,4th Quintile,Good,0.32791,1287,3151,0.31152,0.34431
2022,4th Quintile,Satisfactory,0.28762,993,3151,0.27182,0.30343
2022,4th Quintile,Poor,0.13358,436,3151,0.12170,0.14546
2022,4th Quintile,Bad,0.02834,81,3151,0.02255,0.03414
2022,5th Quintile,Very good,0.10937,590,4054,0.09976,0.11898
2022,5th Quintile,Good,0.37954,1787,4054,0.36460,0.39448
2022,5th Quintile,Satisfactory,0.28161,1221,4054,0.26776,0.29546
2022,5th Quintile,Poor,0.10251,380,4054,0.09317,0.11184
2022,5th Quintile,Bad,0.02036,76,4054,0.01601,0.02471
