"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.23","5.5","113","2","5","8","9","10","5.79","6.67","0","10","6","7"
"1997","(Fach-)Abitur","2","6.72","6.5","90","3","5","8","10","10","6.25","7.19","1","10","6","8"
"1997","(Fach-)Abitur","3","6.88","7.5","50","3","5","8","10","10","6.19","7.57","0","10","6","8"
"1997","(Fach-)Abitur","4","6.38","6.5","31","3","6","8","8","9","5.69","7.07","2","9","6","8"
"1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.04","5.5","92","3","4","8","10","10","5.55","6.53","0","10","6","7"
"1997","(noch) kein Abschluss","2","6.37","6.5","45","3","5","8","9","10","5.69","7.05","0","10","6","8"
"1997","(noch) kein Abschluss","3","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","AkademikerIn","1 Einkommensschwächstes Quintil","6.37","6.5","120","3","5","8","9","10","5.97","6.77","0","10","7","8"
"1997","AkademikerIn","2","6.53","6.5","125","3","5","8","9","10","6.13","6.93","0","10","6","7"
"1997","AkademikerIn","3","6.37","6.5","107","4","5","8","8","9","5.99","6.75","0","10","7","7"
"1997","AkademikerIn","4","6.37","6.5","69","3","5","8","9","10","5.79","6.95","0","10","6","8"
"1997","AkademikerIn","5 Einkommensstärkstes Quintil","6.88","7.5","57","4","6","8","9","10","6.23","7.53","0","10","6","8"
"1997","Hauptschule","1 Einkommensschwächstes Quintil","6.15","5.5","679","3","5","8","10","10","5.97","6.33","0","10","6","7"
"1997","Hauptschule","2","6.72","6.5","438","4","5","8","10","10","6.5","6.94","0","10","7","8"
"1997","Hauptschule","3","6.52","6.5","180","3","5","8","10","10","6.16","6.88","0","10","7","8"
"1997","Hauptschule","4","5.72","6.5","61","0","4","8","9","10","4.97","6.47","0","10","6","8"
"1997","Hauptschule","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","Realschule","1 Einkommensschwächstes Quintil","6.33","6.5","408","2","5","8","10","10","6.08","6.58","0","10","7","7"
"1997","Realschule","2","6.58","6.5","371","3","5","8","10","10","6.34","6.82","0","10","7","7"
