"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2016","66 und älter","Laendlicher Raum","5.76","6.5","31","4.68","6.84"
"2016","66 und älter","Staedtischer Raum","5.74","6","40","4.7","6.78"
"2017","16-34 Jahre alt","Laendlicher Raum","7.53","7.5","466","7.32","7.74"
"2017","16-34 Jahre alt","Staedtischer Raum","7.17","7.5","776","7","7.34"
"2017","35-65 Jahre alt","Laendlicher Raum","7.44","7.5","1095","7.32","7.56"
"2017","35-65 Jahre alt","Staedtischer Raum","7.24","7.5","2035","7.15","7.33"
"2017","66 und älter","Laendlicher Raum","6.38","6.5","35","5.37","7.39"
"2017","66 und älter","Staedtischer Raum","6.46","7.5","47","5.51","7.41"
"2018","16-34 Jahre alt","Laendlicher Raum","6.78","7.5","433","6.56","7"
"2018","16-34 Jahre alt","Staedtischer Raum","7.04","7.5","763","6.86","7.22"
"2018","35-65 Jahre alt","Laendlicher Raum","7.26","7.5","1039","7.13","7.39"
"2018","35-65 Jahre alt","Staedtischer Raum","7.19","7.5","1920","7.09","7.29"
"2018","66 und älter","Laendlicher Raum","","","","",""
"2018","66 und älter","Staedtischer Raum","5.92","7.5","50","4.9","6.94"
"2019","16-34 Jahre alt","Laendlicher Raum","7.35","7.5","368","7.11","7.59"
"2019","16-34 Jahre alt","Staedtischer Raum","7","7.5","653","6.8","7.2"
"2019","35-65 Jahre alt","Laendlicher Raum","7.53","7.5","1006","7.41","7.65"
"2019","35-65 Jahre alt","Staedtischer Raum","7.39","7.5","1875","7.29","7.49"
"2019","66 und älter","Laendlicher Raum","5.49","6.5","43","4.43","6.55"
"2019","66 und älter","Staedtischer Raum","5.81","6.5","61","4.89","6.73"
"2020","16-34 Jahre alt","Laendlicher Raum","6.97","7.5","410","6.72","7.22"
"2020","16-34 Jahre alt","Staedtischer Raum","6.78","7.5","794","6.58","6.98"
"2020","35-65 Jahre alt","Laendlicher Raum","7.19","7.5","1044","7.05","7.33"
"2020","35-65 Jahre alt","Staedtischer Raum","6.95","7.5","2099","6.84","7.06"
"2020","66 und älter","Laendlicher Raum","6.91","7.5","36","5.99","7.83"
"2020","66 und älter","Staedtischer Raum","5.89","6.5","52","4.88","6.9"
