year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,West,,,,,,,,,,,,
1984,Couple without children,West,,,,,,,,,,,,
1984,Single parent,West,,,,,,,,,,,,
1984,Couple with children,West,,,,,,,,,,,,
1984,Multi-generational household,West,,,,,,,,,,,,
1984,Other Combinations,West,,,,,,,,,,,,
1985,Single-person household,West,,,,,,,,,,,,
1985,Couple without children,West,,,,,,,,,,,,
1985,Single parent,West,,,,,,,,,,,,
1985,Couple with children,West,,,,,,,,,,,,
1985,Multi-generational household,West,,,,,,,,,,,,
1985,Other Combinations,West,,,,,,,,,,,,
1986,Single-person household,West,849,55.22860,53.04122,57.41597,35.00000,51.00000,66.00000,0.00000,112.50000,,,
1986,Couple without children,West,745,69.91769,67.36489,72.47049,51.00000,61.00000,81.00000,6.00000,126.00000,,,
1986,Single parent,West,193,72.14048,66.80142,77.47954,51.00000,63.23764,85.73399,0.00000,137.83497,,,
1986,Couple with children,West,1274,84.50911,82.16412,86.85410,56.00000,76.00000,102.00000,0.00000,171.00000,,,
1986,Multi-generational household,West,53,78.86810,62.25561,95.48059,41.36830,69.28046,102.00000,0.00000,192.94755,,,
1986,Other Combinations,West,70,75.59073,68.17643,83.00503,51.00000,76.00000,102.00000,0.00000,153.00000,,,
1987,Single-person household,West,848,52.69708,50.35430,55.03985,33.00000,51.00000,61.00000,0.00000,103.00000,,,
1987,Couple without children,West,717,67.26433,64.64345,69.88521,49.00000,61.00000,76.00000,8.50000,116.50000,,,
1987,Single parent,West,189,73.90444,68.14453,79.66435,51.00000,66.00000,88.71017,10.00000,145.27542,,,
1987,Couple with children,West,1251,77.69925,75.55365,79.84485,51.00000,76.00000,97.00000,0.00000,166.00000,,,
1987,Multi-generational household,West,59,78.92370,71.07526,86.77214,51.00000,76.00000,102.00000,28.00000,153.00000,,,
1987,Other Combinations,West,70,67.85215,61.06146,74.64284,51.00000,61.00000,81.78644,15.00000,127.96609,,,
1988,Single-person household,West,800,52.07664,49.57398,54.57930,33.00000,50.15268,61.00000,0.00000,103.00000,,,
1988,Couple without children,West,716,63.50445,61.09814,65.91075,46.00000,56.00000,76.00000,1.00000,121.00000,,,
1988,Single parent,West,181,65.86289,61.52536,70.20042,51.00000,61.00000,76.00000,13.50000,113.50000,,,
1988,Couple with children,West,1185,75.67550,73.41280,77.93820,51.00000,69.00000,92.00000,0.00000,153.50000,,,
1988,Multi-generational household,West,57,77.22223,66.47629,87.96817,44.90888,76.00000,102.00000,0.00000,178.00000,,,
1988,Other Combinations,West,62,70.02761,50.26211,89.79311,38.89844,59.43428,76.00000,20.00000,131.65234,,,
1989,Single-person household,West,808,51.36691,48.59588,54.13794,30.73407,47.19512,61.00000,0.00000,106.39890,,,
1989,Couple without children,West,714,63.00537,60.11376,65.89697,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1989,Single parent,West,161,66.70471,61.99494,71.41448,43.00000,61.00000,81.03485,0.00000,138.08713,,,
1989,Couple with children,West,1126,72.39801,70.15596,74.64006,51.00000,63.00000,92.00000,0.00000,153.50000,,,
1989,Multi-generational household,West,56,71.71886,61.02136,82.41636,53.61764,66.00000,85.25497,15.00000,132.71097,,,
1989,Other Combinations,West,53,52.46661,45.85222,59.08101,30.00000,51.00000,68.64980,15.00000,126.62450,,,
1990,Single-person household,West,767,49.16034,47.11105,51.20962,30.00000,46.00000,60.85969,0.00000,107.14923,,,
1990,Single-person household,East,282,13.87058,12.77222,14.96895,8.00000,11.00000,16.00000,3.00000,28.00000,,,
1990,Couple without children,West,716,61.90684,59.29700,64.51667,40.00000,51.00000,76.00000,0.00000,130.00000,,,
