year,regtyp,sampreg,rentown,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Tenant,0.6894824707846411,5272,0.6769921657099479,0.7019727758593343
1985,Urban regions,West,Owner,0.3105175292153589,5272,0.2980272241406657,0.32300783429005214
1985,Rural regions,West,Owner,0.5217794253938832,5272,0.5082952009061477,0.5352636498816188
1985,Rural regions,West,Tenant,0.4782205746061168,5272,0.4647363501183812,0.49170479909385234
1986,Urban regions,West,Tenant,0.6787138584247259,5039,0.6658202865020237,0.691607430347428
1986,Urban regions,West,Owner,0.3212861415752742,5039,0.3083925696525721,0.33417971349797626
1986,Rural regions,West,Owner,0.5347018572825024,5039,0.5209295914144638,0.548474123150541
1986,Rural regions,West,Tenant,0.46529814271749753,5039,0.45152587684945894,0.4790704085855361
1987,Urban regions,West,Tenant,0.67221801665405,4975,0.659174126216979,0.685261907091121
1987,Urban regions,West,Owner,0.32778198334595005,4975,0.31473809290887905,0.34082587378302104
1987,Rural regions,West,Owner,0.5257425742574258,4975,0.5118669295088412,0.5396182190060104
1987,Rural regions,West,Tenant,0.47425742574257423,4975,0.4603817809939896,0.4881330704911589
1988,Urban regions,West,Tenant,0.6699868938401049,4770,0.6566425989915691,0.6833311886886407
1988,Urban regions,West,Owner,0.33001310615989515,4770,0.31666881131135927,0.34335740100843104
1988,Rural regions,West,Owner,0.5125786163522013,4770,0.4983936139676262,0.5267636187367764
1988,Rural regions,West,Tenant,0.48742138364779874,4770,0.4732363812632237,0.5016063860323738
1989,Urban regions,West,Tenant,0.6671130155329406,4651,0.6535695122897623,0.6806565187761188
1989,Urban regions,West,Owner,0.33288698446705944,4651,0.3193434812238813,0.3464304877102376
1989,Rural regions,West,Owner,0.5142231947483589,4651,0.49985913774668406,0.5285872517500337
1989,Rural regions,West,Tenant,0.48577680525164113,4651,0.4714127482499663,0.500140862253316
1990,Urban regions,West,Tenant,0.6577437858508605,6750,0.6464247813438245,0.6690627903578964
1990,Urban regions,West,Owner,0.3422562141491396,6750,0.33093720964210366,0.3535752186561755
1990,Urban regions,East,Tenant,0.8851802403204272,6750,0.877574730051291,0.8927857505895633
1990,Urban regions,East,Owner,0.11481975967957277,6750,0.10721424941043659,0.12242526994870895
1990,Rural regions,West,Owner,0.521505376344086,6750,0.5095882344286078,0.5334225182595642
1990,Rural regions,West,Tenant,0.478494623655914,6750,0.46657748174043573,0.49041176557139227
1990,Rural regions,East,Tenant,0.6055923473142016,6750,0.5939331932620834,0.6172515013663199
1990,Rural regions,East,Owner,0.39440765268579836,6750,0.3827484986336801,0.4060668067379166
