year,sampreg,rentown,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1995,West,Tenant,0.6296448367891604,6697,0.6180791095226875,0.6412105640556333
1995,West,Owner,0.37035516321083967,6697,0.35878943594436685,0.3819208904773125
1995,East,Tenant,0.6933187294633077,6697,0.6822747392012027,0.7043627197254128
1995,East,Owner,0.3066812705366922,6697,0.2956372802745872,0.3177252607987972
1996,West,Tenant,0.6221573127477571,6631,0.6104872773562569,0.6338273481392573
1996,West,Owner,0.37784268725224285,6631,0.3661726518607426,0.3895127226437431
1996,East,Tenant,0.6822633297062024,6631,0.6710566685159782,0.6934699908964266
1996,East,Owner,0.3177366702937976,6631,0.30653000910357336,0.32894333148402183
1997,West,Tenant,0.6095238095238096,6546,0.5977053550344401,0.621342264013179
1997,West,Owner,0.3904761904761905,6546,0.37865773598682106,0.4022946449655599
1997,East,Tenant,0.671059857221307,6546,0.6596781570908414,0.6824415573517726
1997,East,Owner,0.32894014277869305,6546,0.31755844264822747,0.3403218429091586
1998,West,Tenant,0.5935495693604544,7417,0.5823713089450823,0.6047278297758266
1998,West,Owner,0.40645043063954556,7417,0.39527217022417344,0.4176286910549177
1998,East,Tenant,0.6515306122448979,7417,0.6406865585095245,0.6623746659802714
1998,East,Owner,0.34846938775510206,7417,0.3376253340197286,0.3593134414904755
1999,West,Tenant,0.5825820065221562,7143,0.5711458560013376,0.5940181570429748
1999,West,Owner,0.41741799347784386,7143,0.4059818429570253,0.42885414399866245
1999,East,Tenant,0.6461139896373057,7143,0.6350247436871841,0.6572032355874273
1999,East,Owner,0.3538860103626943,7143,0.3427967644125727,0.3649752563128159
2000,West,Tenant,0.5273390036452005,12950,0.5187401408891815,0.5359378664012194
2000,West,Owner,0.4726609963547995,12950,0.46406213359878057,0.4812598591108185
2000,East,Tenant,0.6236174365647364,12950,0.6152730376120099,0.631961835517463
2000,East,Owner,0.3763825634352635,12950,0.36803816448253696,0.38472696238799003
2001,West,Tenant,0.5287993663007808,11680,0.5197465637967038,0.5378521688048579
2001,West,Owner,0.4712006336992192,11680,0.46214783119514213,0.4802534362032963
2001,East,Tenant,0.6120295462539571,11680,0.6031922346065525,0.6208668579013618
2001,East,Owner,0.3879704537460429,11680,0.37913314209863824,0.39680776539344753
2002,West,Owner,0.5053361792956244,12212,0.4964685415449549,0.5142038170462938
2002,West,Tenant,0.49466382070437565,12212,0.4857961829537062,0.5035314584550451
2002,East,Tenant,0.6097818437719915,12212,0.6011300998926444,0.6184335876513386
2002,East,Owner,0.39021815622800843,12212,0.38156641234866134,0.3988699001073555
2003,West,Owner,0.5057228580953439,11804,0.49670334639734126,0.5147423697933465
2003,West,Tenant,0.49427714190465605,11804,0.4852576302066534,0.5032966536026587
2003,East,Tenant,0.6049910873440285,11804,0.5961720860423348,0.6138100886457222
2003,East,Owner,0.3950089126559715,11804,0.3861899113542779,0.4038279139576651
2004,West,Owner,0.5074015030744705,11543,0.4982809927481372,0.5165220134008038
2004,West,Tenant,0.4925984969255295,11543,0.48347798659919616,0.5017190072518628
2004,East,Tenant,0.5997826874320898,11543,0.5908446612577958,0.6087207136063839
2004,East,Owner,0.40021731256791016,11543,0.39127928639361614,0.40915533874220417
2005,West,Owner,0.5031150816974257,11199,0.4938547184078082,0.5123754449870432
2005,West,Tenant,0.49688491830257436,11199,0.4876245550129569,0.5061452815921919
2005,East,Tenant,0.5893719806763285,11199,0.5802605729404077,0.5984833884122492
2005,East,Owner,0.4106280193236715,11199,0.4015166115877507,0.4197394270595923
2006,West,Owner,0.5134961439588689,12265,0.5046504067758553,0.5223418811418825
2006,West,Tenant,0.4865038560411311,12265,0.4776581188581175,0.49534959322414474
2006,East,Tenant,0.5869490946361462,12265,0.5782349592537751,0.5956632300185173
2006,East,Owner,0.41305090536385375,12265,0.40433676998148266,0.42176504074622484
2007,West,Owner,0.5153571839411021,11453,0.5062042253424254,0.5245101425397788
2007,West,Tenant,0.484642816058898,11453,0.4754898574602212,0.49379577465757474
2007,East,Tenant,0.5869565217391305,11453,0.577938790411801,0.59597425306646
2007,East,Owner,0.41304347826086957,11453,0.4040257469335401,0.42206120958819904
2008,West,Owner,0.5231917757924367,10822,0.5137814506411331,0.5326021009437403
2008,West,Tenant,0.47680822420756336,10822,0.46739789905625984,0.4862185493588669
2008,East,Tenant,0.5835533760844964,10822,0.574265374680674,0.5928413774883189
2008,East,Owner,0.4164466239155036,10822,0.40715862251168117,0.425734625319326
2009,West,Owner,0.5220414589346628,10177,0.5123364979264449,0.5317464199428807
2009,West,Tenant,0.4779585410653372,10177,0.46825358005711926,0.48766350207355513
2009,East,Tenant,0.57573385518591,10177,0.5661315333677343,0.5853361770040858
2009,East,Owner,0.42426614481409003,10177,0.41466382299591426,0.4338684666322658
2010,West,Tenant,0.5214775824795563,13799,0.5131426664309356,0.529812498528177
2010,West,Owner,0.47852241752044367,13799,0.470187501471823,0.48685733356906435
2010,East,Tenant,0.6075949367088608,13799,0.5994477693372121,0.6157421040805094
2010,East,Owner,0.3924050632911392,13799,0.38425789591949056,0.4005522306627879
2011,West,Tenant,0.5094486351971382,16603,0.5018444053910416,0.5170528650032349
2011,West,Owner,0.4905513648028618,16603,0.48294713499676517,0.4981555946089585
2011,East,Tenant,0.6225961538461539,16603,0.6152227305793766,0.6299695771129311
2011,East,Owner,0.37740384615384615,16603,0.3700304228870689,0.3847772694206234
2012,West,Tenant,0.506234612024462,16303,0.498559962595849,0.5139092614530749
2012,West,Owner,0.4937653879755381,16303,0.48609073854692514,0.501440037404151
2012,East,Tenant,0.6285021551724138,16303,0.6210847185875162,0.6359195917573114
2012,East,Owner,0.3714978448275862,16303,0.3640804082426886,0.37891528141248376
2013,West,Tenant,0.5517483993527053,17870,0.5444567586493013,0.5590400400561092
2013,West,Owner,0.44825160064729475,17870,0.4409599599438908,0.4555432413506987
2013,East,Tenant,0.6343997812414548,17870,0.6273385809438492,0.6414609815390604
2013,East,Owner,0.36560021875854526,17870,0.35853901846093966,0.37266141905615086
2014,West,Tenant,0.5324977906322809,15828,0.5247246989622297,0.540270882302332
2014,West,Owner,0.46750220936771913,15828,0.459729117697668,0.47527530103777027
2014,East,Tenant,0.6353149955634427,15828,0.6278161129268138,0.6428138782000716
2014,East,Owner,0.3646850044365572,15828,0.35718612179992826,0.37218388707318617
2015,West,Tenant,0.5557602948245474,15764,0.5480036250512426,0.5635169645978522
2015,West,Owner,0.44423970517545264,15764,0.4364830354021479,0.4519963749487574
2015,East,Tenant,0.6361974405850092,15764,0.6286872373081976,0.6437076438618207
2015,East,Owner,0.36380255941499084,15764,0.3562923561381793,0.3713127626918024
2016,West,Tenant,0.5416406876280395,16419,0.5340191712027678,0.5492622040533113
2016,West,Owner,0.4583593123719604,16419,0.4507377959466887,0.4659808287972321
2016,East,Tenant,0.623942745608328,16419,0.6165333620854211,0.6313521291312348
2016,East,Owner,0.3760572543916721,16419,0.36864787086876516,0.383466637914579
2017,West,Tenant,0.5821220930232558,18279,0.5749720014919456,0.589272184554566
2017,West,Owner,0.4178779069767442,18279,0.41072781544543396,0.42502799850805445
2017,East,Tenant,0.6471378661650095,18279,0.6402102982957489,0.65406543403427
2017,East,Owner,0.3528621338349906,18279,0.3459345659657301,0.3597897017042511
2018,West,Tenant,0.6095900127677685,17878,0.6024388611508406,0.6167411643846964
2018,West,Owner,0.3904099872322315,17878,0.38325883561530355,0.3975611388491595
2018,East,Tenant,0.6682539682539682,17878,0.6613520430839225,0.6751558934240139
2018,East,Owner,0.33174603174603173,17878,0.32484410657598595,0.3386479569160775
2019,West,Tenant,0.5629107006986235,18428,0.5557489069614,0.570072494435847
2019,West,Owner,0.4370892993013765,18428,0.429927505564153,0.44425109303860005
2019,East,Tenant,0.6035321218326082,18428,0.5964694151919507,0.6105948284732656
2019,East,Owner,0.3964678781673919,18428,0.38940517152673443,0.4035305848080493
2020,West,Tenant,0.636404726544844,19329,0.6296232042940392,0.6431862487956489
2020,West,Owner,0.3635952734551559,19329,0.356813751204351,0.3703767957059608
2020,East,Tenant,0.6447162935970848,19329,0.6379690972774336,0.6514634899167361
2020,East,Owner,0.3552837064029151,19329,0.34853651008326386,0.3620309027225664
2021,West,Tenant,0.5844611528822055,12568,0.5758451343224457,0.5930771714419653
2021,West,Owner,0.4155388471177945,12568,0.4069228285580347,0.4241548656775543
2021,East,Tenant,0.6313755795981453,12568,0.6229410876728937,0.6398100715233969
2021,East,Owner,0.3686244204018547,12568,0.36018992847660314,0.3770589123271063
