year,bula_h,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Berlin,Disabled (> 30%),0.10488,97,811,0.08378,0.12598
2000,Brandenburg,Not Disabled (<= 30%),0.76934,915,1014,0.74340,0.79528
2000,Brandenburg,Disabled (> 30%),0.08891,99,1014,0.07138,0.10643
2000,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.76016,517,565,0.72492,0.79540
2000,Mecklenburg-Western Pomerania,Disabled (> 30%),0.08504,48,565,0.06202,0.10806
2000,Saxony,Not Disabled (<= 30%),0.77468,1657,1774,0.75523,0.79413
2000,Saxony,Disabled (> 30%),0.06287,117,1774,0.05157,0.07417
2000,Saxony-Anhalt,Not Disabled (<= 30%),0.78846,960,1054,0.76379,0.81312
2000,Saxony-Anhalt,Disabled (> 30%),0.07965,94,1054,0.06330,0.09601
2000,Thuringa,Not Disabled (<= 30%),0.75763,957,1046,0.73165,0.78361
2000,Thuringa,Disabled (> 30%),0.08551,89,1046,0.06855,0.10246
2001,Schleswig-Holstein,Not Disabled (<= 30%),0.71643,575,647,0.68167,0.75119
2001,Schleswig-Holstein,Disabled (> 30%),0.11086,72,647,0.08665,0.13507
2001,Hamburg,Not Disabled (<= 30%),0.71825,235,274,0.66489,0.77161
2001,Hamburg,Disabled (> 30%),0.14872,39,274,0.10651,0.19093
2001,Lower Saxony,Not Disabled (<= 30%),0.71098,1653,1847,0.69030,0.73166
2001,Lower Saxony,Disabled (> 30%),0.09793,194,1847,0.08437,0.11149
2001,Bremen,Not Disabled (<= 30%),0.72429,137,137,0.64919,0.79940
2001,North Rhine-Westphalia,Not Disabled (<= 30%),0.72066,4116,4640,0.70775,0.73357
2001,North Rhine-Westphalia,Disabled (> 30%),0.10770,524,4640,0.09878,0.11663
2001,Hesse,Not Disabled (<= 30%),0.73148,1325,1481,0.70890,0.75406
2001,Hesse,Disabled (> 30%),0.08862,156,1481,0.07414,0.10310
2001,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.69650,1197,1352,0.67198,0.72101
2001,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09911,155,1352,0.08318,0.11505
2001,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71467,2345,2594,0.69729,0.73205
2001,Baden-Wuerttemberg,Disabled (> 30%),0.08497,249,2594,0.07424,0.09571
2001,Bavaria,Not Disabled (<= 30%),0.74876,2746,3035,0.73333,0.76420
2001,Bavaria,Disabled (> 30%),0.09169,289,3035,0.08142,0.10196
2001,Berlin,Not Disabled (<= 30%),0.70882,692,787,0.67706,0.74058
2001,Berlin,Disabled (> 30%),0.10339,95,787,0.08210,0.12467
2001,Brandenburg,Not Disabled (<= 30%),0.77831,859,949,0.75187,0.80476
2001,Brandenburg,Disabled (> 30%),0.07794,90,949,0.06087,0.09500
2001,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.75924,463,509,0.72206,0.79642
2001,Mecklenburg-Western Pomerania,Disabled (> 30%),0.08775,46,509,0.06314,0.11235
2001,Saxony,Not Disabled (<= 30%),0.78085,1523,1637,0.76080,0.80089
2001,Saxony,Disabled (> 30%),0.06792,114,1637,0.05573,0.08012
2001,Saxony-Anhalt,Not Disabled (<= 30%),0.79829,915,999,0.77339,0.82318
2001,Saxony-Anhalt,Disabled (> 30%),0.07558,84,999,0.05918,0.09198
2001,Thuringa,Not Disabled (<= 30%),0.77783,888,957,0.75148,0.80418
2001,Thuringa,Disabled (> 30%),0.07538,69,957,0.05865,0.09212
2002,Schleswig-Holstein,Not Disabled (<= 30%),0.71291,638,719,0.67982,0.74600
2002,Schleswig-Holstein,Disabled (> 30%),0.12025,81,719,0.09645,0.14404
2002,Hamburg,Not Disabled (<= 30%),0.72955,284,324,0.68110,0.77799
2002,Hamburg,Disabled (> 30%),0.14649,40,324,0.10793,0.18505
2002,Lower Saxony,Not Disabled (<= 30%),0.70765,1759,1975,0.68759,0.72772
2002,Lower Saxony,Disabled (> 30%),0.10636,216,1975,0.09276,0.11996
2002,Bremen,Not Disabled (<= 30%),0.71854,152,152,0.64680,0.79027
2002,North Rhine-Westphalia,Not Disabled (<= 30%),0.72150,4304,4861,0.70890,0.73410
2002,North Rhine-Westphalia,Disabled (> 30%),0.11179,557,4861,0.10293,0.12065
2002,Hesse,Not Disabled (<= 30%),0.70855,1458,1636,0.68652,0.73058
2002,Hesse,Disabled (> 30%),0.10008,178,1636,0.08554,0.11463
2002,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.70808,1227,1375,0.68404,0.73212
2002,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09127,148,1375,0.07605,0.10650
2002,Baden-Wuerttemberg,Not Disabled (<= 30%),0.70906,2524,2794,0.69222,0.72591
2002,Baden-Wuerttemberg,Disabled (> 30%),0.09562,270,2794,0.08471,0.10652
2002,Bavaria,Not Disabled (<= 30%),0.73388,2947,3253,0.71869,0.74907
2002,Bavaria,Disabled (> 30%),0.09875,306,3253,0.08850,0.10900
2002,Berlin,Not Disabled (<= 30%),0.71805,729,827,0.68736,0.74873
2002,Berlin,Disabled (> 30%),0.11133,98,827,0.08988,0.13278
2002,Brandenburg,Not Disabled (<= 30%),0.77069,853,957,0.74404,0.79734
2002,Brandenburg,Disabled (> 30%),0.09732,104,957,0.07853,0.11611
2002,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.74828,462,514,0.71072,0.78584
2002,Mecklenburg-Western Pomerania,Disabled (> 30%),0.10416,52,514,0.07772,0.13059
2002,Saxony,Not Disabled (<= 30%),0.78121,1523,1645,0.76123,0.80120
2002,Saxony,Disabled (> 30%),0.07623,122,1645,0.06340,0.08905
2002,Saxony-Anhalt,Not Disabled (<= 30%),0.78045,875,965,0.75432,0.80658
2002,Saxony-Anhalt,Disabled (> 30%),0.09190,90,965,0.07366,0.11014
2002,Thuringa,Not Disabled (<= 30%),0.76465,881,960,0.73780,0.79150
2002,Thuringa,Disabled (> 30%),0.08505,79,960,0.06740,0.10271
2003,Schleswig-Holstein,Not Disabled (<= 30%),0.73697,593,667,0.70353,0.77041
2003,Schleswig-Holstein,Disabled (> 30%),0.09882,74,667,0.07616,0.12149
2003,Hamburg,Not Disabled (<= 30%),0.72705,263,263,0.67311,0.78099
2003,Lower Saxony,Not Disabled (<= 30%),0.72000,1706,1904,0.69983,0.74017
2003,Lower Saxony,Disabled (> 30%),0.10403,198,1904,0.09031,0.11775
2003,Bremen,Not Disabled (<= 30%),0.73173,155,155,0.66175,0.80171
2003,North Rhine-Westphalia,Not Disabled (<= 30%),0.71730,4120,4661,0.70437,0.73023
2003,North Rhine-Westphalia,Disabled (> 30%),0.11209,541,4661,0.10304,0.12115
2003,Hesse,Not Disabled (<= 30%),0.70336,1313,1496,0.68020,0.72651
2003,Hesse,Disabled (> 30%),0.10703,183,1496,0.09136,0.12270
2003,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.71197,1192,1350,0.68780,0.73613
2003,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10302,158,1350,0.08680,0.11924
2003,Baden-Wuerttemberg,Not Disabled (<= 30%),0.70711,2418,2684,0.68989,0.72433
2003,Baden-Wuerttemberg,Disabled (> 30%),0.09586,266,2684,0.08472,0.10700
2003,Bavaria,Not Disabled (<= 30%),0.74201,2830,3125,0.72667,0.75735
2003,Bavaria,Disabled (> 30%),0.09317,295,3125,0.08298,0.10337
2003,Berlin,Not Disabled (<= 30%),0.72107,720,820,0.69035,0.75178
2003,Berlin,Disabled (> 30%),0.11384,100,820,0.09208,0.13559
2003,Brandenburg,Not Disabled (<= 30%),0.77185,838,939,0.74499,0.79870
2003,Brandenburg,Disabled (> 30%),0.09347,101,939,0.07484,0.11210
2003,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.75167,467,524,0.71464,0.78870
2003,Mecklenburg-Western Pomerania,Disabled (> 30%),0.10967,57,524,0.08289,0.13646
2003,Saxony,Not Disabled (<= 30%),0.78334,1481,1607,0.76319,0.80349
2003,Saxony,Disabled (> 30%),0.07447,126,1607,0.06163,0.08731
2003,Saxony-Anhalt,Not Disabled (<= 30%),0.77857,844,929,0.75186,0.80529
2003,Saxony-Anhalt,Disabled (> 30%),0.08993,85,929,0.07152,0.10833
2003,Thuringa,Not Disabled (<= 30%),0.77985,876,954,0.75355,0.80616
2003,Thuringa,Disabled (> 30%),0.08505,78,954,0.06734,0.10277
2004,Schleswig-Holstein,Not Disabled (<= 30%),0.74634,596,669,0.71334,0.77934
2004,Schleswig-Holstein,Disabled (> 30%),0.09870,73,669,0.07608,0.12132
2004,Hamburg,Not Disabled (<= 30%),0.73644,261,294,0.68600,0.78689
2004,Hamburg,Disabled (> 30%),0.13091,33,294,0.09228,0.16953
2004,Lower Saxony,Not Disabled (<= 30%),0.71016,1679,1880,0.68964,0.73067
2004,Lower Saxony,Disabled (> 30%),0.10925,201,1880,0.09515,0.12336
2004,Bremen,Not Disabled (<= 30%),0.72738,147,147,0.65515,0.79961
2004,North Rhine-Westphalia,Not Disabled (<= 30%),0.71926,3992,4537,0.70618,0.73233
2004,North Rhine-Westphalia,Disabled (> 30%),0.11870,545,4537,0.10929,0.12811
2004,Hesse,Not Disabled (<= 30%),0.70140,1268,1438,0.67774,0.72506
2004,Hesse,Disabled (> 30%),0.09882,170,1438,0.08339,0.11425
2004,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.70907,1148,1303,0.68440,0.73374
2004,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10814,155,1303,0.09127,0.12501
2004,Baden-Wuerttemberg,Not Disabled (<= 30%),0.70613,2321,2601,0.68862,0.72364
2004,Baden-Wuerttemberg,Disabled (> 30%),0.10115,280,2601,0.08956,0.11274
2004,Bavaria,Not Disabled (<= 30%),0.74423,2744,3044,0.72873,0.75973
2004,Bavaria,Disabled (> 30%),0.10009,300,3044,0.08943,0.11075
2004,Berlin,Not Disabled (<= 30%),0.72503,702,804,0.69415,0.75591
2004,Berlin,Disabled (> 30%),0.11837,102,804,0.09603,0.14072
2004,Brandenburg,Not Disabled (<= 30%),0.76062,794,900,0.73273,0.78852
2004,Brandenburg,Disabled (> 30%),0.10509,106,900,0.08504,0.12513
2004,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.77190,458,507,0.73534,0.80846
2004,Mecklenburg-Western Pomerania,Disabled (> 30%),0.08392,49,507,0.05976,0.10807
2004,Saxony,Not Disabled (<= 30%),0.78842,1439,1567,0.76819,0.80864
2004,Saxony,Disabled (> 30%),0.08181,128,1567,0.06823,0.09538
2004,Saxony-Anhalt,Not Disabled (<= 30%),0.77920,834,922,0.75242,0.80599
2004,Saxony-Anhalt,Disabled (> 30%),0.10237,88,922,0.08279,0.12195
2004,Thuringa,Not Disabled (<= 30%),0.77328,860,942,0.74653,0.80004
2004,Thuringa,Disabled (> 30%),0.09231,82,942,0.07382,0.11081
2005,Schleswig-Holstein,Not Disabled (<= 30%),0.74004,569,644,0.70613,0.77394
2005,Schleswig-Holstein,Disabled (> 30%),0.10530,75,644,0.08157,0.12902
2005,Hamburg,Not Disabled (<= 30%),0.74847,254,286,0.69810,0.79885
2005,Hamburg,Disabled (> 30%),0.13645,32,286,0.09659,0.17630
2005,Lower Saxony,Not Disabled (<= 30%),0.72048,1588,1781,0.69963,0.74133
2005,Lower Saxony,Disabled (> 30%),0.10837,193,1781,0.09393,0.12281
2005,Bremen,Not Disabled (<= 30%),0.74263,126,126,0.66599,0.81927
2005,North Rhine-Westphalia,Not Disabled (<= 30%),0.71571,3797,4351,0.70231,0.72912
2005,North Rhine-Westphalia,Disabled (> 30%),0.11919,554,4351,0.10956,0.12882
2005,Hesse,Not Disabled (<= 30%),0.73149,1211,1366,0.70798,0.75500
2005,Hesse,Disabled (> 30%),0.09426,155,1366,0.07876,0.10976
2005,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.72910,1100,1239,0.70434,0.75386
2005,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09810,139,1239,0.08153,0.11467
2005,Baden-Wuerttemberg,Not Disabled (<= 30%),0.72719,2251,2515,0.70978,0.74461
2005,Baden-Wuerttemberg,Disabled (> 30%),0.09231,264,2515,0.08100,0.10363
2005,Bavaria,Not Disabled (<= 30%),0.74064,2593,2895,0.72467,0.75661
2005,Bavaria,Disabled (> 30%),0.10120,302,2895,0.09021,0.11218
2005,Berlin,Not Disabled (<= 30%),0.72433,657,754,0.69241,0.75625
2005,Berlin,Disabled (> 30%),0.11540,97,754,0.09258,0.13822
2005,Brandenburg,Not Disabled (<= 30%),0.75920,775,881,0.73095,0.78745
2005,Brandenburg,Disabled (> 30%),0.10285,106,881,0.08278,0.12291
2005,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.77008,445,500,0.73316,0.80700
2005,Mecklenburg-Western Pomerania,Disabled (> 30%),0.09759,55,500,0.07156,0.12363
2005,Saxony,Not Disabled (<= 30%),0.78571,1389,1522,0.76508,0.80633
2005,Saxony,Disabled (> 30%),0.08528,133,1522,0.07124,0.09932
2005,Saxony-Anhalt,Not Disabled (<= 30%),0.77969,807,893,0.75249,0.80689
2005,Saxony-Anhalt,Disabled (> 30%),0.10692,86,893,0.08665,0.12720
2005,Thuringa,Not Disabled (<= 30%),0.76639,808,887,0.73853,0.79425
2005,Thuringa,Disabled (> 30%),0.09503,79,887,0.07572,0.11434
2006,Schleswig-Holstein,Not Disabled (<= 30%),0.70687,581,673,0.67246,0.74129
2006,Schleswig-Holstein,Disabled (> 30%),0.12301,92,673,0.09817,0.14784
2006,Hamburg,Not Disabled (<= 30%),0.71562,264,303,0.66474,0.76650
2006,Hamburg,Disabled (> 30%),0.14730,39,303,0.10733,0.18728
2006,Lower Saxony,Not Disabled (<= 30%),0.71055,1743,1958,0.69046,0.73065
2006,Lower Saxony,Disabled (> 30%),0.10492,215,1958,0.09135,0.11850
2006,Bremen,Not Disabled (<= 30%),0.76309,127,127,0.68885,0.83734
2006,North Rhine-Westphalia,Not Disabled (<= 30%),0.71213,3963,4540,0.69896,0.72530
2006,North Rhine-Westphalia,Disabled (> 30%),0.11785,577,4540,0.10847,0.12723
2006,Hesse,Not Disabled (<= 30%),0.70409,1287,1480,0.68082,0.72735
2006,Hesse,Disabled (> 30%),0.10858,193,1480,0.09273,0.12444
2006,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.71355,1136,1287,0.68884,0.73826
2006,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09771,151,1287,0.08149,0.11394
2006,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71578,2398,2712,0.69880,0.73276
2006,Baden-Wuerttemberg,Disabled (> 30%),0.10139,314,2712,0.09003,0.11275
2006,Bavaria,Not Disabled (<= 30%),0.72949,2803,3135,0.71393,0.74504
2006,Bavaria,Disabled (> 30%),0.09834,332,3135,0.08791,0.10876
2006,Berlin,Not Disabled (<= 30%),0.74301,680,776,0.71224,0.77377
2006,Berlin,Disabled (> 30%),0.11309,96,776,0.09079,0.13538
2006,Brandenburg,Not Disabled (<= 30%),0.75728,822,935,0.72978,0.78477
2006,Brandenburg,Disabled (> 30%),0.09722,113,935,0.07822,0.11622
2006,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.76505,489,547,0.72949,0.80061
2006,Mecklenburg-Western Pomerania,Disabled (> 30%),0.10175,58,547,0.07639,0.12710
2006,Saxony,Not Disabled (<= 30%),0.76685,1428,1576,0.74597,0.78774
2006,Saxony,Disabled (> 30%),0.10304,148,1576,0.08803,0.11806
2006,Saxony-Anhalt,Not Disabled (<= 30%),0.76758,821,909,0.74010,0.79505
2006,Saxony-Anhalt,Disabled (> 30%),0.09384,88,909,0.07487,0.11281
2006,Thuringa,Not Disabled (<= 30%),0.75783,850,947,0.73053,0.78513
2006,Thuringa,Disabled (> 30%),0.10484,97,947,0.08532,0.12436
2007,Schleswig-Holstein,Not Disabled (<= 30%),0.71420,525,611,0.67835,0.75006
2007,Schleswig-Holstein,Disabled (> 30%),0.12126,86,611,0.09536,0.14717
2007,Hamburg,Not Disabled (<= 30%),0.74173,257,292,0.69144,0.79202
2007,Hamburg,Disabled (> 30%),0.13020,35,292,0.09153,0.16887
2007,Lower Saxony,Not Disabled (<= 30%),0.73219,1635,1825,0.71186,0.75251
2007,Lower Saxony,Disabled (> 30%),0.09471,190,1825,0.08127,0.10815
2007,Bremen,Not Disabled (<= 30%),0.73898,128,128,0.66259,0.81536
2007,North Rhine-Westphalia,Not Disabled (<= 30%),0.70379,3645,4197,0.68997,0.71760
2007,North Rhine-Westphalia,Disabled (> 30%),0.11904,552,4197,0.10924,0.12884
2007,Hesse,Not Disabled (<= 30%),0.70334,1207,1392,0.67933,0.72734
2007,Hesse,Disabled (> 30%),0.11436,185,1392,0.09763,0.13108
2007,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.70904,1031,1171,0.68302,0.73507
2007,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10314,140,1171,0.08571,0.12056
2007,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71793,2201,2485,0.70023,0.73563
2007,Baden-Wuerttemberg,Disabled (> 30%),0.09764,284,2485,0.08597,0.10931
2007,Bavaria,Not Disabled (<= 30%),0.72019,2615,2948,0.70398,0.73640
2007,Bavaria,Disabled (> 30%),0.10464,333,2948,0.09359,0.11569
2007,Berlin,Not Disabled (<= 30%),0.73658,657,749,0.70502,0.76815
2007,Berlin,Disabled (> 30%),0.12203,92,749,0.09857,0.14549
2007,Brandenburg,Not Disabled (<= 30%),0.75824,748,860,0.72961,0.78687
2007,Brandenburg,Disabled (> 30%),0.10881,112,860,0.08799,0.12964
2007,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.76788,449,507,0.73109,0.80467
2007,Mecklenburg-Western Pomerania,Disabled (> 30%),0.11046,58,507,0.08315,0.13778
2007,Saxony,Not Disabled (<= 30%),0.79310,1379,1511,0.77267,0.81353
2007,Saxony,Disabled (> 30%),0.08797,132,1511,0.07368,0.10226
2007,Saxony-Anhalt,Not Disabled (<= 30%),0.77210,786,868,0.74417,0.80002
2007,Saxony-Anhalt,Disabled (> 30%),0.09041,82,868,0.07132,0.10950
2007,Thuringa,Not Disabled (<= 30%),0.77398,817,909,0.74677,0.80118
2007,Thuringa,Disabled (> 30%),0.09383,92,909,0.07486,0.11279
2008,Schleswig-Holstein,Not Disabled (<= 30%),0.72737,477,553,0.69022,0.76452
2008,Schleswig-Holstein,Disabled (> 30%),0.11421,76,553,0.08767,0.14074
2008,Hamburg,Not Disabled (<= 30%),0.76234,250,250,0.70947,0.81521
2008,Lower Saxony,Not Disabled (<= 30%),0.73437,1546,1737,0.71360,0.75515
2008,Lower Saxony,Disabled (> 30%),0.10077,191,1737,0.08661,0.11493
2008,Bremen,Not Disabled (<= 30%),0.75103,120,120,0.67334,0.82873
2008,North Rhine-Westphalia,Not Disabled (<= 30%),0.71704,3421,3924,0.70294,0.73113
2008,North Rhine-Westphalia,Disabled (> 30%),0.11675,503,3924,0.10670,0.12680
2008,Hesse,Not Disabled (<= 30%),0.69824,1130,1312,0.67339,0.72309
2008,Hesse,Disabled (> 30%),0.11449,182,1312,0.09726,0.13173
2008,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.72345,968,1096,0.69695,0.74994
2008,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09878,128,1096,0.08110,0.11645
2008,Baden-Wuerttemberg,Not Disabled (<= 30%),0.72172,2087,2354,0.70361,0.73983
2008,Baden-Wuerttemberg,Disabled (> 30%),0.09818,267,2354,0.08616,0.11021
2008,Bavaria,Not Disabled (<= 30%),0.72804,2431,2745,0.71139,0.74469
2008,Bavaria,Disabled (> 30%),0.10359,314,2745,0.09219,0.11499
2008,Berlin,Not Disabled (<= 30%),0.73922,625,719,0.70711,0.77134
2008,Berlin,Disabled (> 30%),0.12517,94,719,0.10097,0.14938
2008,Brandenburg,Not Disabled (<= 30%),0.75700,723,822,0.72766,0.78634
2008,Brandenburg,Disabled (> 30%),0.10324,99,822,0.08242,0.12405
2008,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.76025,434,487,0.72229,0.79820
2008,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12234,53,487,0.09321,0.15147
2008,Saxony,Not Disabled (<= 30%),0.78848,1301,1432,0.76732,0.80964
2008,Saxony,Disabled (> 30%),0.08040,131,1432,0.06631,0.09449
2008,Saxony-Anhalt,Not Disabled (<= 30%),0.78288,738,811,0.75449,0.81128
2008,Saxony-Anhalt,Disabled (> 30%),0.08885,73,811,0.06926,0.10845
2008,Thuringa,Not Disabled (<= 30%),0.78318,782,871,0.75580,0.81056
2008,Thuringa,Disabled (> 30%),0.08973,89,871,0.07074,0.10873
2009,Schleswig-Holstein,Not Disabled (<= 30%),0.72035,435,506,0.68120,0.75949
2009,Schleswig-Holstein,Disabled (> 30%),0.11361,71,506,0.08593,0.14128
2009,Hamburg,Not Disabled (<= 30%),0.79544,237,237,0.74397,0.84691
2009,Lower Saxony,Not Disabled (<= 30%),0.73108,1433,1630,0.70955,0.75261
2009,Lower Saxony,Disabled (> 30%),0.11568,197,1630,0.10015,0.13122
2009,Bremen,Not Disabled (<= 30%),0.76778,105,105,0.68662,0.84893
2009,North Rhine-Westphalia,Not Disabled (<= 30%),0.71566,3132,3621,0.70097,0.73036
2009,North Rhine-Westphalia,Disabled (> 30%),0.11944,489,3621,0.10887,0.13000
2009,Hesse,Not Disabled (<= 30%),0.70131,1053,1215,0.67556,0.72706
2009,Hesse,Disabled (> 30%),0.11625,162,1215,0.09822,0.13428
2009,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.72670,902,1021,0.69935,0.75405
2009,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09456,119,1021,0.07660,0.11252
2009,Baden-Wuerttemberg,Not Disabled (<= 30%),0.73266,1877,2103,0.71374,0.75158
2009,Baden-Wuerttemberg,Disabled (> 30%),0.09469,226,2103,0.08217,0.10721
2009,Bavaria,Not Disabled (<= 30%),0.74008,2306,2602,0.72323,0.75694
2009,Bavaria,Disabled (> 30%),0.09854,296,2602,0.08708,0.10999
2009,Berlin,Not Disabled (<= 30%),0.74707,599,683,0.71445,0.77970
2009,Berlin,Disabled (> 30%),0.11998,84,683,0.09560,0.14437
2009,Brandenburg,Not Disabled (<= 30%),0.76346,694,789,0.73379,0.79313
2009,Brandenburg,Disabled (> 30%),0.08829,95,789,0.06848,0.10810
2009,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.78520,422,469,0.74799,0.82241
2009,Mecklenburg-Western Pomerania,Disabled (> 30%),0.09846,47,469,0.07146,0.12545
2009,Saxony,Not Disabled (<= 30%),0.78399,1240,1367,0.76217,0.80582
2009,Saxony,Disabled (> 30%),0.08060,127,1367,0.06616,0.09503
2009,Saxony-Anhalt,Not Disabled (<= 30%),0.78473,692,765,0.75558,0.81387
2009,Saxony-Anhalt,Disabled (> 30%),0.09701,73,765,0.07603,0.11800
2009,Thuringa,Not Disabled (<= 30%),0.74513,720,822,0.71533,0.77494
2009,Thuringa,Disabled (> 30%),0.10319,102,822,0.08238,0.12400
2010,Schleswig-Holstein,Not Disabled (<= 30%),0.73144,651,730,0.69927,0.76361
2010,Schleswig-Holstein,Disabled (> 30%),0.11741,79,730,0.09404,0.14078
2010,Hamburg,Not Disabled (<= 30%),0.77723,352,383,0.73550,0.81896
2010,Hamburg,Disabled (> 30%),0.11170,31,383,0.08011,0.14328
2010,Lower Saxony,Not Disabled (<= 30%),0.72301,1987,2179,0.70421,0.74180
2010,Lower Saxony,Disabled (> 30%),0.10740,192,2179,0.09439,0.12040
2010,Bremen,Not Disabled (<= 30%),0.77316,157,157,0.70745,0.83888
2010,North Rhine-Westphalia,Not Disabled (<= 30%),0.71334,4460,4969,0.70076,0.72591
2010,North Rhine-Westphalia,Disabled (> 30%),0.11766,509,4969,0.10870,0.12662
2010,Hesse,Not Disabled (<= 30%),0.71245,1505,1670,0.69073,0.73416
2010,Hesse,Disabled (> 30%),0.10470,165,1670,0.09001,0.11939
2010,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.75116,1217,1336,0.72797,0.77435
2010,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.08887,119,1336,0.07361,0.10414
2010,Baden-Wuerttemberg,Not Disabled (<= 30%),0.74197,2659,2891,0.72602,0.75792
2010,Baden-Wuerttemberg,Disabled (> 30%),0.08562,232,2891,0.07541,0.09582
2010,Bavaria,Not Disabled (<= 30%),0.73329,3250,3578,0.71880,0.74778
2010,Bavaria,Disabled (> 30%),0.11038,328,3578,0.10011,0.12065
2010,Berlin,Not Disabled (<= 30%),0.71716,825,922,0.68807,0.74625
2010,Berlin,Disabled (> 30%),0.14836,97,922,0.12540,0.17131
2010,Brandenburg,Not Disabled (<= 30%),0.76050,846,949,0.73333,0.78767
2010,Brandenburg,Disabled (> 30%),0.09849,103,949,0.07952,0.11745
2010,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.75035,539,585,0.71525,0.78545
2010,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12075,46,585,0.09433,0.14718
2010,Saxony,Not Disabled (<= 30%),0.78126,1540,1673,0.76145,0.80108
2010,Saxony,Disabled (> 30%),0.08396,133,1673,0.07066,0.09725
2010,Saxony-Anhalt,Not Disabled (<= 30%),0.78313,830,909,0.75632,0.80994
2010,Saxony-Anhalt,Disabled (> 30%),0.09806,79,909,0.07871,0.11740
2010,Thuringa,Not Disabled (<= 30%),0.77237,856,954,0.74575,0.79899
2010,Thuringa,Disabled (> 30%),0.10388,98,954,0.08451,0.12325
2011,Schleswig-Holstein,Not Disabled (<= 30%),0.74219,883,983,0.71483,0.76955
2011,Schleswig-Holstein,Disabled (> 30%),0.09389,100,983,0.07565,0.11214
2011,Hamburg,Not Disabled (<= 30%),0.73327,384,429,0.69137,0.77517
2011,Hamburg,Disabled (> 30%),0.14057,45,429,0.10764,0.17350
2011,Lower Saxony,Not Disabled (<= 30%),0.72532,2372,2635,0.70827,0.74236
2011,Lower Saxony,Disabled (> 30%),0.10673,263,2635,0.09494,0.11852
2011,Bremen,Not Disabled (<= 30%),0.77614,175,175,0.71421,0.83808
2011,North Rhine-Westphalia,Not Disabled (<= 30%),0.71690,5089,5716,0.70522,0.72858
2011,North Rhine-Westphalia,Disabled (> 30%),0.11541,627,5716,0.10712,0.12369
2011,Hesse,Not Disabled (<= 30%),0.70076,1753,1961,0.68049,0.72103
2011,Hesse,Disabled (> 30%),0.10378,208,1961,0.09028,0.11729
2011,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.73401,1455,1608,0.71241,0.75561
2011,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09002,153,1608,0.07603,0.10401
2011,Baden-Wuerttemberg,Not Disabled (<= 30%),0.73305,3224,3533,0.71846,0.74764
2011,Baden-Wuerttemberg,Disabled (> 30%),0.09025,309,3533,0.08080,0.09970
2011,Bavaria,Not Disabled (<= 30%),0.73935,3996,4433,0.72643,0.75228
2011,Bavaria,Disabled (> 30%),0.10325,437,4433,0.09429,0.11221
2011,Berlin,Not Disabled (<= 30%),0.72247,898,1016,0.69492,0.75002
2011,Berlin,Disabled (> 30%),0.13905,118,1016,0.11776,0.16034
2011,Brandenburg,Not Disabled (<= 30%),0.77426,1024,1140,0.74998,0.79854
2011,Brandenburg,Disabled (> 30%),0.09028,116,1140,0.07364,0.10693
2011,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.73869,587,657,0.70507,0.77231
2011,Mecklenburg-Western Pomerania,Disabled (> 30%),0.12885,70,657,0.10321,0.15448
