"plh0109","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","17-29","(noch) kein Abschluss","66","0.50277668134281","0.417156577418269","0.588396785267351"
"Sehr wichtig","1990","17-29","Hauptschule","484","0.67769550459282","0.642594057670856","0.712796951514784"
"Sehr wichtig","1990","17-29","Realschule","424","0.718688836854928","0.68228365407981","0.755094019630047"
"Sehr wichtig","1990","17-29","(Fach-)Abitur","206","0.624613342789047","0.571559341151391","0.677667344426704"
"Sehr wichtig","1990","17-29","AkademikerIn","53","0.762159494946599","0.660212006496122","0.864106983397075"
"Sehr wichtig","1990","30-45","(noch) kein Abschluss","12","","",""
"Sehr wichtig","1990","30-45","Hauptschule","788","0.697886089527329","0.670589338970958","0.7251828400837"
"Sehr wichtig","1990","30-45","Realschule","362","0.747022178569955","0.707295967360439","0.786748389779472"
"Sehr wichtig","1990","30-45","(Fach-)Abitur","116","0.782777974642315","0.716118689552572","0.849437259732059"
"Sehr wichtig","1990","30-45","AkademikerIn","226","0.691926195783325","0.640940296195902","0.742912095370748"
"Sehr wichtig","1990","46-65","(noch) kein Abschluss","6","","",""
"Sehr wichtig","1990","46-65","Hauptschule","1061","0.654208031182331","0.630590758105976","0.677825304258686"
"Sehr wichtig","1990","46-65","Realschule","198","0.605195285128196","0.55138597884225","0.659004591414142"
"Sehr wichtig","1990","46-65","(Fach-)Abitur","29","","",""
"Sehr wichtig","1990","46-65","AkademikerIn","144","0.667748855604047","0.604194300587344","0.731303410620749"
"Sehr wichtig","1990","66","(noch) kein Abschluss","","","",""
"Sehr wichtig","1990","66","Hauptschule","","","",""
"Sehr wichtig","1990","66","Realschule","","","",""
"Sehr wichtig","1990","66","(Fach-)Abitur","","","",""
"Sehr wichtig","1990","66","AkademikerIn","","","",""
"Wichtig","1990","17-29","(noch) kein Abschluss","48","0.371413687480361","0.288672098775507","0.454155276185215"
"Wichtig","1990","17-29","Hauptschule","147","0.251242265238452","0.218666731054659","0.283817799422244"
"Wichtig","1990","17-29","Realschule","129","0.223084220426682","0.189377175475206","0.256791265378158"
"Wichtig","1990","17-29","(Fach-)Abitur","90","0.287579729309319","0.237986730384723","0.337172728233915"
"Wichtig","1990","17-29","AkademikerIn","10","","",""
"Wichtig","1990","30-45","(noch) kein Abschluss","3","","",""
"Wichtig","1990","30-45","Hauptschule","265","0.262919070761056","0.236749177538004","0.289088963984108"
"Wichtig","1990","30-45","Realschule","87","0.220938166839373","0.183024960669938","0.258851373008808"
"Wichtig","1990","30-45","(Fach-)Abitur","23","","",""
"Wichtig","1990","30-45","AkademikerIn","75","0.253323990813072","0.205295706426803","0.301352275199342"
"Wichtig","1990","46-65","(noch) kein Abschluss","2","","",""
"Wichtig","1990","46-65","Hauptschule","417","0.275870821055816","0.253677347912749","0.298064294198882"
"Wichtig","1990","46-65","Realschule","98","0.306191444781139","0.255453273373662","0.356929616188616"
"Wichtig","1990","46-65","(Fach-)Abitur","14","","",""
"Wichtig","1990","46-65","AkademikerIn","57","0.269861414139605","0.209967884248406","0.329754944030805"
"Wichtig","1990","66","(noch) kein Abschluss","","","",""
"Wichtig","1990","66","Hauptschule","","","",""
"Wichtig","1990","66","Realschule","","","",""
"Wichtig","1990","66","(Fach-)Abitur","","","",""
"Wichtig","1990","66","AkademikerIn","","","",""
"Weniger wichtig","1990","17-29","(noch) kein Abschluss","13","","",""
"Weniger wichtig","1990","17-29","Hauptschule","34","0.0474885168916196","0.0315148748378947","0.0634621589453444"
"Weniger wichtig","1990","17-29","Realschule","27","","",""
"Weniger wichtig","1990","17-29","(Fach-)Abitur","21","","",""
"Weniger wichtig","1990","17-29","AkademikerIn","3","","",""
"Weniger wichtig","1990","30-45","(noch) kein Abschluss","1","","",""
"Weniger wichtig","1990","30-45","Hauptschule","25","","",""
"Weniger wichtig","1990","30-45","Realschule","6","","",""
"Weniger wichtig","1990","30-45","(Fach-)Abitur","8","","",""
"Weniger wichtig","1990","30-45","AkademikerIn","11","","",""
"Weniger wichtig","1990","46-65","(noch) kein Abschluss","","","",""
"Weniger wichtig","1990","46-65","Hauptschule","39","0.0338812399126042","0.0248974565709277","0.0428650232542808"
"Weniger wichtig","1990","46-65","Realschule","12","","",""
"Weniger wichtig","1990","46-65","(Fach-)Abitur","4","","",""
"Weniger wichtig","1990","46-65","AkademikerIn","8","","",""
