year,bula_h,quintil_oecd_hh,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Bavaria,3rd Quintile,No,0.99790,343,343,0.99305,1.00275
2006,Berlin,1st Quintile,No,0.97823,114,114,0.95132,1.00514
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98960,81,81,0.96736,1.01183
2006,Saxony,3rd Quintile,No,0.99097,220,220,0.97844,1.00350
2007,Schleswig-Holstein,1st Quintile,No,0.96353,71,71,0.91962,1.00745
2007,Schleswig-Holstein,3rd Quintile,No,0.97637,79,79,0.94267,1.01008
2007,Lower Saxony,1st Quintile,No,0.99614,143,143,0.98595,1.00634
2007,Lower Saxony,2nd Quintile,No,0.98946,178,178,0.97441,1.00450
2007,Lower Saxony,3rd Quintile,No,0.99385,184,184,0.98253,1.00518
2007,Lower Saxony,4th Quintile,No,0.99633,236,236,0.98860,1.00406
2007,North Rhine-Westphalia,1st Quintile,No,0.97935,394,394,0.96528,0.99341
2007,North Rhine-Westphalia,2nd Quintile,No,0.98938,385,385,0.97912,0.99963
2007,North Rhine-Westphalia,3rd Quintile,No,0.99528,408,408,0.98862,1.00194
2007,North Rhine-Westphalia,4th Quintile,No,0.98998,465,465,0.98092,0.99904
2007,Hesse,1st Quintile,No,0.98417,112,112,0.96095,1.00739
2007,Hesse,4th Quintile,No,0.98498,154,154,0.96571,1.00425
2007,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98972,172,172,0.97460,1.00484
2007,Baden-Wuerttemberg,1st Quintile,No,0.97411,175,175,0.95051,0.99771
2007,Bavaria,1st Quintile,No,0.95787,222,222,0.93139,0.98436
2007,Bavaria,3rd Quintile,No,0.99771,310,310,0.99237,1.00304
2007,Bavaria,4th Quintile,No,0.99554,355,355,0.98860,1.00248
2007,Bavaria,5th Quintile,No,0.99752,471,471,0.99302,1.00202
2007,Berlin,3rd Quintile,No,0.97704,77,77,0.94337,1.01071
2007,Brandenburg,3rd Quintile,No,0.99445,107,107,0.98031,1.00859
2007,Saxony,1st Quintile,No,0.99190,188,188,0.97905,1.00475
2007,Saxony,4th Quintile,No,0.99404,143,143,0.98138,1.00670
2007,Saxony-Anhalt,5th Quintile,No,0.98554,58,58,0.95455,1.01653
2007,Thuringa,2nd Quintile,No,0.99721,128,128,0.98804,1.00638
2008,Schleswig-Holstein,1st Quintile,No,0.95053,68,68,0.89860,1.00245
2008,Schleswig-Holstein,2nd Quintile,No,0.97612,48,48,0.93247,1.01977
2008,Schleswig-Holstein,3rd Quintile,No,0.99021,68,68,0.96663,1.01379
2008,Hamburg,3rd Quintile,No,0.98147,32,32,0.93400,1.02894
2008,Lower Saxony,1st Quintile,No,0.99237,139,139,0.97786,1.00689
2008,Lower Saxony,2nd Quintile,No,0.99012,186,186,0.97588,1.00437
2008,Lower Saxony,3rd Quintile,No,0.98041,174,174,0.95976,1.00106
2008,Lower Saxony,4th Quintile,No,0.98819,206,206,0.97341,1.00298
2008,North Rhine-Westphalia,1st Quintile,No,0.96137,384,384,0.94207,0.98067
2008,North Rhine-Westphalia,2nd Quintile,No,0.98904,349,349,0.97810,0.99998
2008,North Rhine-Westphalia,3rd Quintile,No,0.98578,382,382,0.97389,0.99767
2008,North Rhine-Westphalia,4th Quintile,No,0.99262,422,422,0.98444,1.00079
2008,North Rhine-Westphalia,5th Quintile,No,0.99457,623,623,0.98879,1.00035
2008,Hesse,1st Quintile,No,0.99429,102,102,0.97960,1.00898
2008,Hesse,3rd Quintile,No,0.99348,121,121,0.97908,1.00788
2008,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98746,102,102,0.96575,1.00916
2008,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99155,121,121,0.97518,1.00793
2008,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97874,151,151,0.95566,1.00183
2008,Baden-Wuerttemberg,1st Quintile,No,0.99407,166,166,0.98236,1.00579
2008,Baden-Wuerttemberg,2nd Quintile,No,0.98159,194,194,0.96262,1.00056
2008,Baden-Wuerttemberg,3rd Quintile,No,0.99813,230,230,0.99254,1.00373
2008,Bavaria,1st Quintile,No,0.95215,199,199,0.92242,0.98188
2008,Bavaria,3rd Quintile,No,0.99775,314,314,0.99251,1.00300
2008,Bavaria,4th Quintile,No,0.99141,319,319,0.98127,1.00155
2008,Bavaria,5th Quintile,No,0.99746,448,448,0.99279,1.00213
2008,Berlin,1st Quintile,No,0.98688,100,100,0.96446,1.00929
2008,Berlin,2nd Quintile,No,0.97685,68,68,0.94084,1.01286
2008,Berlin,3rd Quintile,No,0.98347,95,95,0.95769,1.00924
2008,Brandenburg,1st Quintile,No,0.98991,106,106,0.97079,1.00903
2008,Brandenburg,2nd Quintile,No,0.98996,111,111,0.97134,1.00859
2008,Brandenburg,3rd Quintile,No,0.99659,102,102,0.98521,1.00796
2008,Brandenburg,4th Quintile,No,0.98006,76,76,0.94843,1.01170
2008,Mecklenburg-Western Pomerania,3rd Quintile,No,0.98880,56,56,0.96100,1.01661
2008,Saxony,2nd Quintile,No,0.98884,206,206,0.97446,1.00322
2008,Saxony,3rd Quintile,No,0.99805,196,196,0.99185,1.00424
2008,Saxony-Anhalt,5th Quintile,No,0.98666,56,56,0.95635,1.01698
2008,Thuringa,1st Quintile,No,0.98811,113,113,0.96804,1.00818
2008,Thuringa,2nd Quintile,No,0.99666,97,97,0.98513,1.00820
2008,Thuringa,3rd Quintile,No,0.99327,134,134,0.97937,1.00717
2009,Schleswig-Holstein,1st Quintile,No,0.98023,56,56,0.94344,1.01702
2009,Schleswig-Holstein,2nd Quintile,No,0.92856,42,42,0.84973,1.00740
2009,Schleswig-Holstein,4th Quintile,No,0.97009,59,59,0.92625,1.01393
2009,Lower Saxony,1st Quintile,No,0.96203,147,147,0.93103,0.99303
2009,Lower Saxony,2nd Quintile,No,0.99300,156,156,0.97988,1.00613
2009,North Rhine-Westphalia,1st Quintile,No,0.97877,358,358,0.96381,0.99372
2009,North Rhine-Westphalia,2nd Quintile,No,0.98745,349,349,0.97575,0.99915
2009,North Rhine-Westphalia,3rd Quintile,No,0.99067,343,343,0.98048,1.00086
2009,North Rhine-Westphalia,4th Quintile,No,0.98533,410,410,0.97367,0.99698
2009,North Rhine-Westphalia,5th Quintile,No,0.99296,553,553,0.98599,0.99994
2009,Hesse,2nd Quintile,No,0.98075,94,94,0.95282,1.00868
2009,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98054,104,104,0.95386,1.00722
2009,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98686,135,135,0.96757,1.00614
2009,Baden-Wuerttemberg,1st Quintile,No,0.97043,143,143,0.94257,0.99829
2009,Baden-Wuerttemberg,2nd Quintile,No,0.97527,167,167,0.95165,0.99890
2009,Baden-Wuerttemberg,3rd Quintile,No,0.98692,210,210,0.97152,1.00232
2009,Bavaria,1st Quintile,No,0.96496,191,191,0.93881,0.99110
2009,Bavaria,2nd Quintile,No,0.98582,250,250,0.97114,1.00051
2009,Bavaria,4th Quintile,No,0.99872,318,318,0.99479,1.00265
2009,Berlin,1st Quintile,No,0.94191,90,90,0.89332,0.99051
2009,Berlin,2nd Quintile,No,0.97894,85,85,0.94823,1.00964
2009,Berlin,3rd Quintile,No,0.98627,83,83,0.96109,1.01146
2009,Brandenburg,1st Quintile,No,0.98799,104,104,0.96696,1.00903
2009,Brandenburg,2nd Quintile,No,0.97722,92,92,0.94657,1.00788
2009,Mecklenburg-Western Pomerania,1st Quintile,No,0.99687,70,70,0.98369,1.01005
2009,Saxony,1st Quintile,No,0.98106,157,157,0.95967,1.00245
2009,Saxony,2nd Quintile,No,0.96960,200,200,0.94575,0.99345
2009,Saxony,3rd Quintile,No,0.99759,173,173,0.99026,1.00492
2009,Thuringa,1st Quintile,No,0.97200,105,105,0.94030,1.00371
2009,Thuringa,2nd Quintile,No,0.98919,119,119,0.97053,1.00785
2010,Schleswig-Holstein,1st Quintile,No,0.96337,111,111,0.92827,0.99848
2010,Schleswig-Holstein,2nd Quintile,No,0.95211,100,100,0.91005,0.99418
2010,Schleswig-Holstein,3rd Quintile,No,0.99793,75,75,0.98759,1.00828
2010,Schleswig-Holstein,4th Quintile,No,0.95214,85,85,0.90649,0.99779
2010,Hamburg,4th Quintile,No,0.95799,41,41,0.89582,1.02016
2010,Lower Saxony,1st Quintile,No,0.96477,280,280,0.94313,0.98640
2010,Lower Saxony,2nd Quintile,No,0.99127,250,250,0.97972,1.00282
2010,Lower Saxony,3rd Quintile,No,0.99968,230,230,0.99736,1.00200
2010,Lower Saxony,4th Quintile,No,0.98648,244,244,0.97195,1.00100
2010,North Rhine-Westphalia,1st Quintile,No,0.94719,680,680,0.93036,0.96401
2010,North Rhine-Westphalia,2nd Quintile,No,0.96686,517,517,0.95142,0.98231
2010,North Rhine-Westphalia,3rd Quintile,No,0.99913,457,457,0.99643,1.00184
2010,North Rhine-Westphalia,4th Quintile,No,0.98658,515,515,0.97663,0.99653
2010,North Rhine-Westphalia,5th Quintile,No,0.99495,619,619,0.98936,1.00054
2010,Hesse,1st Quintile,No,0.99817,190,190,0.99208,1.00426
2010,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99500,154,154,0.98383,1.00618
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98584,164,164,0.96770,1.00398
2010,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98579,143,143,0.96633,1.00526
2010,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99587,143,143,0.98533,1.00642
2010,Baden-Wuerttemberg,1st Quintile,No,0.96997,276,276,0.94979,0.99014
2010,Baden-Wuerttemberg,2nd Quintile,No,0.97178,287,287,0.95259,0.99097
2010,Baden-Wuerttemberg,3rd Quintile,No,0.99680,316,316,0.99056,1.00304
2010,Bavaria,1st Quintile,No,0.94789,361,361,0.92493,0.97085
2010,Bavaria,2nd Quintile,No,0.95514,428,428,0.93551,0.97478
2010,Bavaria,3rd Quintile,No,0.99206,383,383,0.98315,1.00096
2010,Bavaria,4th Quintile,No,0.99025,376,376,0.98031,1.00020
2010,Bavaria,5th Quintile,No,0.99779,469,469,0.99354,1.00204
2010,Berlin,1st Quintile,No,0.92235,160,160,0.88075,0.96395
2010,Berlin,3rd Quintile,No,0.98260,106,106,0.95760,1.00761
2010,Brandenburg,1st Quintile,No,0.99556,146,146,0.98474,1.00638
2010,Brandenburg,2nd Quintile,No,0.97506,156,156,0.95051,0.99961
2010,Brandenburg,4th Quintile,No,0.96208,76,76,0.91886,1.00531
2010,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99228,82,82,0.97322,1.01134
2010,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99724,74,74,0.98522,1.00927
2010,Mecklenburg-Western Pomerania,4th Quintile,No,0.93515,35,35,0.85237,1.01793
2010,Mecklenburg-Western Pomerania,5th Quintile,No,0.96700,45,45,0.91422,1.01978
2010,Saxony,1st Quintile,No,0.98656,247,247,0.97217,1.00095
2010,Saxony,2nd Quintile,No,0.98491,262,262,0.97012,0.99970
2010,Saxony,4th Quintile,No,0.99410,138,138,0.98127,1.00692
2010,Saxony-Anhalt,1st Quintile,No,0.99685,159,159,0.98811,1.00559
2010,Saxony-Anhalt,3rd Quintile,No,0.99039,94,94,0.97056,1.01022
2010,Saxony-Anhalt,5th Quintile,No,0.97581,50,50,0.93279,1.01883
2010,Thuringa,1st Quintile,No,0.97299,134,134,0.94544,1.00054
2010,Thuringa,2nd Quintile,No,0.99704,149,149,0.98828,1.00579
2010,Thuringa,3rd Quintile,No,0.99888,119,119,0.99285,1.00491
2011,Schleswig-Holstein,1st Quintile,No,0.96646,154,154,0.93793,0.99499
2011,Schleswig-Holstein,2nd Quintile,No,0.92090,130,130,0.87432,0.96747
2011,Schleswig-Holstein,3rd Quintile,No,0.99114,102,102,0.97286,1.00942
2011,Schleswig-Holstein,5th Quintile,No,0.98814,92,92,0.96589,1.01038
2011,Hamburg,1st Quintile,No,0.99291,47,47,0.96867,1.01716
2011,Hamburg,2nd Quintile,No,0.95623,56,56,0.90217,1.01030
2011,Hamburg,4th Quintile,No,0.89764,38,38,0.79996,0.99531
2011,Lower Saxony,1st Quintile,No,0.94836,303,303,0.92341,0.97332
2011,Lower Saxony,2nd Quintile,No,0.99880,282,282,0.99474,1.00285
2011,Lower Saxony,4th Quintile,No,0.99788,293,293,0.99261,1.00315
2011,Lower Saxony,5th Quintile,No,0.99938,303,303,0.99658,1.00218
2011,Bremen,1st Quintile,No,0.96876,41,41,0.91484,1.02267
2011,North Rhine-Westphalia,1st Quintile,No,0.96331,743,743,0.94979,0.97684
2011,North Rhine-Westphalia,2nd Quintile,No,0.97211,604,604,0.95897,0.98525
2011,North Rhine-Westphalia,3rd Quintile,No,0.97809,572,572,0.96608,0.99010
2011,North Rhine-Westphalia,4th Quintile,No,0.97860,605,605,0.96706,0.99014
2011,North Rhine-Westphalia,5th Quintile,No,0.98060,692,692,0.97032,0.99089
2011,Hesse,1st Quintile,No,0.98854,201,201,0.97379,1.00329
2011,Hesse,2nd Quintile,No,0.95510,193,193,0.92580,0.98439
2011,Hesse,3rd Quintile,No,0.99530,210,210,0.98602,1.00457
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99555,203,203,0.98637,1.00473
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98708,204,204,0.97154,1.00261
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.99169,181,181,0.97843,1.00495
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98762,176,176,0.97124,1.00400
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99547,159,159,0.98499,1.00594
2011,Baden-Wuerttemberg,1st Quintile,No,0.95689,308,308,0.93417,0.97961
2011,Baden-Wuerttemberg,2nd Quintile,No,0.99656,350,350,0.99042,1.00270
2011,Baden-Wuerttemberg,3rd Quintile,No,0.99201,378,378,0.98303,1.00100
2011,Baden-Wuerttemberg,4th Quintile,No,0.99088,433,433,0.98191,0.99984
2011,Baden-Wuerttemberg,5th Quintile,No,0.98087,481,481,0.96862,0.99313
2011,Bavaria,1st Quintile,No,0.94349,432,432,0.92169,0.96529
2011,Bavaria,2nd Quintile,No,0.97498,492,492,0.96116,0.98879
2011,Bavaria,3rd Quintile,No,0.99449,502,502,0.98800,1.00097
2011,Bavaria,4th Quintile,No,0.99373,495,495,0.98678,1.00069
2011,Bavaria,5th Quintile,No,0.99813,583,583,0.99462,1.00164
2011,Berlin,1st Quintile,No,0.94731,169,169,0.91353,0.98110
2011,Berlin,2nd Quintile,No,0.99200,111,111,0.97535,1.00865
2011,Berlin,3rd Quintile,No,0.99856,123,123,0.99183,1.00529
2011,Berlin,4th Quintile,No,0.99304,130,130,0.97869,1.00739
2011,Berlin,5th Quintile,No,0.98627,113,113,0.96471,1.00782
2011,Brandenburg,1st Quintile,No,0.98971,194,194,0.97547,1.00395
2011,Brandenburg,2nd Quintile,No,0.98277,158,158,0.96242,1.00313
2011,Brandenburg,3rd Quintile,No,0.96590,139,139,0.93562,0.99618
2011,Brandenburg,4th Quintile,No,0.96036,96,96,0.92112,0.99959
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.96851,123,123,0.93752,0.99950
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.97332,94,94,0.94058,1.00607
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95891,69,69,0.91173,1.00609
2011,Mecklenburg-Western Pomerania,4th Quintile,No,0.93305,48,48,0.86160,1.00451
2011,Mecklenburg-Western Pomerania,5th Quintile,No,0.97882,40,40,0.93364,1.02401
2011,Saxony,1st Quintile,No,0.98956,290,290,0.97784,1.00128
2011,Saxony,2nd Quintile,No,0.98316,269,269,0.96776,0.99857
2011,Saxony,3rd Quintile,No,0.99341,231,231,0.98295,1.00387
2011,Saxony,4th Quintile,No,0.98671,139,139,0.96760,1.00581
2011,Saxony,5th Quintile,No,0.93719,80,80,0.88369,0.99069
2011,Saxony-Anhalt,1st Quintile,No,0.98147,199,199,0.96269,1.00025
2011,Saxony-Anhalt,2nd Quintile,No,0.99353,165,165,0.98127,1.00580
2011,Saxony-Anhalt,3rd Quintile,No,0.96834,124,124,0.93740,0.99928
2011,Saxony-Anhalt,5th Quintile,No,0.96172,65,65,0.91472,1.00873
2011,Thuringa,2nd Quintile,No,0.98612,170,170,0.96849,1.00376
2011,Thuringa,3rd Quintile,No,0.99925,139,139,0.99470,1.00381
2011,Thuringa,4th Quintile,No,0.99476,92,92,0.97993,1.00959
2011,Thuringa,5th Quintile,No,0.99532,49,49,0.97600,1.01463
2012,Schleswig-Holstein,1st Quintile,No,0.96779,161,161,0.94043,0.99515
2012,Schleswig-Holstein,2nd Quintile,No,0.92068,130,130,0.87404,0.96731
2012,Schleswig-Holstein,4th Quintile,No,0.99829,116,116,0.99075,1.00584
2012,Hamburg,1st Quintile,No,0.92036,55,55,0.84815,0.99257
2012,Hamburg,2nd Quintile,No,0.97115,52,52,0.92522,1.01709
2012,Hamburg,3rd Quintile,No,0.99220,44,44,0.96590,1.01850
2012,Lower Saxony,1st Quintile,No,0.96063,289,289,0.93817,0.98309
2012,Lower Saxony,2nd Quintile,No,0.97948,300,300,0.96341,0.99555
2012,Lower Saxony,3rd Quintile,No,0.99884,287,287,0.99489,1.00279
2012,Lower Saxony,4th Quintile,No,0.98808,276,276,0.97526,1.00091
2012,Lower Saxony,5th Quintile,No,0.98375,287,287,0.96910,0.99840
2012,Bremen,1st Quintile,No,0.96264,32,32,0.89589,1.02940
2012,North Rhine-Westphalia,1st Quintile,No,0.96533,715,715,0.95191,0.97875
2012,North Rhine-Westphalia,2nd Quintile,No,0.96630,585,585,0.95167,0.98094
2012,North Rhine-Westphalia,3rd Quintile,No,0.97948,563,563,0.96776,0.99120
2012,North Rhine-Westphalia,4th Quintile,No,0.99177,571,571,0.98435,0.99918
2012,North Rhine-Westphalia,5th Quintile,No,0.97472,677,677,0.96288,0.98655
2012,Hesse,1st Quintile,No,0.92702,192,192,0.89014,0.96391
2012,Hesse,2nd Quintile,No,0.98751,217,217,0.97269,1.00232
2012,Hesse,3rd Quintile,No,0.99018,207,207,0.97672,1.00365
2012,Hesse,4th Quintile,No,0.98990,199,199,0.97597,1.00383
2012,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.97957,188,188,0.95929,0.99985
2012,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98101,199,199,0.96199,1.00002
2012,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98479,186,186,0.96715,1.00243
2012,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99638,165,165,0.98718,1.00557
2012,Baden-Wuerttemberg,1st Quintile,No,0.96992,276,276,0.94973,0.99011
2012,Baden-Wuerttemberg,2nd Quintile,No,0.99665,350,350,0.99059,1.00271
2012,Baden-Wuerttemberg,3rd Quintile,No,0.98445,367,367,0.97178,0.99713
2012,Baden-Wuerttemberg,4th Quintile,No,0.99466,398,398,0.98750,1.00183
2012,Baden-Wuerttemberg,5th Quintile,No,0.99223,453,453,0.98414,1.00033
2012,Bavaria,1st Quintile,No,0.96770,437,437,0.95111,0.98430
2012,Bavaria,2nd Quintile,No,0.97642,476,476,0.96277,0.99006
2012,Bavaria,3rd Quintile,No,0.99598,490,490,0.99037,1.00159
2012,Bavaria,4th Quintile,No,0.98772,515,515,0.97820,0.99724
2012,Bavaria,5th Quintile,No,0.99787,546,546,0.99400,1.00174
2012,Berlin,1st Quintile,No,0.92761,167,167,0.88819,0.96703
2012,Berlin,2nd Quintile,No,0.96751,143,143,0.93835,0.99667
2012,Berlin,3rd Quintile,No,0.97977,120,120,0.95447,1.00506
2012,Berlin,4th Quintile,No,0.97378,118,118,0.94482,1.00273
2012,Berlin,5th Quintile,No,0.94120,117,117,0.89839,0.98401
2012,Brandenburg,1st Quintile,No,0.98724,173,173,0.97046,1.00401
2012,Brandenburg,2nd Quintile,No,0.97006,141,141,0.94184,0.99829
2012,Brandenburg,3rd Quintile,No,0.98636,131,131,0.96642,1.00630
2012,Brandenburg,4th Quintile,No,0.98756,113,113,0.96703,1.00809
2012,Brandenburg,5th Quintile,No,0.98972,86,86,0.96828,1.01116
2012,Mecklenburg-Western Pomerania,1st Quintile,No,0.97624,125,125,0.94944,1.00305
2012,Mecklenburg-Western Pomerania,2nd Quintile,No,0.95668,82,82,0.91234,1.00101
2012,Mecklenburg-Western Pomerania,3rd Quintile,No,0.93727,77,77,0.88275,0.99178
2012,Mecklenburg-Western Pomerania,4th Quintile,No,0.91679,47,47,0.83698,0.99661
2012,Mecklenburg-Western Pomerania,5th Quintile,No,0.97126,44,44,0.92132,1.02120
2012,Saxony,1st Quintile,No,0.99759,280,280,0.99183,1.00334
2012,Saxony,2nd Quintile,No,0.94595,240,240,0.91728,0.97462
2012,Saxony,3rd Quintile,No,0.97963,250,250,0.96208,0.99717
2012,Saxony,4th Quintile,No,0.98108,146,146,0.95891,1.00326
2012,Saxony,5th Quintile,No,0.96494,96,96,0.92795,1.00193
2012,Saxony-Anhalt,1st Quintile,No,0.98815,184,184,0.97248,1.00383
2012,Saxony-Anhalt,2nd Quintile,No,0.98803,126,126,0.96896,1.00709
2012,Saxony-Anhalt,3rd Quintile,No,0.99068,111,111,0.97273,1.00864
2012,Saxony-Anhalt,4th Quintile,No,0.98019,102,102,0.95301,1.00737
2012,Thuringa,1st Quintile,No,0.99508,172,172,0.98460,1.00557
2012,Thuringa,2nd Quintile,No,0.98960,119,119,0.97130,1.00791
2012,Thuringa,3rd Quintile,No,0.98435,155,155,0.96475,1.00395
2012,Thuringa,4th Quintile,No,0.99553,94,94,0.98198,1.00909
2013,Schleswig-Holstein,1st Quintile,No,0.91942,188,188,0.88041,0.95843
2013,Schleswig-Holstein,2nd Quintile,No,0.96868,130,130,0.93862,0.99874
2013,Schleswig-Holstein,3rd Quintile,No,0.97683,116,116,0.94933,1.00433
2013,Schleswig-Holstein,4th Quintile,No,0.99813,114,114,0.99018,1.00609
2013,Hamburg,1st Quintile,No,0.98282,70,70,0.95216,1.01348
2013,Hamburg,2nd Quintile,No,0.98513,75,75,0.95756,1.01271
2013,Hamburg,3rd Quintile,No,0.93428,64,64,0.87309,0.99547
2013,Hamburg,4th Quintile,No,0.97807,59,59,0.94038,1.01576
2013,Hamburg,5th Quintile,No,0.98767,55,55,0.95824,1.01710
2013,Lower Saxony,1st Quintile,No,0.95125,359,359,0.92894,0.97355
2013,Lower Saxony,2nd Quintile,No,0.98237,328,328,0.96810,0.99663
2013,Lower Saxony,3rd Quintile,No,0.97907,275,275,0.96213,0.99602
2013,Lower Saxony,4th Quintile,No,0.99134,306,306,0.98094,1.00174
2013,Lower Saxony,5th Quintile,No,0.98870,306,306,0.97684,1.00056
2013,Bremen,1st Quintile,No,0.98055,48,48,0.94106,1.02003
2013,North Rhine-Westphalia,1st Quintile,No,0.98950,917,917,0.98290,0.99610
2013,North Rhine-Westphalia,2nd Quintile,No,0.95941,704,704,0.94483,0.97400
2013,North Rhine-Westphalia,3rd Quintile,No,0.99873,616,616,0.99591,1.00154
2013,North Rhine-Westphalia,4th Quintile,No,0.98490,603,603,0.97515,0.99464
2013,North Rhine-Westphalia,5th Quintile,No,0.98627,730,730,0.97783,0.99472
2013,Hesse,1st Quintile,No,0.91325,265,265,0.87930,0.94720
2013,Hesse,2nd Quintile,No,0.97636,240,240,0.95711,0.99562
2013,Hesse,3rd Quintile,No,0.98633,236,236,0.97149,1.00118
2013,Hesse,4th Quintile,No,0.99433,197,197,0.98382,1.00484
2013,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.97527,234,234,0.95532,0.99521
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.99249,210,210,0.98078,1.00419
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98858,204,204,0.97396,1.00320
2013,Baden-Wuerttemberg,1st Quintile,No,0.97054,347,347,0.95273,0.98836
2013,Baden-Wuerttemberg,2nd Quintile,No,0.98061,402,402,0.96712,0.99411
2013,Baden-Wuerttemberg,3rd Quintile,No,0.98371,417,417,0.97154,0.99587
2013,Baden-Wuerttemberg,4th Quintile,No,0.99521,449,449,0.98882,1.00160
2013,Bavaria,1st Quintile,No,0.97247,495,495,0.95804,0.98690
2013,Bavaria,2nd Quintile,No,0.98202,591,591,0.97130,0.99274
2013,Bavaria,3rd Quintile,No,0.98697,555,555,0.97753,0.99641
2013,Bavaria,4th Quintile,No,0.99176,535,535,0.98410,0.99943
2013,Bavaria,5th Quintile,No,0.99668,581,581,0.99200,1.00136
2013,Berlin,1st Quintile,No,0.94498,205,205,0.91369,0.97627
2013,Berlin,2nd Quintile,No,0.93780,150,150,0.89901,0.97658
2013,Berlin,3rd Quintile,No,0.93226,133,133,0.88939,0.97513
2013,Berlin,4th Quintile,No,0.99233,134,134,0.97751,1.00716
