year,quintil_oecd_hh,sampreg,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,4th Quintile,East,No,0.98508,459,459,0.97397,0.99618
2010,5th Quintile,West,No,0.99808,2394,2394,0.99633,0.99983
2010,5th Quintile,East,No,0.99100,313,313,0.98053,1.00148
2011,1st Quintile,West,Yes,0.03637,46,2578,0.02914,0.04360
2011,1st Quintile,West,No,0.96363,2532,2578,0.95640,0.97086
2011,1st Quintile,East,No,0.97883,1056,1056,0.97015,0.98752
2011,2nd Quintile,West,Yes,0.02523,36,2421,0.01898,0.03148
2011,2nd Quintile,West,No,0.97477,2385,2421,0.96852,0.98102
2011,2nd Quintile,East,No,0.98496,919,919,0.97708,0.99283
2011,3rd Quintile,West,No,0.99067,2372,2372,0.98680,0.99454
2011,3rd Quintile,East,No,0.98316,763,763,0.97403,0.99230
2011,4th Quintile,West,No,0.98707,2464,2464,0.98261,0.99153
2011,4th Quintile,East,No,0.97866,508,508,0.96608,0.99124
2011,5th Quintile,West,No,0.99003,2762,2762,0.98632,0.99373
2011,5th Quintile,East,No,0.97375,339,339,0.95670,0.99079
2012,1st Quintile,West,Yes,0.03832,56,2499,0.03079,0.04585
2012,1st Quintile,West,No,0.96168,2443,2499,0.95415,0.96921
2012,1st Quintile,East,No,0.98149,1003,1003,0.97315,0.98984
2012,2nd Quintile,West,Yes,0.02528,45,2451,0.01907,0.03150
2012,2nd Quintile,West,No,0.97472,2406,2451,0.96850,0.98093
2012,2nd Quintile,East,No,0.96812,781,781,0.95579,0.98045
2012,3rd Quintile,West,No,0.98654,2324,2324,0.98185,0.99123
2012,3rd Quintile,East,No,0.97871,771,771,0.96851,0.98890
2012,4th Quintile,West,No,0.99091,2378,2378,0.98709,0.99472
2012,4th Quintile,East,No,0.97952,552,552,0.96770,0.99135
2012,5th Quintile,West,No,0.98835,2652,2652,0.98427,0.99244
2012,5th Quintile,East,No,0.97608,427,427,0.96157,0.99059
2013,1st Quintile,West,Yes,0.03284,63,3117,0.02659,0.03910
2013,1st Quintile,West,No,0.96716,3054,3117,0.96090,0.97341
2013,1st Quintile,East,No,0.97528,1027,1027,0.96578,0.98478
2013,2nd Quintile,West,Yes,0.02694,55,2860,0.02100,0.03287
2013,2nd Quintile,West,No,0.97306,2805,2860,0.96713,0.97900
2013,2nd Quintile,East,No,0.96959,911,911,0.95843,0.98075
2013,3rd Quintile,West,No,0.98483,2572,2572,0.98011,0.98956
2013,3rd Quintile,East,No,0.97188,705,705,0.95967,0.98410
2013,4th Quintile,West,No,0.99173,2529,2529,0.98819,0.99526
2013,4th Quintile,East,No,0.97268,495,495,0.95831,0.98706
2013,5th Quintile,West,No,0.99411,2828,2828,0.99129,0.99693
2013,5th Quintile,East,No,0.97245,345,345,0.95515,0.98974
2014,1st Quintile,West,Yes,0.03803,79,2541,0.03059,0.04546
2014,1st Quintile,West,No,0.96197,2462,2541,0.95454,0.96941
2014,1st Quintile,East,No,0.97786,871,871,0.96808,0.98763
2014,2nd Quintile,West,Yes,0.02813,49,2430,0.02156,0.03471
2014,2nd Quintile,West,No,0.97187,2381,2430,0.96529,0.97844
2014,2nd Quintile,East,No,0.97730,842,842,0.96724,0.98737
2014,3rd Quintile,West,No,0.99004,2332,2332,0.98601,0.99407
2014,3rd Quintile,East,No,0.98010,713,713,0.96984,0.99036
2014,4th Quintile,West,No,0.99182,2354,2354,0.98817,0.99546
2014,4th Quintile,East,No,0.96375,507,507,0.94746,0.98003
2014,5th Quintile,West,No,0.99466,2616,2616,0.99187,0.99746
2014,5th Quintile,East,No,0.97856,358,358,0.96354,0.99359
2015,1st Quintile,West,Yes,0.03862,68,2624,0.03125,0.04599
2015,1st Quintile,West,No,0.96138,2556,2624,0.95401,0.96875
2015,1st Quintile,East,No,0.94502,825,825,0.92946,0.96059
2015,2nd Quintile,West,Yes,0.02745,55,2394,0.02091,0.03400
2015,2nd Quintile,West,No,0.97255,2339,2394,0.96600,0.97909
2015,2nd Quintile,East,No,0.98022,884,884,0.97104,0.98940
2015,3rd Quintile,West,No,0.98587,2289,2289,0.98104,0.99071
2015,3rd Quintile,East,No,0.98739,617,617,0.97858,0.99620
2015,4th Quintile,West,No,0.99730,2270,2270,0.99517,0.99944
2015,4th Quintile,East,No,0.98152,463,463,0.96924,0.99380
2015,5th Quintile,West,No,0.99816,2568,2568,0.99651,0.99982
2015,5th Quintile,East,No,0.98268,332,332,0.96863,0.99674
2016,1st Quintile,West,Yes,0.04234,75,2260,0.03403,0.05064
2016,1st Quintile,West,No,0.95766,2185,2260,0.94936,0.96597
2016,1st Quintile,East,No,0.96763,788,788,0.95526,0.97999
2016,2nd Quintile,West,Yes,0.03000,48,2214,0.02290,0.03711
2016,2nd Quintile,West,No,0.97000,2166,2214,0.96289,0.97710
2016,2nd Quintile,East,No,0.96630,770,770,0.95354,0.97905
2016,3rd Quintile,West,No,0.98996,2018,2018,0.98561,0.99431
2016,3rd Quintile,East,No,0.97311,645,645,0.96062,0.98561
2016,4th Quintile,West,No,0.99467,2163,2163,0.99160,0.99774
2016,4th Quintile,East,No,0.98674,437,437,0.97600,0.99748
2016,5th Quintile,West,No,0.99785,2382,2382,0.99599,0.99971
2016,5th Quintile,East,No,0.99294,321,321,0.98377,1.00211
2017,1st Quintile,West,Yes,0.05183,88,3679,0.04467,0.05900
2017,1st Quintile,West,No,0.94817,3591,3679,0.94100,0.95533
2017,1st Quintile,East,No,0.95500,1108,1108,0.94278,0.96721
2017,2nd Quintile,West,Yes,0.03033,58,2385,0.02344,0.03721
2017,2nd Quintile,West,No,0.96967,2327,2385,0.96279,0.97656
2017,2nd Quintile,East,No,0.97755,909,909,0.96792,0.98719
2017,3rd Quintile,West,No,0.99422,2342,2342,0.99114,0.99729
2017,3rd Quintile,East,No,0.98533,705,705,0.97644,0.99421
2017,4th Quintile,West,No,0.99369,2464,2464,0.99056,0.99682
2017,4th Quintile,East,No,0.98794,513,513,0.97849,0.99740
2017,5th Quintile,West,No,0.99729,2675,2675,0.99532,0.99926
2017,5th Quintile,East,No,0.99709,374,374,0.99162,1.00256
2018,1st Quintile,West,Yes,0.06043,120,4084,0.05312,0.06774
2018,1st Quintile,West,No,0.93957,3964,4084,0.93226,0.94688
2018,1st Quintile,East,No,0.96227,1214,1214,0.95155,0.97300
2018,2nd Quintile,West,Yes,0.02250,51,2468,0.01665,0.02836
2018,2nd Quintile,West,No,0.97750,2417,2468,0.97164,0.98335
2018,2nd Quintile,East,No,0.98026,936,936,0.97135,0.98918
2018,3rd Quintile,West,No,0.98775,2260,2260,0.98322,0.99229
2018,3rd Quintile,East,No,0.99458,673,673,0.98903,1.00013
2018,4th Quintile,West,No,0.99278,2369,2369,0.98937,0.99619
2018,4th Quintile,East,No,0.99721,489,489,0.99252,1.00189
2018,5th Quintile,West,No,0.99714,2622,2622,0.99509,0.99918
2018,5th Quintile,East,No,0.99557,358,358,0.98867,1.00246
2019,1st Quintile,West,Yes,0.06630,125,3900,0.05849,0.07411
2019,1st Quintile,West,No,0.93370,3775,3900,0.92589,0.94151
2019,1st Quintile,East,No,0.95575,1069,1069,0.94342,0.96809
2019,2nd Quintile,West,Yes,0.01925,38,2274,0.01360,0.02490
2019,2nd Quintile,West,No,0.98075,2236,2274,0.97510,0.98640
2019,2nd Quintile,East,No,0.98109,828,828,0.97180,0.99037
2019,3rd Quintile,West,No,0.98429,2152,2152,0.97904,0.98955
2019,3rd Quintile,East,No,0.97124,678,678,0.95865,0.98383
2019,4th Quintile,West,No,0.99229,2337,2337,0.98874,0.99584
2019,4th Quintile,East,No,0.98627,535,535,0.97640,0.99614
2019,5th Quintile,West,No,0.99657,3615,3615,0.99467,0.99848
2019,5th Quintile,East,No,0.99984,693,693,0.99888,1.00079
2020,1st Quintile,West,Yes,0.07413,121,4875,0.06678,0.08149
2020,1st Quintile,West,No,0.92587,4754,4875,0.91851,0.93322
2020,1st Quintile,East,No,0.95999,1125,1125,0.94853,0.97145
2020,2nd Quintile,West,Yes,0.02043,43,2581,0.01497,0.02589
2020,2nd Quintile,West,No,0.97957,2538,2581,0.97411,0.98503
2020,2nd Quintile,East,No,0.97125,858,858,0.96006,0.98244
2020,3rd Quintile,West,No,0.98980,2175,2175,0.98557,0.99402
2020,3rd Quintile,East,No,0.98957,648,648,0.98175,0.99740
2020,4th Quintile,West,No,0.99666,2304,2304,0.99430,0.99902
2020,4th Quintile,East,No,0.99371,506,506,0.98682,1.00061
2020,5th Quintile,West,No,0.99716,3112,3112,0.99529,0.99903
2020,5th Quintile,East,No,0.99991,581,581,0.99913,1.00068
2021,1st Quintile,West,Yes,0.05038,69,2521,0.04184,0.05892
2021,1st Quintile,West,No,0.94962,2452,2521,0.94108,0.95816
2021,1st Quintile,East,No,0.99132,669,669,0.98429,0.99836
2021,2nd Quintile,West,Yes,0.02285,34,1765,0.01587,0.02982
2021,2nd Quintile,West,No,0.97715,1731,1765,0.97018,0.98413
2021,2nd Quintile,East,No,0.98500,579,579,0.97509,0.99491
2021,3rd Quintile,West,No,0.98281,1556,1556,0.97634,0.98927
2021,3rd Quintile,East,No,0.99112,476,476,0.98268,0.99956
2021,4th Quintile,West,No,0.98722,1667,1667,0.98183,0.99262
2021,4th Quintile,East,No,0.98093,386,386,0.96727,0.99460
2021,5th Quintile,West,No,0.99659,2284,2284,0.99420,0.99898
2021,5th Quintile,East,No,0.97768,412,412,0.96339,0.99196
2022,1st Quintile,West,Yes,0.04358,81,3957,0.03722,0.04995
2022,1st Quintile,West,No,0.95642,3876,3957,0.95005,0.96278
2022,1st Quintile,East,No,0.97457,1200,1200,0.96566,0.98348
2022,2nd Quintile,West,Yes,0.02838,61,3112,0.02255,0.03422
2022,2nd Quintile,West,No,0.97162,3051,3112,0.96578,0.97745
2022,2nd Quintile,East,No,0.98556,1004,1004,0.97818,0.99294
2022,3rd Quintile,West,Yes,0.02115,43,2635,0.01565,0.02664
2022,3rd Quintile,West,No,0.97885,2592,2635,0.97336,0.98435
2022,3rd Quintile,East,No,0.98162,812,812,0.97237,0.99086
2022,4th Quintile,West,No,0.99123,2744,2744,0.98774,0.99472
2022,4th Quintile,East,No,0.97531,635,635,0.96323,0.98739
2022,5th Quintile,West,No,0.99163,3197,3197,0.98847,0.99479
2022,5th Quintile,East,No,0.98988,568,568,0.98164,0.99812
