,Unnamed: 0,year,bula_h,rentown,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
78,78,2007,Berlin,Owner,No,1.0,91,11411,0.84605,1.16013
79,79,2007,Berlin,Tenant,No,1.0,372,11411,0.93675,1.05619
80,80,2007,Brandenburg,Owner,No,1.0,192,11411,0.87285,1.11683
81,81,2007,Brandenburg,Tenant,No,1.0,297,11411,0.92086,1.07905
82,82,2007,Mecklenburg-Western Pomerania,Owner,No,1.0,128,11411,0.87294,1.13599
83,83,2007,Mecklenburg-Western Pomerania,Tenant,No,1.0,154,11411,0.89399,1.10746
84,84,2007,Saxony,Owner,No,1.0,325,11411,0.91429,1.08847
85,85,2007,Saxony,Tenant,No,1.0,507,11411,0.94772,1.06404
86,86,2007,Saxony-Anhalt,Owner,No,1.0,215,11411,0.89706,1.13123
87,87,2007,Saxony-Anhalt,Tenant,No,1.0,249,11411,0.90733,1.07599
88,88,2007,Thuringa,Owner,No,1.0,248,11411,0.88528,1.12187
89,89,2007,Thuringa,Tenant,No,1.0,240,11411,0.91325,1.08311
90,90,2008,Schleswig-Holstein,Owner,No,1.0,177,10756,0.90205,1.10852
91,91,2008,Schleswig-Holstein,Tenant,No,1.0,147,10756,0.89941,1.0843
92,92,2008,Hamburg,Owner,No,1.0,46,10756,0.73964,1.30777
93,93,2008,Hamburg,Tenant,No,1.0,138,10756,0.90023,1.1217
94,94,2008,Lower Saxony,Owner,No,1.0,583,10756,0.93259,1.06121
95,95,2008,Lower Saxony,Tenant,No,1.0,376,10756,0.94311,1.06636
96,96,2008,Bremen,Owner,No,1.0,35,10756,0.77514,1.25834
97,97,2008,Bremen,Tenant,No,1.0,47,10756,0.79801,1.19011
98,98,2008,North Rhine-Westphalia,Owner,No,1.0,1050,10756,0.95058,1.04602
99,99,2008,North Rhine-Westphalia,Tenant,No,1.0,1111,10756,0.95583,1.04027
100,100,2008,Hesse,Owner,No,1.0,380,10756,0.91524,1.08069
101,101,2008,Hesse,Tenant,No,1.0,353,10756,0.92412,1.07298
102,102,2008,"Rhineland-Palatinate, Saarland",Owner,No,1.0,355,10756,0.92441,1.08749
103,103,2008,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,261,10756,0.91559,1.10014
104,104,2008,Baden-Wuerttemberg,Owner,No,1.0,710,10756,0.93486,1.0609
105,105,2008,Baden-Wuerttemberg,Tenant,No,1.0,571,10756,0.94118,1.06644
106,106,2008,Bavaria,Owner,No,1.0,870,10756,0.94804,1.0515
107,107,2008,Bavaria,Tenant,No,1.0,657,10756,0.94558,1.05161
108,108,2008,Berlin,Owner,No,1.0,89,10756,0.83606,1.17809
109,109,2008,Berlin,Tenant,No,1.0,357,10756,0.93922,1.07307
110,110,2008,Brandenburg,Owner,No,1.0,194,10756,0.88271,1.13685
111,111,2008,Brandenburg,Tenant,No,1.0,271,10756,0.90947,1.07874
112,112,2008,Mecklenburg-Western Pomerania,Owner,No,1.0,127,10756,0.85695,1.14103
113,113,2008,Mecklenburg-Western Pomerania,Tenant,No,1.0,148,10756,0.88794,1.11823
114,114,2008,Saxony,Owner,No,1.0,309,10756,0.89668,1.0935
115,115,2008,Saxony,Tenant,No,1.0,488,10756,0.92725,1.06818
116,116,2008,Saxony-Anhalt,Owner,No,1.0,204,10756,0.88395,1.12338
117,117,2008,Saxony-Anhalt,Tenant,No,1.0,232,10756,0.8727,1.11303
118,118,2008,Thuringa,Owner,No,1.0,238,10756,0.89295,1.14033
119,119,2008,Thuringa,Tenant,No,1.0,232,10756,0.91764,1.0862
120,120,2009,Schleswig-Holstein,Owner,No,1.0,166,10110,0.87411,1.13402
121,121,2009,Schleswig-Holstein,Tenant,No,1.0,132,10110,0.88927,1.10721
122,122,2009,Hamburg,Owner,No,1.0,46,10110,0.74208,1.25841
123,123,2009,Hamburg,Tenant,No,1.0,130,10110,0.88356,1.12078
124,124,2009,Lower Saxony,Owner,No,1.0,538,10110,0.93066,1.07341
125,125,2009,Lower Saxony,Tenant,No,1.0,372,10110,0.92602,1.07549
126,126,2009,Bremen,Owner,No,1.0,33,10110,0.71557,1.26908
127,127,2009,Bremen,Tenant,No,1.0,41,10110,0.78596,1.23574
128,128,2009,North Rhine-Westphalia,Owner,No,1.0,979,10110,0.9405,1.06094
129,129,2009,North Rhine-Westphalia,Tenant,No,1.0,1035,10110,0.95379,1.04553
130,130,2009,Hesse,Owner,No,1.0,355,10110,0.90783,1.08886
131,131,2009,Hesse,Tenant,No,1.0,342,10110,0.92605,1.0736
132,132,2009,"Rhineland-Palatinate, Saarland",Owner,No,1.0,336,10110,0.89646,1.06756
133,133,2009,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,243,10110,0.89627,1.11699
134,134,2009,Baden-Wuerttemberg,Owner,No,1.0,644,10110,0.93288,1.07445
135,135,2009,Baden-Wuerttemberg,Tenant,No,1.0,500,10110,0.9281,1.07621
136,136,2009,Bavaria,Owner,No,1.0,814,10110,0.94171,1.0569
137,137,2009,Bavaria,Tenant,No,1.0,630,10110,0.93492,1.06848
138,138,2009,Berlin,Owner,No,1.0,91,10110,0.83223,1.18763
139,139,2009,Berlin,Tenant,No,1.0,342,10110,0.91888,1.06379
140,140,2009,Brandenburg,Owner,No,1.0,191,10110,0.87023,1.15944
141,141,2009,Brandenburg,Tenant,No,1.0,256,10110,0.89601,1.09759
142,142,2009,Mecklenburg-Western Pomerania,Owner,No,1.0,129,10110,0.86116,1.14366
143,143,2009,Mecklenburg-Western Pomerania,Tenant,No,1.0,141,10110,0.88288,1.13797
144,144,2009,Saxony,Owner,No,1.0,297,10110,0.89688,1.12675
145,145,2009,Saxony,Tenant,No,1.0,455,10110,0.92037,1.09526
146,146,2009,Saxony-Anhalt,Owner,No,1.0,204,10110,0.86434,1.14005
147,147,2009,Saxony-Anhalt,Tenant,No,1.0,220,10110,0.86954,1.12785
148,148,2009,Thuringa,Owner,No,1.0,230,10110,0.85014,1.15033
149,149,2009,Thuringa,Tenant,No,1.0,218,10110,0.90092,1.10135
150,150,2010,Schleswig-Holstein,Owner,No,1.0,216,13676,0.85088,1.14957
151,151,2010,Schleswig-Holstein,Tenant,No,1.0,228,13676,0.84656,1.15262
152,152,2010,Hamburg,Owner,No,1.0,60,13676,0.72798,1.32119
153,153,2010,Hamburg,Tenant,No,1.0,183,13676,0.85078,1.14136
154,154,2010,Lower Saxony,Owner,No,1.0,658,13676,0.9271,1.08479
155,155,2010,Lower Saxony,Tenant,No,1.0,591,13676,0.91935,1.09916
156,156,2010,Bremen,Owner,No,1.0,40,13676,0.69512,1.35097
157,157,2010,Bremen,Tenant,No,1.0,63,13676,0.71658,1.21071
158,158,2010,North Rhine-Westphalia,Owner,No,1.0,1227,13676,0.94265,1.04106
159,159,2010,North Rhine-Westphalia,Tenant,No,1.0,1561,13676,0.94247,1.06227
160,160,2010,Hesse,Owner,No,1.0,431,13676,0.89967,1.1045
161,161,2010,Hesse,Tenant,No,1.0,533,13676,0.89035,1.10147
162,162,2010,"Rhineland-Palatinate, Saarland",Owner,No,1.0,439,13676,0.89971,1.0925
163,163,2010,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,332,13676,0.88352,1.13926
164,164,2010,Baden-Wuerttemberg,Owner,No,1.0,848,13676,0.91435,1.07192
165,165,2010,Baden-Wuerttemberg,Tenant,No,1.0,767,13676,0.89939,1.08408
166,166,2010,Bavaria,Owner,No,1.0,1077,13676,0.93043,1.07859
167,167,2010,Bavaria,Tenant,No,1.0,940,13676,0.91834,1.07812
168,168,2010,Berlin,Owner,No,1.0,105,13676,0.80716,1.19756
169,169,2010,Berlin,Tenant,No,1.0,482,13676,0.92409,1.10923
170,170,2010,Brandenburg,Owner,No,1.0,228,13676,0.87858,1.16603
171,171,2010,Brandenburg,Tenant,No,1.0,328,13676,0.87868,1.12557
172,172,2010,Mecklenburg-Western Pomerania,Owner,No,1.0,134,13676,0.81115,1.19679
173,173,2010,Mecklenburg-Western Pomerania,Tenant,No,1.0,214,13676,0.84408,1.15003
174,174,2010,Saxony,Owner,No,1.0,337,13676,0.89032,1.11178
175,175,2010,Saxony,Tenant,No,1.0,591,13676,0.91346,1.08807
176,176,2010,Saxony-Anhalt,Owner,No,1.0,241,13676,0.87989,1.1477
177,177,2010,Saxony-Anhalt,Tenant,No,1.0,289,13676,0.87255,1.11091
178,178,2010,Thuringa,Owner,No,1.0,259,13676,0.86478,1.15396
179,179,2010,Thuringa,Tenant,No,1.0,274,13676,0.8541,1.1151
180,180,2011,Schleswig-Holstein,Owner,No,1.0,272,16102,0.88266,1.15319
181,181,2011,Schleswig-Holstein,Tenant,No,1.0,313,16102,0.86168,1.11426
182,182,2011,Hamburg,Owner,No,1.0,65,16102,0.76441,1.22302
183,183,2011,Hamburg,Tenant,No,1.0,194,16102,0.87414,1.14135
184,184,2011,Lower Saxony,Owner,No,1.0,837,16102,0.93933,1.0705
185,185,2011,Lower Saxony,Tenant,No,1.0,644,16102,0.92466,1.0837
186,186,2011,Bremen,Owner,No,1.0,39,16102,0.69819,1.36085
187,187,2011,Bremen,Tenant,No,1.0,77,16102,0.79458,1.22831
188,188,2011,North Rhine-Westphalia,Owner,No,1.0,1430,16102,0.9556,1.05592
189,189,2011,North Rhine-Westphalia,Tenant,No,1.0,1787,16102,0.95148,1.04477
190,190,2011,Hesse,Owner,No,1.0,535,16102,0.91723,1.09102
191,191,2011,Hesse,Tenant,No,1.0,582,16102,0.91149,1.08826
192,192,2011,"Rhineland-Palatinate, Saarland",Owner,No,1.0,525,16102,0.91667,1.08739
193,193,2011,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,398,16102,0.89171,1.09205
194,194,2011,Baden-Wuerttemberg,Owner,No,1.0,1061,16102,0.94145,1.05979
195,195,2011,Baden-Wuerttemberg,Tenant,No,1.0,889,16102,0.91692,1.05841
196,196,2011,Bavaria,Owner,No,1.0,1316,16102,0.94563,1.05366
197,197,2011,Bavaria,Tenant,No,1.0,1189,16102,0.93589,1.07432
198,198,2011,Berlin,Owner,No,1.0,119,16102,0.84167,1.17837
199,199,2011,Berlin,Tenant,No,1.0,527,16102,0.91605,1.08642
200,200,2011,Brandenburg,Owner,No,1.0,279,16102,0.889,1.117
201,201,2011,Brandenburg,Tenant,No,1.0,376,16102,0.88508,1.10367
202,202,2011,Mecklenburg-Western Pomerania,Owner,No,1.0,136,16102,0.8362,1.17322
203,203,2011,Mecklenburg-Western Pomerania,Tenant,No,1.0,238,16102,0.88315,1.11605
204,204,2011,Saxony,Owner,No,1.0,357,16102,0.88897,1.10748
205,205,2011,Saxony,Tenant,No,1.0,652,16102,0.92816,1.07281
206,206,2011,Saxony-Anhalt,Owner,No,1.0,266,16102,0.89333,1.1191
207,207,2011,Saxony-Anhalt,Tenant,No,1.0,368,16102,0.89618,1.11488
208,208,2011,Thuringa,Owner,No,1.0,279,16102,0.87934,1.15566
209,209,2011,Thuringa,Tenant,No,1.0,352,16102,0.88774,1.09639
210,210,2012,Schleswig-Holstein,Owner,No,1.0,282,15774,0.8864,1.14366
211,211,2012,Schleswig-Holstein,Tenant,No,1.0,302,15774,0.8852,1.09954
212,212,2012,Hamburg,Owner,No,1.0,71,15774,0.7858,1.27948
213,213,2012,Hamburg,Tenant,No,1.0,191,15774,0.86893,1.14397
214,214,2012,Lower Saxony,Owner,No,1.0,808,15774,0.93282,1.0733
215,215,2012,Lower Saxony,Tenant,No,1.0,631,15774,0.91262,1.08175
216,216,2012,Bremen,Owner,No,1.0,43,15774,0.70482,1.30739
217,217,2012,Bremen,Tenant,No,1.0,77,15774,0.78051,1.24995
218,218,2012,North Rhine-Westphalia,Owner,No,1.0,1405,15774,0.95345,1.04619
219,219,2012,North Rhine-Westphalia,Tenant,Yes,0.02849,31,15774,0.02147,0.03638
220,220,2012,North Rhine-Westphalia,Tenant,No,0.97151,1707,15774,0.92943,1.01571
221,221,2012,Hesse,Owner,No,1.0,555,15774,0.91366,1.07329
222,222,2012,Hesse,Tenant,No,1.0,544,15774,0.91784,1.08865
223,223,2012,"Rhineland-Palatinate, Saarland",Owner,No,1.0,495,15774,0.9327,1.08073
224,224,2012,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,408,15774,0.9135,1.08397
225,225,2012,Baden-Wuerttemberg,Owner,No,1.0,1027,15774,0.942,1.06269
226,226,2012,Baden-Wuerttemberg,Tenant,No,1.0,817,15774,0.91816,1.07538
227,227,2012,Bavaria,Owner,No,1.0,1299,15774,0.93543,1.04885
228,228,2012,Bavaria,Tenant,No,1.0,1167,15774,0.9322,1.05623
229,229,2012,Berlin,Owner,No,1.0,129,15774,0.84372,1.17413
230,230,2012,Berlin,Tenant,No,1.0,537,15774,0.91478,1.07988
231,231,2012,Brandenburg,Owner,No,1.0,285,15774,0.89737,1.10741
232,232,2012,Brandenburg,Tenant,No,1.0,359,15774,0.87575,1.12943
233,233,2012,Mecklenburg-Western Pomerania,Owner,No,1.0,127,15774,0.84081,1.22808
234,234,2012,Mecklenburg-Western Pomerania,Tenant,No,1.0,248,15774,0.87408,1.14555
235,235,2012,Saxony,Owner,No,1.0,356,15774,0.89925,1.09518
236,236,2012,Saxony,Tenant,No,1.0,656,15774,0.9233,1.08226
237,237,2012,Saxony-Anhalt,Owner,No,1.0,246,15774,0.88592,1.15145
238,238,2012,Saxony-Anhalt,Tenant,No,1.0,352,15774,0.89567,1.11079
239,239,2012,Thuringa,Owner,No,1.0,270,15774,0.8559,1.14444
240,240,2012,Thuringa,Tenant,No,1.0,349,15774,0.91312,1.10147
241,241,2013,Schleswig-Holstein,Owner,No,1.0,275,17279,0.8959,1.1281
242,242,2013,Schleswig-Holstein,Tenant,No,1.0,356,17279,0.88601,1.10765
243,243,2013,Hamburg,Owner,No,1.0,74,17279,0.7631,1.24552
244,244,2013,Hamburg,Tenant,No,1.0,249,17279,0.8754,1.15048
245,245,2013,Lower Saxony,Owner,No,1.0,803,17279,0.93028,1.06396
246,246,2013,Lower Saxony,Tenant,No,1.0,771,17279,0.92282,1.07191
247,247,2013,Bremen,Owner,No,1.0,45,17279,0.73192,1.44442
248,248,2013,Bremen,Tenant,No,1.0,98,17279,0.7519,1.22764
249,249,2013,North Rhine-Westphalia,Owner,No,1.0,1477,17279,0.94754,1.05676
250,250,2013,North Rhine-Westphalia,Tenant,No,1.0,2098,17279,0.94556,1.04553
251,251,2013,Hesse,Owner,No,1.0,559,17279,0.91801,1.09159
252,252,2013,Hesse,Tenant,No,1.0,703,17279,0.91527,1.07787
253,253,2013,"Rhineland-Palatinate, Saarland",Owner,No,1.0,537,17279,0.91628,1.09015
254,254,2013,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,474,17279,0.90243,1.10645
255,255,2013,Baden-Wuerttemberg,Owner,No,1.0,1063,17279,0.93706,1.0626
256,256,2013,Baden-Wuerttemberg,Tenant,No,1.0,1014,17279,0.93018,1.08157
257,257,2013,Bavaria,Owner,No,1.0,1310,17279,0.92933,1.06032
258,258,2013,Bavaria,Tenant,No,1.0,1449,17279,0.94397,1.05997
259,259,2013,Berlin,Owner,No,1.0,123,17279,0.85094,1.14069
260,260,2013,Berlin,Tenant,No,1.0,607,17279,0.92624,1.08428
261,261,2013,Brandenburg,Owner,No,1.0,264,17279,0.8925,1.13401
262,262,2013,Brandenburg,Tenant,No,1.0,379,17279,0.89841,1.125
263,263,2013,Mecklenburg-Western Pomerania,Owner,No,1.0,118,17279,0.80128,1.20894
264,264,2013,Mecklenburg-Western Pomerania,Tenant,No,1.0,242,17279,0.88545,1.15381
265,265,2013,Saxony,Owner,No,1.0,342,17279,0.89605,1.11149
266,266,2013,Saxony,Tenant,No,1.0,653,17279,0.91409,1.09178
267,267,2013,Saxony-Anhalt,Owner,No,1.0,239,17279,0.88186,1.13866
268,268,2013,Saxony-Anhalt,Tenant,No,1.0,370,17279,0.89142,1.1206
269,269,2013,Thuringa,Owner,No,1.0,275,17279,0.86182,1.13654
270,270,2013,Thuringa,Tenant,No,1.0,312,17279,0.89044,1.11606
271,271,2014,Schleswig-Holstein,Owner,No,1.0,255,15440,0.87881,1.1206
272,272,2014,Schleswig-Holstein,Tenant,No,1.0,291,15440,0.874,1.15222
273,273,2014,Hamburg,Owner,No,1.0,72,15440,0.77221,1.25749
274,274,2014,Hamburg,Tenant,No,1.0,189,15440,0.8432,1.11794
275,275,2014,Lower Saxony,Owner,No,1.0,755,15440,0.92489,1.07914
276,276,2014,Lower Saxony,Tenant,No,1.0,673,15440,0.91068,1.08147
277,277,2014,Bremen,Owner,No,1.0,42,15440,0.70247,1.43855
278,278,2014,Bremen,Tenant,No,1.0,79,15440,0.79804,1.23794
279,279,2014,North Rhine-Westphalia,Owner,No,1.0,1352,15440,0.94098,1.05277
280,280,2014,North Rhine-Westphalia,Tenant,No,1.0,1815,15440,0.94867,1.05126
281,281,2014,Hesse,Owner,No,1.0,512,15440,0.91131,1.08862
282,282,2014,Hesse,Tenant,No,1.0,573,15440,0.90905,1.08973
283,283,2014,"Rhineland-Palatinate, Saarland",Owner,No,1.0,480,15440,0.90567,1.10432
284,284,2014,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,426,15440,0.91632,1.09547
285,285,2014,Baden-Wuerttemberg,Owner,No,1.0,958,15440,0.93596,1.06118
286,286,2014,Baden-Wuerttemberg,Tenant,No,1.0,826,15440,0.9242,1.06784
287,287,2014,Bavaria,Owner,No,1.0,1225,15440,0.93611,1.07315
288,288,2014,Bavaria,Tenant,No,1.0,1259,15440,0.94035,1.06353
289,289,2014,Berlin,Owner,No,1.0,112,15440,0.83619,1.17867
290,290,2014,Berlin,Tenant,No,1.0,523,15440,0.92128,1.07457
291,291,2014,Brandenburg,Owner,No,1.0,252,15440,0.88928,1.14726
292,292,2014,Brandenburg,Tenant,No,1.0,356,15440,0.86897,1.12895
293,293,2014,Mecklenburg-Western Pomerania,Owner,No,1.0,101,15440,0.81579,1.21945
294,294,2014,Mecklenburg-Western Pomerania,Tenant,No,1.0,232,15440,0.84971,1.13873
295,295,2014,Saxony,Owner,No,1.0,318,15440,0.89864,1.11783
296,296,2014,Saxony,Tenant,No,1.0,613,15440,0.92579,1.09207
297,297,2014,Saxony-Anhalt,Owner,No,1.0,233,15440,0.88573,1.14446
298,298,2014,Saxony-Anhalt,Tenant,No,1.0,338,15440,0.89439,1.11757
299,299,2014,Thuringa,Owner,No,1.0,266,15440,0.87245,1.14694
300,300,2014,Thuringa,Tenant,No,1.0,314,15440,0.88262,1.11413
301,301,2015,Schleswig-Holstein,Owner,No,1.0,247,15181,0.85697,1.14812
302,302,2015,Schleswig-Holstein,Tenant,No,1.0,281,15181,0.84945,1.1201
303,303,2015,Hamburg,Owner,No,1.0,73,15181,0.79125,1.19072
304,304,2015,Hamburg,Tenant,No,1.0,198,15181,0.85823,1.16595
305,305,2015,Lower Saxony,Owner,No,1.0,726,15181,0.92606,1.07784
306,306,2015,Lower Saxony,Tenant,No,1.0,711,15181,0.92134,1.07724
307,307,2015,Bremen,Owner,No,1.0,37,15181,0.71208,1.33766
308,308,2015,Bremen,Tenant,No,1.0,74,15181,0.7196,1.24964
309,309,2015,North Rhine-Westphalia,Owner,No,1.0,1256,15181,0.94314,1.05747
310,310,2015,North Rhine-Westphalia,Tenant,Yes,0.02634,32,15181,0.01886,0.03682
311,311,2015,North Rhine-Westphalia,Tenant,No,0.97366,1842,15181,0.92519,1.02738
312,312,2015,Hesse,Owner,No,1.0,465,15181,0.90473,1.08787
313,313,2015,Hesse,Tenant,No,1.0,625,15181,0.90176,1.09475
314,314,2015,"Rhineland-Palatinate, Saarland",Owner,No,1.0,455,15181,0.91386,1.09458
315,315,2015,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,435,15181,0.91221,1.11923
316,316,2015,Baden-Wuerttemberg,Owner,No,1.0,899,15181,0.93636,1.08435
317,317,2015,Baden-Wuerttemberg,Tenant,No,1.0,876,15181,0.92247,1.07982
318,318,2015,Bavaria,Owner,No,1.0,1147,15181,0.93698,1.0633
319,319,2015,Bavaria,Tenant,No,1.0,1333,15181,0.94751,1.07241
320,320,2015,Berlin,Owner,No,1.0,110,15181,0.83408,1.20474
321,321,2015,Berlin,Tenant,No,1.0,503,15181,0.916,1.07511
322,322,2015,Brandenburg,Owner,No,1.0,255,15181,0.88687,1.12281
323,323,2015,Brandenburg,Tenant,No,1.0,331,15181,0.87318,1.13675
324,324,2015,Mecklenburg-Western Pomerania,Owner,No,1.0,104,15181,0.77618,1.23326
325,325,2015,Mecklenburg-Western Pomerania,Tenant,No,1.0,217,15181,0.85478,1.13061
326,326,2015,Saxony,Owner,No,1.0,307,15181,0.88619,1.11565
327,327,2015,Saxony,Tenant,No,1.0,573,15181,0.92945,1.10179
328,328,2015,Saxony-Anhalt,Owner,No,1.0,206,15181,0.87401,1.1347
329,329,2015,Saxony-Anhalt,Tenant,No,1.0,311,15181,0.86512,1.14702
330,330,2015,Thuringa,Owner,No,1.0,230,15181,0.86479,1.1822
331,331,2015,Thuringa,Tenant,No,1.0,322,15181,0.86441,1.1343
332,332,2016,Schleswig-Holstein,Owner,No,1.0,231,13914,0.87352,1.13263
