,Unnamed: 0,year,quintil_oecd_hh,rentown,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2005,1st Quintile,Owner,No,1.0,326,11171,0.92721,1.06411
1,1,2005,1st Quintile,Tenant,No,1.0,1625,11171,0.96181,1.02916
2,2,2005,2nd Quintile,Owner,No,1.0,770,11171,0.95417,1.04837
3,3,2005,2nd Quintile,Tenant,No,1.0,1313,11171,0.96363,1.03268
4,4,2005,3rd Quintile,Owner,No,1.0,999,11171,0.9525,1.03624
5,5,2005,3rd Quintile,Tenant,No,1.0,1084,11171,0.95357,1.04736
6,6,2005,4th Quintile,Owner,No,1.0,1317,11171,0.96353,1.04741
7,7,2005,4th Quintile,Tenant,No,1.0,901,11171,0.95446,1.05044
8,8,2005,5th Quintile,Owner,No,1.0,1966,11171,0.95916,1.04716
9,9,2005,5th Quintile,Tenant,No,1.0,870,11171,0.92732,1.05079
10,10,2006,1st Quintile,Owner,No,1.0,344,12228,0.9281,1.06471
11,11,2006,1st Quintile,Tenant,No,1.0,1722,12228,0.96894,1.03282
12,12,2006,2nd Quintile,Owner,No,1.0,805,12228,0.95582,1.04962
13,13,2006,2nd Quintile,Tenant,No,1.0,1423,12228,0.95833,1.03258
14,14,2006,3rd Quintile,Owner,No,1.0,1213,12228,0.9644,1.04277
15,15,2006,3rd Quintile,Tenant,No,1.0,1188,12228,0.96792,1.04349
16,16,2006,4th Quintile,Owner,No,1.0,1484,12228,0.95996,1.04036
17,17,2006,4th Quintile,Tenant,No,1.0,997,12228,0.95365,1.04716
18,18,2006,5th Quintile,Owner,No,1.0,2154,12228,0.94935,1.04254
19,19,2006,5th Quintile,Tenant,No,1.0,898,12228,0.94597,1.04388
20,20,2007,1st Quintile,Owner,No,1.0,319,11407,0.91038,1.06226
21,21,2007,1st Quintile,Tenant,No,1.0,1600,11407,0.9645,1.03356
22,22,2007,2nd Quintile,Owner,No,1.0,750,11407,0.9436,1.05773
23,23,2007,2nd Quintile,Tenant,No,1.0,1384,11407,0.96188,1.03122
24,24,2007,3rd Quintile,Owner,No,1.0,1116,11407,0.95412,1.03891
25,25,2007,3rd Quintile,Tenant,No,1.0,1085,11407,0.9639,1.0428
26,26,2007,4th Quintile,Owner,No,1.0,1396,11407,0.96255,1.04686
27,27,2007,4th Quintile,Tenant,No,1.0,921,11407,0.95483,1.05557
28,28,2007,5th Quintile,Owner,No,1.0,2032,11407,0.96637,1.04179
29,29,2007,5th Quintile,Tenant,No,1.0,804,11407,0.94406,1.05719
30,30,2008,1st Quintile,Owner,No,1.0,328,10754,0.92524,1.08496
31,31,2008,1st Quintile,Tenant,No,1.0,1521,10754,0.96749,1.04265
32,32,2008,2nd Quintile,Owner,No,1.0,746,10754,0.95098,1.05531
33,33,2008,2nd Quintile,Tenant,No,1.0,1224,10754,0.96235,1.03881
34,34,2008,3rd Quintile,Owner,No,1.0,1078,10754,0.94935,1.04513
35,35,2008,3rd Quintile,Tenant,No,1.0,1062,10754,0.95884,1.04519
36,36,2008,4th Quintile,Owner,No,1.0,1276,10754,0.95449,1.0457
37,37,2008,4th Quintile,Tenant,No,1.0,841,10754,0.93497,1.06025
38,38,2008,5th Quintile,Owner,No,1.0,1939,10754,0.95852,1.04092
39,39,2008,5th Quintile,Tenant,No,1.0,739,10754,0.93257,1.06583
40,40,2009,1st Quintile,Owner,No,1.0,293,10137,0.90858,1.10196
41,41,2009,1st Quintile,Tenant,Yes,0.02723,31,10137,0.02101,0.03279
42,42,2009,1st Quintile,Tenant,No,0.97277,1462,10137,0.93769,1.00861
43,43,2009,2nd Quintile,Owner,No,1.0,695,10137,0.93996,1.06679
44,44,2009,2nd Quintile,Tenant,No,1.0,1188,10137,0.95869,1.04347
45,45,2009,3rd Quintile,Owner,No,1.0,1015,10137,0.94731,1.05521
46,46,2009,3rd Quintile,Tenant,No,1.0,946,10137,0.9523,1.04198
47,47,2009,4th Quintile,Owner,No,1.0,1250,10137,0.94767,1.05086
48,48,2009,4th Quintile,Tenant,No,1.0,776,10137,0.94555,1.05922
49,49,2009,5th Quintile,Owner,No,1.0,1799,10137,0.94383,1.04356
50,50,2009,5th Quintile,Tenant,No,1.0,682,10137,0.92604,1.0589
51,51,2010,1st Quintile,Owner,No,1.0,456,13717,0.89286,1.09597
52,52,2010,1st Quintile,Tenant,Yes,0.03932,45,13717,0.03035,0.05056
53,53,2010,1st Quintile,Tenant,No,0.96068,2650,13717,0.92084,1.00725
54,54,2010,2nd Quintile,Owner,No,1.0,1075,13717,0.94033,1.07289
55,55,2010,2nd Quintile,Tenant,No,1.0,1782,13717,0.95184,1.06009
56,56,2010,3rd Quintile,Owner,No,1.0,1340,13717,0.93433,1.05681
57,57,2010,3rd Quintile,Tenant,No,1.0,1227,13717,0.9417,1.05778
58,58,2010,4th Quintile,Owner,No,1.0,1498,13717,0.94588,1.06122
59,59,2010,4th Quintile,Tenant,No,1.0,927,13717,0.93839,1.06592
60,60,2010,5th Quintile,Owner,No,1.0,1931,13717,0.95521,1.04315
61,61,2010,5th Quintile,Tenant,No,1.0,786,13717,0.91876,1.07505
62,62,2011,1st Quintile,Owner,No,1.0,548,16209,0.9093,1.08563
63,63,2011,1st Quintile,Tenant,Yes,0.04137,64,16209,0.03265,0.05042
64,64,2011,1st Quintile,Tenant,No,0.95863,3006,16209,0.91525,0.9951
65,65,2011,2nd Quintile,Owner,No,1.0,1303,16209,0.93599,1.05509
66,66,2011,2nd Quintile,Tenant,Yes,0.02776,45,16209,0.0197,0.03497
67,67,2011,2nd Quintile,Tenant,No,0.97224,2066,16209,0.92414,1.01793
68,68,2011,3rd Quintile,Owner,No,1.0,1623,16209,0.94433,1.05193
69,69,2011,3rd Quintile,Tenant,No,1.0,1507,16209,0.95263,1.05466
70,70,2011,4th Quintile,Owner,No,1.0,1804,16209,0.95466,1.04413
71,71,2011,4th Quintile,Tenant,No,1.0,1129,16209,0.94124,1.05913
72,72,2011,5th Quintile,Owner,No,1.0,2238,16209,0.9583,1.04248
73,73,2011,5th Quintile,Tenant,No,1.0,876,16209,0.93366,1.06863
74,74,2012,1st Quintile,Owner,No,1.0,544,15897,0.89982,1.10107
75,75,2012,1st Quintile,Tenant,Yes,0.0402,68,15897,0.03169,0.04834
76,76,2012,1st Quintile,Tenant,No,0.9598,2934,15897,0.92274,0.99595
77,77,2012,2nd Quintile,Owner,No,1.0,1166,15897,0.94189,1.06503
78,78,2012,2nd Quintile,Tenant,Yes,0.03744,56,15897,0.02986,0.04599
79,79,2012,2nd Quintile,Tenant,No,0.96256,1972,15897,0.91962,1.00629
80,80,2012,3rd Quintile,Owner,No,1.0,1627,15897,0.95982,1.05079
81,81,2012,3rd Quintile,Tenant,Yes,0.02498,36,15897,0.01926,0.03238
82,82,2012,3rd Quintile,Tenant,No,0.97502,1498,15897,0.93007,1.02362
83,83,2012,4th Quintile,Owner,No,1.0,1826,15897,0.95496,1.04621
84,84,2012,4th Quintile,Tenant,No,1.0,1091,15897,0.94015,1.06756
85,85,2012,5th Quintile,Owner,No,1.0,2234,15897,0.96415,1.03984
86,86,2012,5th Quintile,Tenant,No,1.0,845,15897,0.9465,1.06312
87,87,2013,1st Quintile,Owner,No,1.0,568,17452,0.9068,1.09553
88,88,2013,1st Quintile,Tenant,Yes,0.03407,76,17452,0.02869,0.04039
89,89,2013,1st Quintile,Tenant,No,0.96593,3483,17452,0.92564,0.9983
90,90,2013,2nd Quintile,Owner,No,1.0,1206,17452,0.94227,1.05682
91,91,2013,2nd Quintile,Tenant,Yes,0.03555,68,17452,0.02799,0.04297
92,92,2013,2nd Quintile,Tenant,No,0.96445,2523,17452,0.92135,1.01389
93,93,2013,3rd Quintile,Owner,No,1.0,1687,17452,0.95524,1.05009
94,94,2013,3rd Quintile,Tenant,Yes,0.03281,37,17452,0.02501,0.04048
95,95,2013,3rd Quintile,Tenant,No,0.96719,1607,17452,0.91568,1.01513
96,96,2013,4th Quintile,Owner,No,1.0,1789,17452,0.95241,1.04607
97,97,2013,4th Quintile,Tenant,No,1.0,1257,17452,0.94829,1.04893
98,98,2013,5th Quintile,Owner,No,1.0,2254,17452,0.95294,1.04358
99,99,2013,5th Quintile,Tenant,No,1.0,897,17452,0.9231,1.07065
100,100,2014,1st Quintile,Owner,No,1.0,492,15581,0.90354,1.08259
101,101,2014,1st Quintile,Tenant,Yes,0.04021,87,15581,0.03277,0.04844
102,102,2014,1st Quintile,Tenant,No,0.95979,2843,15581,0.92368,1.00474
103,103,2014,2nd Quintile,Owner,No,1.0,1105,15581,0.93289,1.06823
104,104,2014,2nd Quintile,Tenant,Yes,0.03689,58,15581,0.02988,0.04556
105,105,2014,2nd Quintile,Tenant,No,0.96311,2128,15581,0.9169,1.00894
106,106,2014,3rd Quintile,Owner,No,1.0,1529,15581,0.93001,1.05787
107,107,2014,3rd Quintile,Tenant,No,1.0,1497,15581,0.95048,1.06949
108,108,2014,4th Quintile,Owner,No,1.0,1701,15581,0.95635,1.0562
109,109,2014,4th Quintile,Tenant,No,1.0,1196,15581,0.93506,1.06296
110,110,2014,5th Quintile,Owner,No,1.0,2105,15581,0.95452,1.05488
111,111,2014,5th Quintile,Tenant,No,1.0,840,15581,0.92742,1.06848
112,112,2015,1st Quintile,Owner,No,1.0,454,15296,0.91392,1.09999
113,113,2015,1st Quintile,Tenant,Yes,0.0474,85,15296,0.03773,0.05796
114,114,2015,1st Quintile,Tenant,No,0.9526,2919,15296,0.90446,0.99556
115,115,2015,2nd Quintile,Owner,No,1.0,1056,15296,0.93978,1.06372
116,116,2015,2nd Quintile,Tenant,Yes,0.03841,68,15296,0.0303,0.04865
117,117,2015,2nd Quintile,Tenant,No,0.96159,2156,15296,0.91543,1.02159
118,118,2015,3rd Quintile,Owner,No,1.0,1397,15296,0.94042,1.05019
119,119,2015,3rd Quintile,Tenant,No,1.0,1535,15296,0.95548,1.05354
120,120,2015,4th Quintile,Owner,No,1.0,1584,15296,0.95389,1.04895
121,121,2015,4th Quintile,Tenant,No,1.0,1133,15296,0.94202,1.05999
122,122,2015,5th Quintile,Owner,No,1.0,2026,15296,0.955,1.04068
123,123,2015,5th Quintile,Tenant,No,1.0,883,15296,0.9218,1.0666
124,124,2016,1st Quintile,Owner,No,1.0,378,14029,0.88061,1.11308
125,125,2016,1st Quintile,Tenant,Yes,0.048,95,14029,0.03852,0.05938
126,126,2016,1st Quintile,Tenant,No,0.952,2564,14029,0.90919,0.99309
127,127,2016,2nd Quintile,Owner,No,1.0,1013,14029,0.926,1.06479
128,128,2016,2nd Quintile,Tenant,Yes,0.04265,60,14029,0.03143,0.05433
129,129,2016,2nd Quintile,Tenant,No,0.95735,1984,14029,0.90847,1.00266
130,130,2016,3rd Quintile,Owner,No,1.0,1355,14029,0.93976,1.05374
131,131,2016,3rd Quintile,Tenant,No,1.0,1314,14029,0.94024,1.06085
132,132,2016,4th Quintile,Owner,No,1.0,1516,14029,0.9554,1.05522
133,133,2016,4th Quintile,Tenant,No,1.0,1080,14029,0.93261,1.06715
