year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,,,,,,,,,,,,
1984,30-45 y.,,,,,,,,,,,,
1984,46-65 y.,,,,,,,,,,,,
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,3140,0.92518,0.83283,1.01753,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,30-45 y.,3473,1.63828,1.54977,1.72679,0.00000,0.00000,2.00000,0.0,5.00000,0.0,0.00000,1.00000
1985,46-65 y.,3304,0.32891,0.28803,0.36979,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,66 and older,1107,0.11787,0.08192,0.15382,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,3055,0.92493,0.83162,1.01824,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,30-45 y.,3267,1.80539,1.70268,1.90811,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1986,46-65 y.,3228,0.35258,0.31124,0.39392,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,66 and older,1031,0.16326,0.10930,0.21722,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,3008,1.03822,0.93592,1.14053,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,30-45 y.,3168,1.98086,1.86586,2.09586,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1987,46-65 y.,3208,0.34995,0.30706,0.39283,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,66 and older,1068,0.21311,0.14824,0.27798,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,2871,1.03423,0.92869,1.13976,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,30-45 y.,2952,1.96096,1.84351,2.07840,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1988,46-65 y.,3111,0.38684,0.33789,0.43579,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,66 and older,1036,0.21677,0.15766,0.27589,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,2827,1.13502,1.01409,1.25595,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,30-45 y.,2842,2.09913,1.97442,2.22383,0.00000,1.00000,3.00000,0.0,7.50000,1.0,0.97500,1.00000
1989,46-65 y.,2982,0.39468,0.34416,0.44521,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,66 and older,1011,0.19732,0.13806,0.25659,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,3846,1.36491,1.25062,1.47920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,30-45 y.,4295,2.06455,1.96303,2.16606,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1990,46-65 y.,4258,0.39344,0.34996,0.43693,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,66 and older,1461,0.25371,0.19487,0.31255,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,3692,1.43496,1.31831,1.55161,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,30-45 y.,4308,1.87147,1.78123,1.96172,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1991,46-65 y.,4130,0.33794,0.29949,0.37639,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,66 and older,1444,0.15023,0.10887,0.19158,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,3571,1.40728,1.28444,1.53012,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,30-45 y.,4257,2.13179,2.02996,2.23363,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1992,46-65 y.,4032,0.34599,0.30767,0.38431,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,66 and older,1449,0.21307,0.16598,0.26017,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,3477,1.30785,1.18501,1.43069,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,30-45 y.,4189,2.16706,2.05387,2.28024,0.00000,1.00000,3.00000,0.0,7.50000,1.0,0.00000,1.00000
1993,46-65 y.,3950,0.33048,0.28799,0.37297,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,66 and older,1471,0.17212,0.13249,0.21174,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,3340,1.39073,1.25770,1.52377,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1994,30-45 y.,4146,2.18022,2.07055,2.28988,0.00000,1.00000,3.00000,0.0,7.50000,1.0,1.00000,1.00000
1994,46-65 y.,3886,0.35470,0.31701,0.39239,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1994,66 and older,1492,0.16105,0.12541,0.19670,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1995,0-16 y.,,,,,,,,,,,,
