year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,,,,,,,,,,,,
1985,Westdeutschland,5265,11.975911016993981,11.755534834462557,12.196287199525406,35.84233866506547,15.0,21.0,58.10584666266367,-1.2635079975982038,7.0,6.0,7.0
1986,Westdeutschland,,,,,,,,,,,,
1987,Westdeutschland,,,,,,,,,,,,
1988,Westdeutschland,,,,,,,,,,,,
1989,Westdeutschland,,,,,,,,,,,,
1990,Westdeutschland,4729,13.502435635124396,13.239446710151222,13.76542456009757,20.938795892243597,5.558519619425212,19.675466037889592,22.833790673774605,8.0,8.0,8.0,8.0
1990,Ostdeutschland,,,,,,,,,,,,
1991,Westdeutschland,,,,,,,,,,,,
1991,Ostdeutschland,829,42.193184173431426,38.60843039473649,45.777937952126365,5.439122501982979,8.553251382855645,22.818767370163137,6.0,10.0,10.0,8.0,10.0
1992,Westdeutschland,,,,,,,,,,,,
1992,Ostdeutschland,768,38.68943309859729,35.3438415239288,42.03502467326578,8.553889848914487,14.95913573624741,18.222113545766202,25.0,25.0,12.0,9.0,12.0
1993,Westdeutschland,4993,12.020662577489375,11.824073772823345,12.217251382155405,1.47773737761236,24.493567714008098,8.356018373847075,15.0,3.0,7.0,6.974999999999994,7.0
1993,Ostdeutschland,1925,8.86534519071531,8.605093304634904,9.125597076795716,3.159470751092856,2.11273402950759,3.0,5.0,2.760793873360716,5.0,5.0,6.0
1994,Westdeutschland,,,,,,,,,,,,
1994,Ostdeutschland,,,,,,,,,,,,
1995,Westdeutschland,5163,13.64079003202179,13.388766383010399,13.892813681033182,8.156455264867645,1.0,13.60298286714687,0.0,9.0,8.0,8.0,9.0
1995,Ostdeutschland,1949,13.435325202531711,12.611195082961157,14.259455322102266,7.995856363595088,26.56462133427409,2.4861264537709404,16.26045122833131,-5.778468410965281,5.0,4.0,5.0
1996,Westdeutschland,,,,,,,,,,,,
1996,Ostdeutschland,,,,,,,,,,,,
1997,Westdeutschland,2362,29.375284818017803,28.41513404161574,30.335435594419867,12.377411294747484,29.879169084451227,18.279053423135203,15.0,12.0,18.0,16.0,19.0
1997,Ostdeutschland,831,34.58449083826374,32.19695595018158,36.9720257263459,23.008188224143456,7.275531483953775,31.05001748715972,46.0,40.0,17.0,16.0,19.0
1998,Westdeutschland,5200,15.319461130954444,15.079795380076721,15.559126881832167,11.239051161425945,120.16714434784569,10.18088848574373,12.826295174949268,8.593644472220406,10.0,10.0,10.0
1998,Ostdeutschland,1844,13.269572627785902,12.892224919204708,13.646920336367096,1.0369430244005975,29.957204321167524,14.09278316011349,11.0,3.0,8.0,7.0,9.0
