year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,4289,11.70512,11.03751,12.19320,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,8.00000,9.00000
1985,Rural regions,West,1030,12.74345,11.48436,13.80011,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,7.00000
1986,Urban regions,West,,,,,,,,,,,,
1986,Rural regions,West,,,,,,,,,,,,
1987,Urban regions,West,,,,,,,,,,,,
1987,Rural regions,West,,,,,,,,,,,,
1988,Urban regions,West,,,,,,,,,,,,
1988,Rural regions,West,,,,,,,,,,,,
1989,Urban regions,West,,,,,,,,,,,,
1989,Rural regions,West,,,,,,,,,,,,
1990,Urban regions,West,3828,12.82626,12.12771,13.38217,4.00000,8.00000,15.00000,0.00000,31.50000,8.00000,8.00000,8.00000
1990,Urban regions,East,,,,,,,,,,,,
1990,Rural regions,West,933,15.94437,14.05655,17.36510,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,10.00000,12.00000
1990,Rural regions,East,,,,,,,,,,,,
1991,Urban regions,West,,,,,,,,,,,,
1991,Urban regions,East,178,50.00946,29.12784,72.33402,5.85979,10.00000,20.00000,0.00000,41.21031,10.00000,8.00000,10.00000
1991,Rural regions,West,,,,,,,,,,,,
1991,Rural regions,East,644,39.73716,32.48233,46.92974,7.00000,10.00000,20.00000,1.00000,39.50000,10.00000,8.00000,10.00000
1992,Urban regions,West,,,,,,,,,,,,
1992,Urban regions,East,174,29.48553,19.13435,39.62207,8.00000,12.00000,19.18841,1.00000,35.97104,12.00000,9.00000,14.00000
1992,Rural regions,West,,,,,,,,,,,,
1992,Rural regions,East,581,41.62953,31.99319,50.92584,7.00000,12.00000,25.00000,1.00000,52.00000,12.00000,9.00000,12.00000
1993,Urban regions,West,3984,11.82261,11.32964,12.33193,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,6.00000,7.00000
1993,Urban regions,East,709,8.32345,7.58759,8.95943,2.00000,5.12513,11.00000,0.00000,24.50000,5.00000,3.00000,5.00000
1993,Rural regions,West,1042,12.58806,11.04938,13.84051,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,5.00000,7.00000
1993,Rural regions,East,1233,9.24469,8.26794,10.15492,1.00000,4.00000,12.00000,0.00000,28.50000,4.00000,3.00000,5.00000
1994,Urban regions,West,,,,,,,,,,,,
1994,Urban regions,East,,,,,,,,,,,,
1994,Rural regions,West,,,,,,,,,,,,
1994,Rural regions,East,,,,,,,,,,,,
1995,Urban regions,West,4046,13.26459,12.49761,13.86271,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,8.00000,9.00000
1995,Urban regions,East,637,12.20758,8.30457,14.65372,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,4.00000,7.00000
1995,Rural regions,West,1138,14.83463,13.31194,16.32777,2.00000,8.00000,20.00000,0.00000,47.00000,8.00000,7.00000,9.00000
1995,Rural regions,East,1329,14.04991,11.51740,16.18810,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,4.00000,5.00000
1996,Urban regions,West,,,,,,,,,,,,
1996,Urban regions,East,,,,,,,,,,,,
1996,Rural regions,West,,,,,,,,,,,,
1996,Rural regions,East,,,,,,,,,,,,
1997,Urban regions,West,1749,28.77500,25.86131,31.66428,10.00000,18.00000,30.00000,1.00000,60.00000,18.00000,16.00000,19.00000
1997,Urban regions,East,178,39.37352,28.15702,49.46850,10.00000,17.00000,25.00000,2.00000,47.50000,17.00000,14.00000,19.00000
1997,Rural regions,West,623,30.87416,26.92332,34.41983,12.00000,20.00000,35.00000,1.00000,69.50000,20.00000,20.00000,23.00000
1997,Rural regions,East,660,33.25361,27.55091,38.01204,10.00000,17.00000,30.00000,2.00000,60.00000,17.00000,16.00000,19.00000
1998,Urban regions,West,4074,14.72395,13.99936,15.32717,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,11.00000
1998,Urban regions,East,628,11.57829,10.38758,12.56347,4.00000,8.00000,15.00000,1.00000,31.50000,8.00000,6.00000,9.00000
1998,Rural regions,West,1199,16.97048,15.55472,18.30226,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,10.00000,11.00000
1998,Rural regions,East,1242,14.20290,12.78296,15.28580,3.00000,8.00000,20.00000,0.00000,45.50000,8.00000,6.00000,9.00000
1999,Urban regions,West,2031,27.25129,23.58929,29.69508,10.00000,18.00000,30.00000,2.00000,60.00000,18.00000,16.00000,20.00000
1999,Urban regions,East,208,45.66712,27.86319,59.10314,10.00000,19.83853,30.00000,2.00000,60.00000,20.00000,20.00000,25.00000
1999,Rural regions,West,762,31.33510,24.29491,35.36228,10.00000,17.00000,30.00000,2.00000,60.00000,17.00000,14.00000,19.00000
1999,Rural regions,East,723,30.47616,24.61073,35.20163,10.00000,15.00000,27.00000,2.00000,52.50000,15.00000,12.00000,15.00000
2000,Urban regions,West,3599,25.71619,24.27747,27.17843,10.00000,18.00000,30.00000,1.00000,60.00000,18.00000,18.00000,19.00000
2000,Urban regions,East,286,44.51801,29.45836,57.41712,11.00000,18.00000,30.00000,3.00000,58.50000,18.00000,16.00000,20.00000
2000,Rural regions,West,1414,26.18262,23.92792,28.09033,10.00000,16.00000,28.00000,1.00000,55.00000,16.00000,14.00000,17.00000
2000,Rural regions,East,1118,35.98571,30.78145,40.36799,10.00000,17.00000,30.00000,2.00000,60.00000,17.00000,16.00000,18.00000
2001,Urban regions,West,6443,16.14608,15.00787,17.07922,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,11.00000
2001,Urban regions,East,837,21.04545,14.54210,25.59755,4.00000,10.00000,15.00000,1.00000,31.50000,10.00000,10.00000,12.00000
2001,Rural regions,West,1949,17.29977,15.65806,18.71006,3.00000,10.00000,20.00000,1.00000,45.50000,10.00000,10.00000,12.00000
2001,Rural regions,East,1673,26.54648,22.54444,30.38775,3.00000,10.00000,24.00000,1.00000,55.50000,10.00000,10.00000,12.00000
2002,Urban regions,West,7012,16.63809,15.41423,17.62965,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,11.00000
2002,Urban regions,East,837,23.40039,17.33060,28.49109,4.00000,9.00000,15.73671,0.00000,33.34179,9.00000,8.00000,10.00000
2002,Rural regions,West,2089,17.64417,15.90169,19.13371,3.00000,9.00000,20.00000,0.00000,45.50000,9.00000,8.00000,10.00000
2002,Rural regions,East,1617,31.05308,25.19767,35.26616,3.00000,10.00000,25.00000,0.00000,58.00000,10.00000,8.00000,11.00000
2003,Urban regions,West,6792,15.48578,14.98002,16.02129,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000
2003,Urban regions,East,887,12.88538,11.43308,14.26387,4.00000,9.00000,15.00000,1.00000,31.50000,9.00000,8.00000,10.00000
2003,Rural regions,West,1994,16.33402,15.06896,17.53078,3.00000,10.00000,20.00000,1.00000,45.50000,10.00000,9.00000,12.00000
2003,Rural regions,East,1644,18.47633,16.63428,19.86043,3.00000,10.00000,21.00000,1.00000,48.00000,10.00000,8.00000,10.00000
2004,Urban regions,West,6381,16.74212,15.45734,17.69385,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000
2004,Urban regions,East,817,25.23690,17.17252,31.80124,5.00000,10.00000,18.00000,1.00000,37.50000,10.00000,9.97500,11.00000
2004,Rural regions,West,1874,21.57006,17.24351,24.72087,3.00000,10.00000,23.00000,0.00000,53.00000,10.00000,8.00000,10.00000
2004,Rural regions,East,1503,31.04323,25.57389,35.36197,3.00000,11.00000,25.00000,0.00000,58.00000,11.00000,10.00000,12.00000
2005,Urban regions,West,5999,18.49298,15.99491,20.14466,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2005,Urban regions,East,765,21.02862,16.76331,25.20726,4.00000,10.00000,17.00000,1.00000,36.50000,10.00000,10.00000,12.00000
2005,Rural regions,West,1754,21.91791,19.56265,24.02603,3.00000,10.00000,25.00000,1.00000,58.00000,10.00000,8.00000,10.00000
2005,Rural regions,East,1404,28.85004,25.02906,32.89658,4.00000,11.00000,25.00000,1.00000,56.50000,11.00000,9.00000,12.00000
2006,Urban regions,West,6313,17.68661,16.66512,18.83983,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2006,Urban regions,East,785,23.24200,17.54881,28.43242,4.00000,10.00000,17.00000,1.00000,36.50000,10.00000,10.00000,12.00000
2006,Rural regions,West,1976,20.90660,18.19786,23.24502,3.00000,11.00000,25.00000,1.00000,58.00000,11.00000,10.00000,12.00000
2006,Rural regions,East,1523,35.15957,28.77277,41.03034,3.00000,12.00000,25.00000,1.00000,58.00000,12.00000,10.97500,14.00000
2007,Urban regions,West,5914,17.54352,16.39903,18.51594,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2007,Urban regions,East,755,20.73539,16.60830,23.86475,5.00000,10.00000,19.83328,1.00000,42.08320,10.00000,10.00000,11.02500
2007,Rural regions,West,1872,21.27014,18.14868,23.44249,3.00000,10.81297,25.00000,1.00000,58.00000,11.00000,9.00000,12.00000
2007,Rural regions,East,1490,41.93985,34.68004,49.96871,3.00000,14.00000,27.00000,1.00000,63.00000,14.00000,13.00000,17.00000
2008,Urban regions,West,5683,18.33917,16.85111,19.69871,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2008,Urban regions,East,745,24.14116,16.47692,29.90757,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,8.00000,12.00000
2008,Rural regions,West,1780,21.31258,18.14383,24.19929,3.00000,10.53664,25.00000,1.00000,58.00000,10.00000,8.00000,10.00000
2008,Rural regions,East,1435,36.05614,27.89005,42.29754,3.00000,12.00000,27.00000,1.00000,63.00000,12.00000,10.97500,14.00000
2009,Urban regions,West,5213,18.83216,17.32531,20.04393,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2009,Urban regions,East,693,22.13611,17.25421,26.67019,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,9.00000,10.00000
2009,Rural regions,West,1700,21.41596,18.60387,24.14343,3.00000,11.00000,25.00000,1.00000,58.00000,11.00000,10.00000,12.00000
2009,Rural regions,East,1384,32.82009,28.64939,38.93595,3.00000,12.00000,25.00000,1.00000,58.00000,12.00000,10.00000,14.00000
2010,Urban regions,West,7125,19.50528,17.14800,21.65601,4.00000,10.00000,21.00000,1.00000,46.50000,10.00000,10.00000,10.00000
2010,Urban regions,East,896,23.04118,17.02504,27.62483,4.00000,10.00000,19.00000,1.00000,41.50000,10.00000,8.00000,11.00000
2010,Rural regions,West,2542,21.93550,17.32970,25.00052,3.00000,10.00000,25.00000,1.00000,58.00000,10.00000,8.00000,10.00000
2010,Rural regions,East,1719,32.13992,25.64759,37.33634,3.00000,10.00000,25.00000,1.00000,58.00000,10.00000,7.00000,11.02500
2011,Urban regions,West,8477,19.07105,17.87001,20.57244,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2011,Urban regions,East,1085,20.77458,16.42851,25.10621,4.00000,10.00000,18.00000,1.00000,39.00000,10.00000,10.00000,11.00000
