year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2004,male,5459,24.173882065154135,23.445717527685602,24.90204660262267,5.0,12.0,25.0,0.0,55.0,12.0,11.0,12.0
2004,female,5069,14.47781824411762,14.066878633383276,14.888757854851963,3.0,8.0,16.0,0.0,35.5,8.0,8.0,9.0
2005,male,5092,25.518410947809045,24.683131919904145,26.353689975713944,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2005,female,4789,14.497067391688317,14.084915678588938,14.909219104787695,3.0,8.0,17.0,1.0,38.0,8.0,8.0,9.0
2006,male,5430,25.486285044710833,24.734347748453498,26.238222340968168,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2006,female,5164,14.738767297566456,14.347998039328457,15.129536555804455,3.0,8.0,18.0,1.0,40.5,8.0,8.0,9.0
2007,male,5110,26.624206934659533,25.772862559640878,27.47555130967819,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2007,female,4921,15.004379839435925,14.572776948746313,15.435982730125538,3.0,8.0,18.0,1.0,40.5,8.0,8.0,8.0
2008,male,4853,26.44550910477759,25.571957093292088,27.31906111626309,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2008,female,4790,15.243075015005966,14.764395061605342,15.72175496840659,3.0,8.0,18.0,1.0,40.5,8.0,8.0,9.0
2009,male,4472,26.17299576673983,25.298469537128117,27.047521996351545,5.0,13.0,25.0,1.0,55.0,13.0,12.0,14.0
2009,female,4518,15.462524709058979,14.983095312543973,15.941954105573984,3.0,8.0,18.0,1.0,40.5,8.0,7.0,9.0
2010,male,6264,27.02018780163173,26.16371191966743,27.876663683596032,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2010,female,6018,15.636156359327178,15.210322918300047,16.061989800354308,3.0,8.0,18.0,1.0,40.5,8.0,7.0,8.0
2011,male,7276,26.23463284936001,25.519240356762904,26.95002534195712,5.0,12.0,25.0,1.0,55.0,12.0,11.0,12.0
2011,female,7612,15.280351666959755,14.925193553211415,15.635509780708094,3.0,8.0,18.0,1.0,40.5,8.0,7.0,8.0
2012,male,7063,25.23454362069719,24.54739950248368,25.921687738910695,5.0,12.0,25.0,0.0,55.0,12.0,11.0,13.0
2012,female,7616,15.453863696423172,15.049614010976711,15.858113381869632,3.0,8.0,17.0,0.0,38.0,8.0,8.0,9.0
2013,male,8108,26.012099694931486,25.370590302257348,26.653609087605624,5.0,12.0,25.0,1.0,55.0,12.0,12.0,12.024999999999999
2013,female,8688,15.21130658354933,14.886118499286235,15.536494667812425,3.0,8.0,19.0,1.0,43.0,8.0,7.0,8.0
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,6965,17.55452404532808,17.30168988000077,17.80735821065539,5.0,11.0,24.0,0.0,52.5,11.0,10.0,12.0
2015,female,7517,13.6317466885134,13.442060049963764,13.821433327063037,3.0,8.0,18.0,0.0,40.5,8.0,7.0,8.0
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,6971,17.33550244325323,17.105947716584847,17.565057169921612,5.0,12.0,24.0,1.0,52.5,12.0,12.0,13.0
2017,female,7875,13.785734552549481,13.597501553772016,13.973967551326947,3.0,9.0,18.0,1.0,40.5,9.0,8.0,10.0
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,7114,16.732965736686662,16.52599776439611,16.939933708977215,5.0,11.0,23.0,1.0,50.0,11.0,10.0,12.0
2019,female,7495,13.70773664954576,13.529651855487815,13.885821443603705,3.0,9.0,18.0,1.0,40.5,9.0,8.0,10.0
2020,male,,,,,,,,,,,,
2020,female,,,,,,,,,,,,
2021,male,5416,17.495709316226886,17.169377257934713,17.82204137451906,5.0,11.0,24.0,0.0,52.5,11.0,10.0,12.0
2021,female,5270,14.03365670511033,13.743048255587695,14.324265154632965,3.0,8.0,17.0,0.0,38.0,8.0,7.0,8.0
