year,bula_h,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,North Rhine-Westphalia,Much Too Large,0.02286,57,3664,0.01802,0.02770
2013,Hesse,Much Too Small,0.01596,48,1284,0.00910,0.02282
2013,Hesse,A Bit Too Small,0.13154,256,1284,0.11304,0.15003
2013,Hesse,Just Right,0.67371,812,1284,0.64805,0.69936
2013,Hesse,A Bit Too Large,0.15753,168,1284,0.13759,0.17746
2013,"Rhineland-Palatinate, Saarland",Much Too Small,0.01439,32,1017,0.00707,0.02172
2013,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08631,116,1017,0.06904,0.10357
2013,"Rhineland-Palatinate, Saarland",Just Right,0.72739,746,1017,0.70001,0.75477
2013,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14956,123,1017,0.12763,0.17149
2013,Baden-Wuerttemberg,Much Too Small,0.01821,60,2132,0.01253,0.02388
2013,Baden-Wuerttemberg,A Bit Too Small,0.11793,364,2132,0.10424,0.13162
2013,Baden-Wuerttemberg,Just Right,0.70007,1444,2132,0.68062,0.71953
2013,Baden-Wuerttemberg,A Bit Too Large,0.13907,231,2132,0.12438,0.15376
2013,Baden-Wuerttemberg,Much Too Large,0.02472,33,2132,0.01813,0.03132
2013,Bavaria,Much Too Small,0.01800,80,2844,0.01311,0.02288
2013,Bavaria,A Bit Too Small,0.13693,484,2844,0.12429,0.14956
2013,Bavaria,Just Right,0.67783,1910,2844,0.66065,0.69500
2013,Bavaria,A Bit Too Large,0.14988,335,2844,0.13676,0.16300
2013,Bavaria,Much Too Large,0.01737,35,2844,0.01257,0.02218
2013,Berlin,A Bit Too Small,0.19971,183,737,0.17083,0.22860
2013,Berlin,Just Right,0.69593,504,737,0.66269,0.72916
2013,Berlin,A Bit Too Large,0.07133,50,737,0.05273,0.08992
2013,Brandenburg,A Bit Too Small,0.13632,102,656,0.11005,0.16260
2013,Brandenburg,Just Right,0.71890,492,656,0.68447,0.75333
2013,Brandenburg,A Bit Too Large,0.12416,62,656,0.09891,0.14942
2013,Mecklenburg-Western Pomerania,A Bit Too Small,0.15301,59,367,0.11613,0.18989
2013,Mecklenburg-Western Pomerania,Just Right,0.70555,267,367,0.65886,0.75225
2013,Mecklenburg-Western Pomerania,A Bit Too Large,0.10949,41,367,0.07750,0.14148
2013,Saxony,A Bit Too Small,0.12582,175,1022,0.10548,0.14616
2013,Saxony,Just Right,0.75370,759,1022,0.72727,0.78012
2013,Saxony,A Bit Too Large,0.09686,88,1022,0.07872,0.11500
2013,Saxony-Anhalt,A Bit Too Small,0.09720,72,619,0.07384,0.12056
2013,Saxony-Anhalt,Just Right,0.76261,483,619,0.72907,0.79616
2013,Saxony-Anhalt,A Bit Too Large,0.12401,64,619,0.09802,0.15000
2013,Thuringa,A Bit Too Small,0.09660,72,591,0.07276,0.12043
2013,Thuringa,Just Right,0.78455,448,591,0.75137,0.81773
2013,Thuringa,A Bit Too Large,0.09762,71,591,0.07367,0.12157
2014,Schleswig-Holstein,A Bit Too Small,0.13205,89,541,0.10349,0.16060
2014,Schleswig-Holstein,Just Right,0.68377,392,541,0.64455,0.72299
2014,Schleswig-Holstein,A Bit Too Large,0.13134,60,541,0.10285,0.15983
2014,Hamburg,A Bit Too Small,0.13058,44,237,0.08760,0.17357
2014,Hamburg,Just Right,0.73144,193,237,0.67490,0.78799
2014,Lower Saxony,Much Too Small,0.01895,36,1466,0.01197,0.02594
2014,Lower Saxony,A Bit Too Small,0.09411,175,1466,0.07916,0.10906
2014,Lower Saxony,Just Right,0.67798,994,1466,0.65405,0.70191
2014,Lower Saxony,A Bit Too Large,0.16998,221,1466,0.15074,0.18921
2014,Lower Saxony,Much Too Large,0.03898,40,1466,0.02907,0.04889
2014,Bremen,Just Right,0.74401,86,86,0.65124,0.83679
2014,North Rhine-Westphalia,Much Too Small,0.01117,76,3225,0.00754,0.01479
2014,North Rhine-Westphalia,A Bit Too Small,0.11927,502,3225,0.10808,0.13046
2014,North Rhine-Westphalia,Just Right,0.69352,2227,3225,0.67761,0.70944
2014,North Rhine-Westphalia,A Bit Too Large,0.14761,361,3225,0.13536,0.15985
2014,North Rhine-Westphalia,Much Too Large,0.02843,59,3225,0.02270,0.03417
2014,Hesse,Much Too Small,0.01445,34,1091,0.00737,0.02154
2014,Hesse,A Bit Too Small,0.13703,206,1091,0.11661,0.15744
2014,Hesse,Just Right,0.66985,709,1091,0.64193,0.69776
2014,Hesse,A Bit Too Large,0.15162,142,1091,0.13033,0.17291
2014,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09473,107,885,0.07543,0.11404
2014,"Rhineland-Palatinate, Saarland",Just Right,0.69995,657,885,0.66974,0.73016
2014,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17906,121,885,0.15378,0.20433
2014,Baden-Wuerttemberg,Much Too Small,0.02252,56,1824,0.01571,0.02933
2014,Baden-Wuerttemberg,A Bit Too Small,0.11182,295,1824,0.09736,0.12629
2014,Baden-Wuerttemberg,Just Right,0.68961,1224,1824,0.66837,0.71085
2014,Baden-Wuerttemberg,A Bit Too Large,0.14975,217,1824,0.13337,0.16613
2014,Baden-Wuerttemberg,Much Too Large,0.02629,32,1824,0.01895,0.03364
2014,Bavaria,Much Too Small,0.02332,79,2548,0.01746,0.02918
2014,Bavaria,A Bit Too Small,0.12509,405,2548,0.11224,0.13794
2014,Bavaria,Just Right,0.68091,1703,2548,0.66281,0.69901
2014,Bavaria,A Bit Too Large,0.15230,323,2548,0.13835,0.16626
2014,Bavaria,Much Too Large,0.01838,38,2548,0.01316,0.02359
2014,Berlin,A Bit Too Small,0.22408,152,627,0.19141,0.25674
2014,Berlin,Just Right,0.67767,431,627,0.64106,0.71428
2014,Berlin,A Bit Too Large,0.07426,44,627,0.05372,0.09480
2014,Brandenburg,A Bit Too Small,0.12556,80,596,0.09894,0.15219
2014,Brandenburg,Just Right,0.72985,463,596,0.69418,0.76553
2014,Brandenburg,A Bit Too Large,0.10823,53,596,0.08326,0.13319
2014,Mecklenburg-Western Pomerania,A Bit Too Small,0.14238,54,338,0.10507,0.17969
2014,Mecklenburg-Western Pomerania,Just Right,0.70849,243,338,0.65997,0.75701
2014,Mecklenburg-Western Pomerania,A Bit Too Large,0.10663,41,338,0.07368,0.13959
2014,Saxony,A Bit Too Small,0.14826,156,918,0.12526,0.17126
2014,Saxony,Just Right,0.68913,657,918,0.65917,0.71909
2014,Saxony,A Bit Too Large,0.13829,105,918,0.11595,0.16063
2014,Saxony-Anhalt,A Bit Too Small,0.11056,71,567,0.08473,0.13640
2014,Saxony-Anhalt,Just Right,0.76150,438,567,0.72639,0.79661
2014,Saxony-Anhalt,A Bit Too Large,0.10919,58,567,0.08350,0.13489
2014,Thuringa,A Bit Too Small,0.10465,78,582,0.07976,0.12954
2014,Thuringa,Just Right,0.78604,429,582,0.75269,0.81938
2014,Thuringa,A Bit Too Large,0.10089,75,582,0.07640,0.12538
2015,Schleswig-Holstein,A Bit Too Small,0.10635,75,522,0.07988,0.13283
2015,Schleswig-Holstein,Just Right,0.66134,382,522,0.62071,0.70198
2015,Schleswig-Holstein,A Bit Too Large,0.17876,65,522,0.14586,0.21166
2015,Hamburg,A Bit Too Small,0.14456,54,253,0.10114,0.18798
2015,Hamburg,Just Right,0.73024,199,253,0.67544,0.78504
2015,Lower Saxony,A Bit Too Small,0.09128,181,1467,0.07654,0.10603
2015,Lower Saxony,Just Right,0.69153,1050,1467,0.66788,0.71517
2015,Lower Saxony,A Bit Too Large,0.15901,188,1467,0.14029,0.17773
2015,Lower Saxony,Much Too Large,0.05084,48,1467,0.03960,0.06209
2015,Bremen,Just Right,0.70974,81,81,0.61028,0.80920
2015,North Rhine-Westphalia,Much Too Small,0.01082,80,3205,0.00724,0.01441
2015,North Rhine-Westphalia,A Bit Too Small,0.11093,489,3205,0.10006,0.12181
2015,North Rhine-Westphalia,Just Right,0.70141,2216,3205,0.68556,0.71726
2015,North Rhine-Westphalia,A Bit Too Large,0.15056,367,3205,0.13818,0.16295
2015,North Rhine-Westphalia,Much Too Large,0.02627,53,3205,0.02073,0.03181
2015,Hesse,Much Too Small,0.01919,42,1113,0.01113,0.02726
2015,Hesse,A Bit Too Small,0.13491,200,1113,0.11483,0.15498
2015,Hesse,Just Right,0.68043,735,1113,0.65302,0.70784
2015,Hesse,A Bit Too Large,0.14658,136,1113,0.12579,0.16736
2015,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08941,121,888,0.07063,0.10819
2015,"Rhineland-Palatinate, Saarland",Just Right,0.69797,635,888,0.66776,0.72819
2015,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.18060,132,888,0.15529,0.20592
2015,Baden-Wuerttemberg,Much Too Small,0.02511,67,1825,0.01793,0.03229
2015,Baden-Wuerttemberg,A Bit Too Small,0.10786,292,1825,0.09363,0.12210
2015,Baden-Wuerttemberg,Just Right,0.69158,1220,1825,0.67039,0.71278
2015,Baden-Wuerttemberg,A Bit Too Large,0.14899,210,1825,0.13265,0.16533
2015,Baden-Wuerttemberg,Much Too Large,0.02645,36,1825,0.01909,0.03381
2015,Bavaria,Much Too Small,0.02357,80,2584,0.01772,0.02942
2015,Bavaria,A Bit Too Small,0.11066,395,2584,0.09856,0.12276
2015,Bavaria,Just Right,0.69780,1776,2584,0.68009,0.71551
2015,Bavaria,A Bit Too Large,0.14505,291,2584,0.13147,0.15863
2015,Bavaria,Much Too Large,0.02292,42,2584,0.01715,0.02869
2015,Berlin,A Bit Too Small,0.20894,139,616,0.17681,0.24108
2015,Berlin,Just Right,0.69815,435,616,0.66187,0.73444
2015,Berlin,A Bit Too Large,0.06598,42,616,0.04636,0.08560
2015,Brandenburg,A Bit Too Small,0.09521,69,578,0.07126,0.11916
2015,Brandenburg,Just Right,0.75399,446,578,0.71885,0.78913
2015,Brandenburg,A Bit Too Large,0.11841,63,578,0.09205,0.14477
2015,Mecklenburg-Western Pomerania,A Bit Too Small,0.14343,53,334,0.10578,0.18107
2015,Mecklenburg-Western Pomerania,Just Right,0.71651,243,334,0.66810,0.76491
2015,Mecklenburg-Western Pomerania,A Bit Too Large,0.09499,38,334,0.06350,0.12648
2015,Saxony,A Bit Too Small,0.13216,142,894,0.10995,0.15437
2015,Saxony,Just Right,0.74467,683,894,0.71607,0.77327
2015,Saxony,A Bit Too Large,0.10234,69,894,0.08246,0.12222
2015,Saxony-Anhalt,A Bit Too Small,0.09965,59,528,0.07407,0.12522
2015,Saxony-Anhalt,Just Right,0.74730,410,528,0.71019,0.78440
2015,Saxony-Anhalt,A Bit Too Large,0.12804,59,528,0.09952,0.15657
2015,Thuringa,A Bit Too Small,0.08325,77,566,0.06047,0.10603
2015,Thuringa,Just Right,0.78060,414,566,0.74647,0.81472
2015,Thuringa,A Bit Too Large,0.11811,75,566,0.09150,0.14473
2016,Schleswig-Holstein,Much Too Small,0.01415,38,616,0.00482,0.02349
2016,Schleswig-Holstein,A Bit Too Small,0.06545,86,616,0.04590,0.08500
2016,Schleswig-Holstein,Just Right,0.68292,427,616,0.64615,0.71970
2016,Schleswig-Holstein,A Bit Too Large,0.19106,65,616,0.15999,0.22213
2016,Hamburg,A Bit Too Small,0.11029,48,255,0.07176,0.14881
2016,Hamburg,Just Right,0.73728,207,255,0.68315,0.79140
2016,Lower Saxony,Much Too Small,0.00682,45,1572,0.00275,0.01089
2016,Lower Saxony,A Bit Too Small,0.09790,216,1572,0.08321,0.11260
2016,Lower Saxony,Just Right,0.66380,1068,1572,0.64043,0.68716
2016,Lower Saxony,A Bit Too Large,0.18276,199,1572,0.16365,0.20187
2016,Lower Saxony,Much Too Large,0.04873,44,1572,0.03808,0.05937
2016,Bremen,Just Right,0.69342,83,83,0.59363,0.79322
2016,North Rhine-Westphalia,Much Too Small,0.01292,138,3373,0.00911,0.01673
2016,North Rhine-Westphalia,A Bit Too Small,0.11063,488,3373,0.10004,0.12121
2016,North Rhine-Westphalia,Just Right,0.72084,2390,3373,0.70570,0.73598
2016,North Rhine-Westphalia,A Bit Too Large,0.13457,309,3373,0.12305,0.14609
2016,North Rhine-Westphalia,Much Too Large,0.02105,48,3373,0.01621,0.02590
2016,Hesse,Much Too Small,0.01277,55,1108,0.00615,0.01938
2016,Hesse,A Bit Too Small,0.12088,197,1108,0.10168,0.14009
2016,Hesse,Just Right,0.69572,736,1108,0.66861,0.72282
2016,Hesse,A Bit Too Large,0.14487,120,1108,0.12414,0.16561
2016,"Rhineland-Palatinate, Saarland",Much Too Small,0.00817,47,1023,0.00265,0.01368
2016,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10159,144,1023,0.08307,0.12011
2016,"Rhineland-Palatinate, Saarland",Just Right,0.72408,721,1023,0.69668,0.75149
2016,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14534,111,1023,0.12373,0.16694
2016,Baden-Wuerttemberg,Much Too Small,0.01996,83,1863,0.01361,0.02632
2016,Baden-Wuerttemberg,A Bit Too Small,0.11278,308,1863,0.09841,0.12715
2016,Baden-Wuerttemberg,Just Right,0.69844,1237,1863,0.67759,0.71928
2016,Baden-Wuerttemberg,A Bit Too Large,0.14279,203,1863,0.12690,0.15868
2016,Baden-Wuerttemberg,Much Too Large,0.02603,32,1863,0.01879,0.03326
2016,Bavaria,Much Too Small,0.01579,94,2524,0.01093,0.02066
2016,Bavaria,A Bit Too Small,0.12711,415,2524,0.11411,0.14010
2016,Bavaria,Just Right,0.67960,1684,2524,0.66139,0.69781
2016,Bavaria,A Bit Too Large,0.15723,294,2524,0.14302,0.17143
2016,Bavaria,Much Too Large,0.02027,37,2524,0.01477,0.02577
2016,Berlin,Much Too Small,0.02620,34,666,0.01406,0.03834
2016,Berlin,A Bit Too Small,0.20120,143,666,0.17073,0.23167
2016,Berlin,Just Right,0.66382,441,666,0.62791,0.69973
2016,Berlin,A Bit Too Large,0.10115,48,666,0.07823,0.12407
2016,Brandenburg,A Bit Too Small,0.12819,105,624,0.10194,0.15444
2016,Brandenburg,Just Right,0.74598,453,624,0.71180,0.78016
2016,Brandenburg,A Bit Too Large,0.10938,66,624,0.08488,0.13389
2016,Mecklenburg-Western Pomerania,A Bit Too Small,0.13360,54,356,0.09821,0.16899
2016,Mecklenburg-Western Pomerania,Just Right,0.74527,268,356,0.69995,0.79060
2016,Mecklenburg-Western Pomerania,A Bit Too Large,0.08783,34,356,0.05839,0.11728
2016,Saxony,Much Too Small,0.01327,37,958,0.00602,0.02052
2016,Saxony,A Bit Too Small,0.15104,162,958,0.12835,0.17373
2016,Saxony,Just Right,0.70082,674,958,0.67181,0.72984
2016,Saxony,A Bit Too Large,0.12140,85,958,0.10071,0.14209
2016,Saxony-Anhalt,A Bit Too Small,0.10079,84,547,0.07554,0.12604
2016,Saxony-Anhalt,Just Right,0.73132,399,547,0.69413,0.76850
2016,Saxony-Anhalt,A Bit Too Large,0.15135,64,547,0.12129,0.18141
2016,Thuringa,Much Too Small,0.02401,40,607,0.01182,0.03620
2016,Thuringa,A Bit Too Small,0.11080,80,607,0.08580,0.13579
2016,Thuringa,Just Right,0.77043,431,607,0.73695,0.80392
2016,Thuringa,A Bit Too Large,0.09390,56,607,0.07067,0.11712
2017,Schleswig-Holstein,Much Too Small,0.01161,40,708,0.00371,0.01951
2017,Schleswig-Holstein,A Bit Too Small,0.07910,90,708,0.05921,0.09900
2017,Schleswig-Holstein,Just Right,0.70962,507,708,0.67616,0.74308
2017,Schleswig-Holstein,A Bit Too Large,0.16766,71,708,0.14012,0.19519
2017,Hamburg,A Bit Too Small,0.13656,62,291,0.09703,0.17608
2017,Hamburg,Just Right,0.73331,229,291,0.68241,0.78421
2017,Lower Saxony,Much Too Small,0.01719,76,1896,0.01133,0.02304
2017,Lower Saxony,A Bit Too Small,0.08349,262,1896,0.07104,0.09595
2017,Lower Saxony,Just Right,0.67628,1284,1896,0.65521,0.69734
2017,Lower Saxony,A Bit Too Large,0.17727,229,1896,0.16007,0.19446
2017,Lower Saxony,Much Too Large,0.04578,45,1896,0.03637,0.05519
2017,Bremen,A Bit Too Small,0.09953,37,142,0.05012,0.14895
2017,Bremen,Just Right,0.71915,105,142,0.64497,0.79334
2017,North Rhine-Westphalia,Much Too Small,0.01545,182,3823,0.01154,0.01936
2017,North Rhine-Westphalia,A Bit Too Small,0.09333,532,3823,0.08411,0.10255
2017,North Rhine-Westphalia,Just Right,0.72663,2679,3823,0.71250,0.74076
2017,North Rhine-Westphalia,A Bit Too Large,0.13994,375,3823,0.12894,0.15094
2017,North Rhine-Westphalia,Much Too Large,0.02465,55,3823,0.01974,0.02957
2017,Hesse,Much Too Small,0.02375,82,1249,0.01530,0.03220
2017,Hesse,A Bit Too Small,0.11345,216,1249,0.09585,0.13104
2017,Hesse,Just Right,0.69259,808,1249,0.66699,0.71819
2017,Hesse,A Bit Too Large,0.14655,143,1249,0.12693,0.16617
2017,"Rhineland-Palatinate, Saarland",Much Too Small,0.01022,49,1045,0.00412,0.01632
2017,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09305,136,1045,0.07542,0.11067
2017,"Rhineland-Palatinate, Saarland",Just Right,0.71959,751,1045,0.69234,0.74684
2017,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14074,109,1045,0.11965,0.16184
2017,Baden-Wuerttemberg,Much Too Small,0.01596,84,2003,0.01047,0.02145
2017,Baden-Wuerttemberg,A Bit Too Small,0.10564,330,2003,0.09217,0.11910
2017,Baden-Wuerttemberg,Just Right,0.70774,1337,2003,0.68782,0.72766
2017,Baden-Wuerttemberg,A Bit Too Large,0.13949,219,2003,0.12431,0.15466
2017,Baden-Wuerttemberg,Much Too Large,0.03117,33,2003,0.02356,0.03879
2017,Bavaria,Much Too Small,0.01845,78,2753,0.01342,0.02348
2017,Bavaria,A Bit Too Small,0.12260,410,2753,0.11035,0.13486
2017,Bavaria,Just Right,0.69045,1889,2753,0.67318,0.70773
2017,Bavaria,A Bit Too Large,0.14709,340,2753,0.13386,0.16032
2017,Bavaria,Much Too Large,0.02140,36,2753,0.01599,0.02681
2017,Berlin,A Bit Too Small,0.21066,162,688,0.18017,0.24116
2017,Berlin,Just Right,0.65803,469,688,0.62255,0.69350
2017,Berlin,A Bit Too Large,0.08571,57,688,0.06477,0.10664
2017,Brandenburg,A Bit Too Small,0.10197,111,664,0.07894,0.12501
2017,Brandenburg,Just Right,0.74178,477,664,0.70846,0.77509
2017,Brandenburg,A Bit Too Large,0.12168,76,664,0.09680,0.14657
2017,Mecklenburg-Western Pomerania,A Bit Too Small,0.15624,63,385,0.11993,0.19256
2017,Mecklenburg-Western Pomerania,Just Right,0.73512,287,385,0.69099,0.77926
2017,Mecklenburg-Western Pomerania,A Bit Too Large,0.09776,35,385,0.06805,0.12746
2017,Saxony,Much Too Small,0.01123,32,1072,0.00492,0.01755
2017,Saxony,A Bit Too Small,0.13958,167,1072,0.11883,0.16034
2017,Saxony,Just Right,0.72213,776,1072,0.69530,0.74896
2017,Saxony,A Bit Too Large,0.11424,97,1072,0.09519,0.13329
2017,Saxony-Anhalt,A Bit Too Small,0.07581,79,604,0.05469,0.09694
2017,Saxony-Anhalt,Just Right,0.77437,468,604,0.74101,0.80773
2017,Saxony-Anhalt,A Bit Too Large,0.11504,57,604,0.08958,0.14051
2017,Thuringa,A Bit Too Small,0.11354,85,623,0.08861,0.13847
2017,Thuringa,Just Right,0.75217,475,623,0.71824,0.78610
2017,Thuringa,A Bit Too Large,0.09669,63,623,0.07347,0.11992
2018,Schleswig-Holstein,Much Too Small,0.01154,40,667,0.00343,0.01966
2018,Schleswig-Holstein,A Bit Too Small,0.10661,104,667,0.08317,0.13005
2018,Schleswig-Holstein,Just Right,0.69443,458,667,0.65945,0.72942
2018,Schleswig-Holstein,A Bit Too Large,0.15066,65,667,0.12350,0.17783
2018,Hamburg,A Bit Too Small,0.14583,69,321,0.10716,0.18450
2018,Hamburg,Just Right,0.74241,252,321,0.69449,0.79032
2018,Lower Saxony,Much Too Small,0.01260,72,1792,0.00743,0.01777
2018,Lower Saxony,A Bit Too Small,0.08346,216,1792,0.07065,0.09627
2018,Lower Saxony,Just Right,0.66345,1198,1792,0.64156,0.68533
2018,Lower Saxony,A Bit Too Large,0.18887,253,1792,0.17074,0.20699
2018,Lower Saxony,Much Too Large,0.05163,53,1792,0.04138,0.06188
2018,Bremen,A Bit Too Small,0.12032,42,156,0.06910,0.17153
2018,Bremen,Just Right,0.70483,114,156,0.63302,0.77664
2018,North Rhine-Westphalia,Much Too Small,0.01433,159,3762,0.01053,0.01813
2018,North Rhine-Westphalia,A Bit Too Small,0.09765,530,3762,0.08816,0.10713
2018,North Rhine-Westphalia,Just Right,0.72135,2638,3762,0.70702,0.73568
2018,North Rhine-Westphalia,A Bit Too Large,0.14521,380,3762,0.13395,0.15647
2018,North Rhine-Westphalia,Much Too Large,0.02146,55,3762,0.01683,0.02609
2018,Hesse,Much Too Small,0.03108,73,1207,0.02129,0.04088
2018,Hesse,A Bit Too Small,0.10845,227,1207,0.09090,0.12600
2018,Hesse,Just Right,0.68338,758,1207,0.65712,0.70963
2018,Hesse,A Bit Too Large,0.15873,149,1207,0.13811,0.17935
2018,"Rhineland-Palatinate, Saarland",Much Too Small,0.00395,39,1048,0.00015,0.00776
2018,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11647,150,1048,0.09704,0.13590
2018,"Rhineland-Palatinate, Saarland",Just Right,0.69277,735,1048,0.66483,0.72072
2018,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16119,124,1048,0.13892,0.18347
2018,Baden-Wuerttemberg,Much Too Small,0.01957,84,1866,0.01328,0.02586
2018,Baden-Wuerttemberg,A Bit Too Small,0.09652,294,1866,0.08312,0.10993
2018,Baden-Wuerttemberg,Just Right,0.72422,1269,1866,0.70393,0.74450
2018,Baden-Wuerttemberg,A Bit Too Large,0.14517,219,1866,0.12919,0.16116
2018,Bavaria,Much Too Small,0.01981,82,2607,0.01446,0.02516
2018,Bavaria,A Bit Too Small,0.12580,407,2607,0.11307,0.13853
2018,Bavaria,Just Right,0.67987,1792,2607,0.66196,0.69778
2018,Bavaria,A Bit Too Large,0.15527,326,2607,0.14137,0.16918
2018,Berlin,Much Too Small,0.02161,38,780,0.01140,0.03183
2018,Berlin,A Bit Too Small,0.19276,172,780,0.16506,0.22046
2018,Berlin,Just Right,0.69856,508,780,0.66634,0.73079
2018,Berlin,A Bit Too Large,0.07796,62,780,0.05913,0.09678
2018,Brandenburg,A Bit Too Small,0.11110,106,699,0.08779,0.13441
2018,Brandenburg,Just Right,0.75723,522,699,0.72542,0.78904
2018,Brandenburg,A Bit Too Large,0.12098,71,699,0.09678,0.14517
2018,Mecklenburg-Western Pomerania,A Bit Too Small,0.15230,68,400,0.11704,0.18755
2018,Mecklenburg-Western Pomerania,Just Right,0.73183,297,400,0.68836,0.77530
2018,Mecklenburg-Western Pomerania,A Bit Too Large,0.09466,35,400,0.06593,0.12338
2018,Saxony,A Bit Too Small,0.12303,146,1029,0.10295,0.14311
2018,Saxony,Just Right,0.75207,799,1029,0.72568,0.77847
2018,Saxony,A Bit Too Large,0.11118,84,1029,0.09197,0.13040
2018,Saxony-Anhalt,A Bit Too Small,0.08091,86,596,0.05900,0.10283
2018,Saxony-Anhalt,Just Right,0.76097,454,596,0.72670,0.79524
2018,Saxony-Anhalt,A Bit Too Large,0.12314,56,596,0.09674,0.14954
2018,Thuringa,A Bit Too Small,0.08721,78,619,0.06497,0.10946
2018,Thuringa,Just Right,0.77814,480,619,0.74538,0.81090
2018,Thuringa,A Bit Too Large,0.10525,61,619,0.08105,0.12944
2019,Schleswig-Holstein,Much Too Small,0.01289,33,703,0.00455,0.02124
2019,Schleswig-Holstein,A Bit Too Small,0.12043,95,703,0.09635,0.14450
2019,Schleswig-Holstein,Just Right,0.67746,498,703,0.64288,0.71204
2019,Schleswig-Holstein,A Bit Too Large,0.15711,77,703,0.13019,0.18403
2019,Hamburg,A Bit Too Small,0.10084,58,370,0.07011,0.13156
2019,Hamburg,Just Right,0.75791,279,370,0.71421,0.80162
2019,Hamburg,A Bit Too Large,0.09148,33,370,0.06206,0.12089
2019,Lower Saxony,Much Too Small,0.00892,43,1770,0.00454,0.01330
2019,Lower Saxony,A Bit Too Small,0.09677,218,1770,0.08299,0.11055
2019,Lower Saxony,Just Right,0.68666,1219,1770,0.66505,0.70828
2019,Lower Saxony,A Bit Too Large,0.16660,238,1770,0.14923,0.18396
2019,Lower Saxony,Much Too Large,0.04105,52,1770,0.03180,0.05030
2019,Bremen,A Bit Too Small,0.12923,40,149,0.07519,0.18328
2019,Bremen,Just Right,0.66759,109,149,0.59169,0.74348
2019,North Rhine-Westphalia,Much Too Small,0.01398,161,3872,0.01028,0.01767
2019,North Rhine-Westphalia,A Bit Too Small,0.09892,496,3872,0.08952,0.10833
2019,North Rhine-Westphalia,Just Right,0.72324,2694,3872,0.70914,0.73733
2019,North Rhine-Westphalia,A Bit Too Large,0.13374,430,3872,0.12301,0.14446
2019,North Rhine-Westphalia,Much Too Large,0.03013,91,3872,0.02474,0.03551
2019,Hesse,Much Too Small,0.01534,57,1262,0.00856,0.02213
2019,Hesse,A Bit Too Small,0.10502,190,1262,0.08810,0.12194
2019,Hesse,Just Right,0.68974,854,1262,0.66421,0.71528
2019,Hesse,A Bit Too Large,0.16677,161,1262,0.14620,0.18735
2019,"Rhineland-Palatinate, Saarland",Much Too Small,0.01008,35,1027,0.00397,0.01620
2019,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08899,138,1027,0.07156,0.10641
2019,"Rhineland-Palatinate, Saarland",Just Right,0.70002,724,1027,0.67198,0.72806
2019,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16597,130,1027,0.14321,0.18874
2019,Baden-Wuerttemberg,Much Too Small,0.01494,94,1945,0.00955,0.02033
2019,Baden-Wuerttemberg,A Bit Too Small,0.11128,261,1945,0.09730,0.12526
2019,Baden-Wuerttemberg,Just Right,0.70706,1299,1945,0.68683,0.72729
2019,Baden-Wuerttemberg,A Bit Too Large,0.14317,255,1945,0.12760,0.15874
2019,Baden-Wuerttemberg,Much Too Large,0.02355,36,1945,0.01681,0.03029
2019,Bavaria,Much Too Small,0.02036,84,2784,0.01511,0.02561
2019,Bavaria,A Bit Too Small,0.10462,363,2784,0.09324,0.11599
2019,Bavaria,Just Right,0.69844,1914,2784,0.68139,0.71549
2019,Bavaria,A Bit Too Large,0.15337,377,2784,0.13998,0.16675
2019,Bavaria,Much Too Large,0.02322,46,2784,0.01762,0.02881
2019,Berlin,A Bit Too Small,0.20506,170,791,0.17691,0.23322
2019,Berlin,Just Right,0.66336,535,791,0.63041,0.69631
2019,Berlin,A Bit Too Large,0.10992,86,791,0.08811,0.13173
2019,Brandenburg,A Bit Too Small,0.08785,98,768,0.06782,0.10789
2019,Brandenburg,Just Right,0.78607,587,768,0.75705,0.81509
2019,Brandenburg,A Bit Too Large,0.10450,83,768,0.08285,0.12615
2019,Mecklenburg-Western Pomerania,A Bit Too Small,0.11899,60,420,0.08799,0.15000
2019,Mecklenburg-Western Pomerania,Just Right,0.74084,312,420,0.69888,0.78279
2019,Mecklenburg-Western Pomerania,A Bit Too Large,0.11963,48,420,0.08855,0.15070
2019,Saxony,A Bit Too Small,0.13346,147,1068,0.11306,0.15387
2019,Saxony,Just Right,0.73637,797,1068,0.70993,0.76280
2019,Saxony,A Bit Too Large,0.11713,124,1068,0.09784,0.13643
2019,Saxony-Anhalt,A Bit Too Small,0.11276,102,603,0.08749,0.13802
2019,Saxony-Anhalt,Just Right,0.71402,427,603,0.67792,0.75012
2019,Saxony-Anhalt,A Bit Too Large,0.15688,74,603,0.12783,0.18594
