year,bula_h,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Baden-Wuerttemberg,Tenant,Much Too Small,0.05642,41,463,0.03538,0.07746
1993,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.21251,104,463,0.17521,0.24982
1993,Baden-Wuerttemberg,Tenant,Just Right,0.67587,318,463,0.63318,0.71855
1993,Bavaria,Owner,A Bit Too Small,0.08079,34,341,0.05182,0.10976
1993,Bavaria,Owner,Just Right,0.76662,265,341,0.72165,0.81158
1993,Bavaria,Owner,A Bit Too Large,0.14069,42,341,0.10373,0.17765
1993,Bavaria,Tenant,A Bit Too Small,0.21712,104,427,0.17797,0.25627
1993,Bavaria,Tenant,Just Right,0.72031,323,427,0.67769,0.76294
1993,Berlin,Tenant,A Bit Too Small,0.25586,65,260,0.20272,0.30900
1993,Berlin,Tenant,Just Right,0.65522,195,260,0.59734,0.71311
1993,Brandenburg,Owner,Just Right,0.77098,81,81,0.67890,0.86306
1993,Brandenburg,Tenant,A Bit Too Small,0.21582,57,179,0.15538,0.27625
1993,Brandenburg,Tenant,Just Right,0.64508,122,179,0.57479,0.71538
1993,Mecklenburg-Western Pomerania,Owner,Just Right,0.86628,53,53,0.77377,0.95879
1993,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.21903,36,121,0.14503,0.29303
1993,Mecklenburg-Western Pomerania,Tenant,Just Right,0.66982,85,121,0.58568,0.75397
1993,Saxony,Owner,Just Right,0.79229,101,101,0.71278,0.87180
1993,Saxony,Tenant,A Bit Too Small,0.23432,108,376,0.19145,0.27719
1993,Saxony,Tenant,Just Right,0.66604,268,376,0.61831,0.71378
1993,Saxony-Anhalt,Owner,Just Right,0.82800,93,93,0.75088,0.90511
1993,Saxony-Anhalt,Tenant,A Bit Too Small,0.19279,58,200,0.13798,0.24760
1993,Saxony-Anhalt,Tenant,Just Right,0.62418,142,200,0.55688,0.69147
1993,Thuringa,Owner,Just Right,0.85675,110,110,0.79098,0.92252
1993,Thuringa,Tenant,A Bit Too Small,0.20228,43,166,0.14099,0.26358
1993,Thuringa,Tenant,Just Right,0.73284,123,166,0.66532,0.80036
1994,Schleswig-Holstein,Owner,Just Right,0.69953,44,44,0.56250,0.83657
1994,Schleswig-Holstein,Tenant,Just Right,0.60247,50,50,0.46545,0.73950
1994,Hamburg,Tenant,Just Right,0.68686,49,49,0.55566,0.81806
1994,Lower Saxony,Owner,Just Right,0.75915,166,202,0.70003,0.81826
1994,Lower Saxony,Owner,A Bit Too Large,0.16809,36,202,0.11639,0.21978
1994,Lower Saxony,Tenant,A Bit Too Small,0.14036,39,238,0.09614,0.18459
1994,Lower Saxony,Tenant,Just Right,0.74288,199,238,0.68724,0.79852
1994,North Rhine-Westphalia,Owner,A Bit Too Small,0.09610,42,410,0.06754,0.12467
1994,North Rhine-Westphalia,Owner,Just Right,0.77267,324,410,0.73205,0.81329
1994,North Rhine-Westphalia,Owner,A Bit Too Large,0.11407,44,410,0.08326,0.14487
1994,North Rhine-Westphalia,Tenant,Much Too Small,0.03241,47,765,0.01985,0.04496
1994,North Rhine-Westphalia,Tenant,A Bit Too Small,0.21657,190,765,0.18736,0.24578
1994,North Rhine-Westphalia,Tenant,Just Right,0.69822,528,765,0.66567,0.73077
1994,Hesse,Owner,Just Right,0.72969,118,118,0.64922,0.81017
1994,Hesse,Tenant,A Bit Too Small,0.19024,70,253,0.14178,0.23870
1994,Hesse,Tenant,Just Right,0.70863,183,253,0.65253,0.76474
1994,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79795,134,134,0.72970,0.86619
1994,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.22436,33,138,0.15450,0.29421
1994,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.70861,105,138,0.63251,0.78470
1994,Baden-Wuerttemberg,Owner,Just Right,0.79950,263,294,0.75366,0.84534
1994,Baden-Wuerttemberg,Owner,A Bit Too Large,0.11548,31,294,0.07888,0.15208
1994,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.18899,101,425,0.15172,0.22625
1994,Baden-Wuerttemberg,Tenant,Just Right,0.71696,324,425,0.67408,0.75984
1994,Bavaria,Owner,Just Right,0.74226,263,309,0.69341,0.79111
1994,Bavaria,Owner,A Bit Too Large,0.15685,46,309,0.11623,0.19746
1994,Bavaria,Tenant,A Bit Too Small,0.16798,87,439,0.13297,0.20299
1994,Bavaria,Tenant,Just Right,0.72098,321,439,0.67897,0.76298
1994,Bavaria,Tenant,A Bit Too Large,0.07936,31,439,0.05404,0.10467
1994,Berlin,Tenant,A Bit Too Small,0.24700,68,239,0.19221,0.30179
1994,Berlin,Tenant,Just Right,0.64095,171,239,0.58000,0.70190
1994,Brandenburg,Owner,Just Right,0.75711,79,79,0.66195,0.85228
1994,Brandenburg,Tenant,A Bit Too Small,0.19226,45,172,0.13320,0.25133
1994,Brandenburg,Tenant,Just Right,0.69216,127,172,0.62297,0.76134
1994,Mecklenburg-Western Pomerania,Owner,Just Right,0.85033,48,48,0.74833,0.95232
1994,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.24584,37,122,0.16912,0.32256
1994,Mecklenburg-Western Pomerania,Tenant,Just Right,0.66885,85,122,0.58500,0.75271
1994,Saxony,Owner,Just Right,0.73851,108,108,0.65525,0.82178
1994,Saxony,Tenant,A Bit Too Small,0.20332,90,384,0.16301,0.24362
1994,Saxony,Tenant,Just Right,0.67098,260,384,0.62392,0.71804
1994,Saxony,Tenant,A Bit Too Large,0.08589,34,384,0.05783,0.11396
1994,Saxony-Anhalt,Owner,Just Right,0.79566,86,86,0.70994,0.88139
1994,Saxony-Anhalt,Tenant,A Bit Too Small,0.27553,67,204,0.21407,0.33699
1994,Saxony-Anhalt,Tenant,Just Right,0.62832,137,204,0.56184,0.69479
1994,Thuringa,Owner,Just Right,0.79452,108,108,0.71796,0.87108
1994,Thuringa,Tenant,A Bit Too Small,0.21010,44,172,0.14904,0.27116
1994,Thuringa,Tenant,Just Right,0.70371,128,172,0.63527,0.77215
1995,Schleswig-Holstein,Owner,Just Right,0.68126,49,49,0.54943,0.81309
1995,Schleswig-Holstein,Tenant,Just Right,0.61053,48,48,0.47112,0.74994
1995,Hamburg,Tenant,Just Right,0.69355,47,47,0.56032,0.82678
1995,Lower Saxony,Owner,Just Right,0.70879,167,206,0.64660,0.77098
1995,Lower Saxony,Owner,A Bit Too Large,0.18216,39,206,0.12932,0.23499
1995,Lower Saxony,Tenant,A Bit Too Small,0.17708,61,265,0.13103,0.22313
1995,Lower Saxony,Tenant,Just Right,0.73252,204,265,0.67913,0.78592
1995,North Rhine-Westphalia,Owner,A Bit Too Small,0.08717,41,422,0.06022,0.11411
1995,North Rhine-Westphalia,Owner,Just Right,0.74965,325,422,0.70826,0.79103
1995,North Rhine-Westphalia,Owner,A Bit Too Large,0.14606,56,422,0.11233,0.17980
1995,North Rhine-Westphalia,Tenant,Much Too Small,0.03402,52,854,0.02185,0.04619
1995,North Rhine-Westphalia,Tenant,A Bit Too Small,0.19952,191,854,0.17270,0.22634
1995,North Rhine-Westphalia,Tenant,Just Right,0.70835,580,854,0.67785,0.73886
1995,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05591,31,854,0.04049,0.07132
1995,Hesse,Owner,Just Right,0.72871,113,113,0.64636,0.81105
1995,Hesse,Tenant,A Bit Too Small,0.21478,80,287,0.16718,0.26238
1995,Hesse,Tenant,Just Right,0.70084,207,287,0.64778,0.75391
1995,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76400,130,130,0.69072,0.83727
1995,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.21930,44,167,0.15636,0.28225
1995,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.69187,123,167,0.62163,0.76211
1995,Baden-Wuerttemberg,Owner,Just Right,0.82388,281,281,0.77926,0.86850
1995,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.22253,123,455,0.18427,0.26079
1995,Baden-Wuerttemberg,Tenant,Just Right,0.70557,332,455,0.66364,0.74749
1995,Bavaria,Owner,Just Right,0.74318,268,314,0.69478,0.79158
1995,Bavaria,Owner,A Bit Too Large,0.16595,46,314,0.12473,0.20717
1995,Bavaria,Tenant,A Bit Too Small,0.18951,100,453,0.15338,0.22564
1995,Bavaria,Tenant,Just Right,0.69195,353,453,0.64939,0.73451
1995,Berlin,Tenant,A Bit Too Small,0.25624,68,248,0.20180,0.31069
1995,Berlin,Tenant,Just Right,0.60816,180,248,0.54728,0.66904
1995,Brandenburg,Owner,Just Right,0.74137,76,76,0.64227,0.84047
1995,Brandenburg,Tenant,A Bit Too Small,0.22024,50,164,0.15662,0.28386
1995,Brandenburg,Tenant,Just Right,0.67886,114,164,0.60718,0.75054
1995,Mecklenburg-Western Pomerania,Owner,Just Right,0.79437,47,47,0.67757,0.91117
1995,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.22802,34,129,0.15534,0.30071
1995,Mecklenburg-Western Pomerania,Tenant,Just Right,0.67795,95,129,0.59700,0.75890
1995,Saxony,Owner,Just Right,0.81139,109,109,0.73761,0.88517
1995,Saxony,Tenant,A Bit Too Small,0.18735,78,376,0.14786,0.22684
1995,Saxony,Tenant,Just Right,0.68604,265,376,0.63907,0.73302
1995,Saxony,Tenant,A Bit Too Large,0.08167,33,376,0.05395,0.10938
1995,Saxony-Anhalt,Owner,Just Right,0.75077,91,91,0.66140,0.84014
1995,Saxony-Anhalt,Tenant,A Bit Too Small,0.25559,64,202,0.19529,0.31590
1995,Saxony-Anhalt,Tenant,Just Right,0.65281,138,202,0.58700,0.71863
1995,Thuringa,Owner,Just Right,0.79741,110,110,0.72196,0.87287
1995,Thuringa,Tenant,A Bit Too Small,0.18771,40,164,0.12776,0.24766
1995,Thuringa,Tenant,Just Right,0.71105,124,164,0.64146,0.78064
1996,Schleswig-Holstein,Owner,Just Right,0.58311,49,49,0.44363,0.72259
1996,Schleswig-Holstein,Tenant,Just Right,0.67136,44,44,0.53096,0.81176
1996,Hamburg,Tenant,Just Right,0.67814,48,48,0.54458,0.81171
1996,Lower Saxony,Owner,Just Right,0.72057,174,215,0.66045,0.78069
1996,Lower Saxony,Owner,A Bit Too Large,0.20053,41,215,0.14688,0.25417
1996,Lower Saxony,Tenant,A Bit Too Small,0.17645,59,259,0.12993,0.22296
1996,Lower Saxony,Tenant,Just Right,0.70208,200,259,0.64627,0.75789
1996,North Rhine-Westphalia,Owner,A Bit Too Small,0.07740,36,414,0.05163,0.10318
1996,North Rhine-Westphalia,Owner,Just Right,0.73886,319,414,0.69649,0.78122
1996,North Rhine-Westphalia,Owner,A Bit Too Large,0.16255,59,414,0.12696,0.19813
1996,North Rhine-Westphalia,Tenant,Much Too Small,0.03220,50,849,0.02032,0.04408
1996,North Rhine-Westphalia,Tenant,A Bit Too Small,0.19224,180,849,0.16572,0.21876
1996,North Rhine-Westphalia,Tenant,Just Right,0.70088,579,849,0.67006,0.73170
1996,North Rhine-Westphalia,Tenant,A Bit Too Large,0.07105,40,849,0.05376,0.08834
1996,Hesse,Owner,Just Right,0.73780,114,114,0.65670,0.81890
1996,Hesse,Tenant,A Bit Too Small,0.20106,69,279,0.15395,0.24818
1996,Hesse,Tenant,Just Right,0.73544,210,279,0.68358,0.78729
1996,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.70344,122,122,0.62206,0.78482
1996,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.23061,40,159,0.16493,0.29630
1996,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.70348,119,159,0.63226,0.77469
1996,Baden-Wuerttemberg,Owner,A Bit Too Small,0.07871,32,332,0.04970,0.10772
1996,Baden-Wuerttemberg,Owner,Just Right,0.77435,267,332,0.72931,0.81938
1996,Baden-Wuerttemberg,Owner,A Bit Too Large,0.12142,33,332,0.08623,0.15661
1996,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.18327,108,441,0.14712,0.21942
1996,Baden-Wuerttemberg,Tenant,Just Right,0.71718,333,441,0.67509,0.75926
1996,Bavaria,Owner,A Bit Too Small,0.07198,35,346,0.04471,0.09926
1996,Bavaria,Owner,Just Right,0.71159,262,346,0.66379,0.75940
1996,Bavaria,Owner,A Bit Too Large,0.18133,49,346,0.14068,0.22199
1996,Bavaria,Tenant,A Bit Too Small,0.19979,103,460,0.16321,0.23637
1996,Bavaria,Tenant,Just Right,0.71252,357,460,0.67112,0.75393
1996,Berlin,Tenant,A Bit Too Small,0.24434,72,246,0.19053,0.29814
1996,Berlin,Tenant,Just Right,0.64871,174,246,0.58894,0.70849
1996,Brandenburg,Owner,Just Right,0.78514,87,87,0.69833,0.87194
1996,Brandenburg,Tenant,A Bit Too Small,0.21749,47,168,0.15492,0.28006
1996,Brandenburg,Tenant,Just Right,0.69215,121,168,0.62214,0.76216
1996,Mecklenburg-Western Pomerania,Owner,Just Right,0.84843,50,50,0.74802,0.94884
1996,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.24428,36,126,0.16896,0.31961
1996,Mecklenburg-Western Pomerania,Tenant,Just Right,0.67001,90,126,0.58758,0.75244
1996,Saxony,Owner,Just Right,0.76961,127,127,0.69608,0.84313
1996,Saxony,Tenant,A Bit Too Small,0.19394,81,347,0.15228,0.23561
1996,Saxony,Tenant,Just Right,0.68296,266,347,0.63393,0.73199
1996,Saxony-Anhalt,Owner,Just Right,0.79225,91,91,0.70843,0.87607
1996,Saxony-Anhalt,Tenant,A Bit Too Small,0.23599,61,190,0.17545,0.29653
1996,Saxony-Anhalt,Tenant,Just Right,0.63550,129,190,0.56688,0.70411
1996,Thuringa,Owner,Just Right,0.85733,118,118,0.79395,0.92070
1996,Thuringa,Tenant,A Bit Too Small,0.17230,41,162,0.11396,0.23063
1996,Thuringa,Tenant,Just Right,0.71404,121,162,0.64424,0.78384
1997,Schleswig-Holstein,Owner,Just Right,0.61271,51,51,0.47768,0.74773
1997,Schleswig-Holstein,Tenant,Just Right,0.63396,42,42,0.48650,0.78141
1997,Hamburg,Tenant,Just Right,0.70350,44,44,0.56699,0.84001
1997,Lower Saxony,Owner,Just Right,0.74212,181,219,0.68405,0.80020
1997,Lower Saxony,Owner,A Bit Too Large,0.17702,38,219,0.12635,0.22768
1997,Lower Saxony,Tenant,A Bit Too Small,0.18685,55,255,0.13891,0.23479
1997,Lower Saxony,Tenant,Just Right,0.71033,200,255,0.65454,0.76611
1997,Bremen,Tenant,Just Right,0.80782,31,31,0.66682,0.94881
1997,North Rhine-Westphalia,Owner,A Bit Too Small,0.08265,42,429,0.05656,0.10874
1997,North Rhine-Westphalia,Owner,Just Right,0.72282,330,429,0.68042,0.76523
1997,North Rhine-Westphalia,Owner,A Bit Too Large,0.16741,57,429,0.13204,0.20278
1997,North Rhine-Westphalia,Tenant,Much Too Small,0.02664,35,819,0.01560,0.03767
1997,North Rhine-Westphalia,Tenant,A Bit Too Small,0.20313,179,819,0.17556,0.23070
1997,North Rhine-Westphalia,Tenant,Just Right,0.68757,558,819,0.65580,0.71933
1997,North Rhine-Westphalia,Tenant,A Bit Too Large,0.07657,47,819,0.05835,0.09479
1997,Hesse,Owner,Just Right,0.72622,113,113,0.64364,0.80880
1997,Hesse,Tenant,A Bit Too Small,0.22700,72,265,0.17647,0.27753
1997,Hesse,Tenant,Just Right,0.71989,193,265,0.66572,0.77406
1997,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76138,133,133,0.68867,0.83410
1997,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.21350,43,178,0.15313,0.27387
1997,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.75124,135,178,0.68755,0.81492
1997,Baden-Wuerttemberg,Owner,A Bit Too Small,0.09507,34,333,0.06352,0.12663
1997,Baden-Wuerttemberg,Owner,Just Right,0.75791,258,333,0.71183,0.80399
1997,Baden-Wuerttemberg,Owner,A Bit Too Large,0.13997,41,333,0.10265,0.17730
1997,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.19819,111,462,0.16180,0.23458
1997,Baden-Wuerttemberg,Tenant,Just Right,0.71539,351,462,0.67420,0.75658
1997,Bavaria,Owner,A Bit Too Small,0.08124,42,368,0.05329,0.10919
1997,Bavaria,Owner,Just Right,0.73365,277,368,0.68842,0.77887
1997,Bavaria,Owner,A Bit Too Large,0.16151,49,368,0.12386,0.19916
1997,Bavaria,Tenant,A Bit Too Small,0.21264,101,428,0.17383,0.25146
1997,Bavaria,Tenant,Just Right,0.67165,327,428,0.62711,0.71619
1997,Berlin,Tenant,A Bit Too Small,0.25597,67,246,0.20132,0.31061
1997,Berlin,Tenant,Just Right,0.64250,179,246,0.58249,0.70252
1997,Brandenburg,Owner,Just Right,0.72294,81,81,0.62486,0.82101
1997,Brandenburg,Tenant,A Bit Too Small,0.22091,52,175,0.15927,0.28255
1997,Brandenburg,Tenant,Just Right,0.66377,123,175,0.59357,0.73396
1997,Mecklenburg-Western Pomerania,Owner,Just Right,0.82026,52,52,0.71488,0.92565
1997,Mecklenburg-Western Pomerania,Tenant,Just Right,0.66493,89,89,0.56631,0.76355
1997,Saxony,Owner,Just Right,0.77786,126,126,0.70499,0.85074
1997,Saxony,Tenant,A Bit Too Small,0.19654,76,339,0.15417,0.23890
1997,Saxony,Tenant,Just Right,0.68900,263,339,0.63965,0.73835
1997,Saxony-Anhalt,Owner,Just Right,0.78279,99,99,0.70115,0.86443
1997,Saxony-Anhalt,Tenant,A Bit Too Small,0.18396,42,184,0.12782,0.24010
1997,Saxony-Anhalt,Tenant,Just Right,0.72598,142,184,0.66136,0.79061
1997,Thuringa,Owner,Just Right,0.86977,119,119,0.80904,0.93049
1997,Thuringa,Tenant,A Bit Too Small,0.20328,40,162,0.14112,0.26545
1997,Thuringa,Tenant,Just Right,0.70395,122,162,0.63344,0.77447
1998,Schleswig-Holstein,Owner,Just Right,0.64803,72,72,0.53694,0.75912
1998,Schleswig-Holstein,Tenant,Just Right,0.69341,58,58,0.57371,0.81311
1998,Hamburg,Tenant,Just Right,0.60574,52,52,0.47162,0.73986
1998,Lower Saxony,Owner,Just Right,0.67879,205,256,0.62148,0.73610
1998,Lower Saxony,Owner,A Bit Too Large,0.20992,51,256,0.15994,0.25991
1998,Lower Saxony,Tenant,A Bit Too Small,0.17412,59,281,0.12970,0.21854
1998,Lower Saxony,Tenant,Just Right,0.71954,222,281,0.66693,0.77216
1998,North Rhine-Westphalia,Owner,A Bit Too Small,0.08079,43,497,0.05680,0.10477
1998,North Rhine-Westphalia,Owner,Just Right,0.73549,390,497,0.69668,0.77431
1998,North Rhine-Westphalia,Owner,A Bit Too Large,0.14495,64,497,0.11396,0.17593
1998,North Rhine-Westphalia,Tenant,Much Too Small,0.04007,48,922,0.02740,0.05273
1998,North Rhine-Westphalia,Tenant,A Bit Too Small,0.18265,191,922,0.15770,0.20761
1998,North Rhine-Westphalia,Tenant,Just Right,0.70886,638,922,0.67953,0.73820
1998,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06549,45,922,0.04951,0.08146
1998,Hesse,Owner,Just Right,0.73858,135,135,0.66418,0.81298
1998,Hesse,Tenant,A Bit Too Small,0.17388,57,265,0.12816,0.21960
1998,Hesse,Tenant,Just Right,0.74221,208,265,0.68945,0.79498
1998,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.70448,139,171,0.63589,0.77307
1998,"Rhineland-Palatinate, Saarland",Owner,A Bit Too Large,0.15814,32,171,0.10329,0.21299
1998,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.20515,45,189,0.14743,0.26288
1998,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.72060,144,189,0.65646,0.78474
1998,Baden-Wuerttemberg,Owner,Just Right,0.78253,302,357,0.73968,0.82538
1998,Baden-Wuerttemberg,Owner,A Bit Too Large,0.15880,55,357,0.12084,0.19677
1998,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.18540,109,479,0.15056,0.22024
1998,Baden-Wuerttemberg,Tenant,Just Right,0.71134,370,479,0.67071,0.75196
1998,Bavaria,Owner,A Bit Too Small,0.08868,52,445,0.06224,0.11512
1998,Bavaria,Owner,Just Right,0.73341,336,445,0.69228,0.77454
1998,Bavaria,Owner,A Bit Too Large,0.13978,57,445,0.10753,0.17204
1998,Bavaria,Tenant,A Bit Too Small,0.17776,99,458,0.14271,0.21281
1998,Bavaria,Tenant,Just Right,0.70486,359,458,0.66304,0.74668
1998,Berlin,Tenant,A Bit Too Small,0.26078,73,252,0.20646,0.31510
1998,Berlin,Tenant,Just Right,0.62284,179,252,0.56287,0.68280
1998,Brandenburg,Owner,Just Right,0.80388,96,96,0.72403,0.88372
1998,Brandenburg,Tenant,A Bit Too Small,0.21233,47,183,0.15291,0.27174
1998,Brandenburg,Tenant,Just Right,0.67319,136,183,0.60505,0.74134
1998,Mecklenburg-Western Pomerania,Owner,Just Right,0.72731,65,65,0.61820,0.83642
1998,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.21150,32,116,0.13687,0.28614
1998,Mecklenburg-Western Pomerania,Tenant,Just Right,0.68431,84,116,0.59936,0.76926
1998,Saxony,Owner,Just Right,0.74425,137,137,0.67092,0.81758
1998,Saxony,Tenant,A Bit Too Small,0.18475,75,392,0.14628,0.22322
1998,Saxony,Tenant,Just Right,0.69216,280,392,0.64641,0.73792
1998,Saxony,Tenant,A Bit Too Large,0.09999,37,392,0.07026,0.12973
1998,Saxony-Anhalt,Owner,Just Right,0.71924,100,100,0.63072,0.80776
1998,Saxony-Anhalt,Tenant,A Bit Too Small,0.20046,48,200,0.14484,0.25609
1998,Saxony-Anhalt,Tenant,Just Right,0.67832,152,200,0.61342,0.74322
1998,Thuringa,Owner,Just Right,0.79597,138,138,0.72848,0.86345
1998,Thuringa,Tenant,A Bit Too Small,0.14287,33,157,0.08795,0.19778
1998,Thuringa,Tenant,Just Right,0.73967,124,157,0.67081,0.80853
1999,Schleswig-Holstein,Owner,Just Right,0.70427,68,68,0.59499,0.81355
1999,Schleswig-Holstein,Tenant,Just Right,0.75454,63,63,0.64742,0.86167
1999,Hamburg,Tenant,Just Right,0.67839,50,50,0.54760,0.80917
1999,Lower Saxony,Owner,Just Right,0.69176,214,258,0.63530,0.74821
1999,Lower Saxony,Owner,A Bit Too Large,0.18871,44,258,0.14087,0.23654
1999,Lower Saxony,Tenant,A Bit Too Small,0.14348,55,277,0.10212,0.18484
1999,Lower Saxony,Tenant,Just Right,0.73709,222,277,0.68516,0.78903
1999,North Rhine-Westphalia,Owner,A Bit Too Small,0.07716,41,504,0.05384,0.10048
1999,North Rhine-Westphalia,Owner,Just Right,0.76197,402,504,0.72475,0.79919
1999,North Rhine-Westphalia,Owner,A Bit Too Large,0.14819,61,504,0.11714,0.17923
1999,North Rhine-Westphalia,Tenant,Much Too Small,0.03053,34,891,0.01923,0.04183
1999,North Rhine-Westphalia,Tenant,A Bit Too Small,0.17913,187,891,0.15393,0.20432
1999,North Rhine-Westphalia,Tenant,Just Right,0.71719,626,891,0.68760,0.74678
1999,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06691,44,891,0.05049,0.08332
1999,Hesse,Owner,Just Right,0.67970,126,158,0.60671,0.75268
1999,Hesse,Owner,A Bit Too Large,0.18371,32,158,0.12313,0.24428
1999,Hesse,Tenant,A Bit Too Small,0.22112,65,256,0.17019,0.27206
1999,Hesse,Tenant,Just Right,0.71175,191,256,0.65616,0.76735
1999,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.71192,147,180,0.64558,0.77827
1999,"Rhineland-Palatinate, Saarland",Owner,A Bit Too Large,0.18940,33,180,0.13200,0.24680
1999,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.13674,32,180,0.08641,0.18707
1999,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.76545,148,180,0.70337,0.82752
1999,Baden-Wuerttemberg,Owner,Just Right,0.75482,283,332,0.70848,0.80117
1999,Baden-Wuerttemberg,Owner,A Bit Too Large,0.15978,49,332,0.12030,0.19925
1999,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.17929,99,457,0.14409,0.21450
1999,Baden-Wuerttemberg,Tenant,Just Right,0.72287,358,457,0.68179,0.76395
1999,Bavaria,Owner,A Bit Too Small,0.10358,49,462,0.07576,0.13140
1999,Bavaria,Owner,Just Right,0.75492,362,462,0.71565,0.79419
1999,Bavaria,Owner,A Bit Too Large,0.13165,51,462,0.10078,0.16251
1999,Bavaria,Tenant,A Bit Too Small,0.23312,111,437,0.19343,0.27281
1999,Bavaria,Tenant,Just Right,0.70271,326,437,0.65981,0.74561
1999,Berlin,Tenant,A Bit Too Small,0.25175,68,246,0.19740,0.30610
1999,Berlin,Tenant,Just Right,0.64686,178,246,0.58701,0.70671
1999,Brandenburg,Owner,Just Right,0.79141,97,97,0.71013,0.87268
1999,Brandenburg,Tenant,A Bit Too Small,0.15781,32,173,0.10333,0.21229
1999,Brandenburg,Tenant,Just Right,0.77861,141,173,0.71656,0.84066
1999,Mecklenburg-Western Pomerania,Owner,Just Right,0.77263,60,60,0.66568,0.87958
1999,Mecklenburg-Western Pomerania,Tenant,Just Right,0.74255,87,87,0.65015,0.83496
1999,Saxony,Owner,Just Right,0.80400,148,148,0.73983,0.86818
1999,Saxony,Tenant,A Bit Too Small,0.19942,84,364,0.15831,0.24052
1999,Saxony,Tenant,Just Right,0.72098,280,364,0.67484,0.76712
1999,Saxony-Anhalt,Owner,Just Right,0.73688,100,100,0.65014,0.82362
1999,Saxony-Anhalt,Tenant,A Bit Too Small,0.14113,35,204,0.09323,0.18902
1999,Saxony-Anhalt,Tenant,Just Right,0.77639,169,204,0.71908,0.83371
1999,Thuringa,Owner,Just Right,0.83572,143,143,0.77478,0.89667
1999,Thuringa,Tenant,A Bit Too Small,0.18955,37,169,0.13028,0.24882
1999,Thuringa,Tenant,Just Right,0.74836,132,169,0.68274,0.81399
2000,Schleswig-Holstein,Owner,Just Right,0.73655,177,209,0.67668,0.79641
2000,Schleswig-Holstein,Owner,A Bit Too Large,0.16042,32,209,0.11054,0.21029
2000,Schleswig-Holstein,Tenant,A Bit Too Small,0.17688,33,165,0.11848,0.23528
2000,Schleswig-Holstein,Tenant,Just Right,0.77174,132,165,0.70750,0.83597
2000,Hamburg,Tenant,A Bit Too Small,0.26492,45,139,0.19129,0.33855
2000,Hamburg,Tenant,Just Right,0.63006,94,139,0.54950,0.71061
2000,Lower Saxony,Owner,A Bit Too Small,0.06717,36,557,0.04636,0.08798
2000,Lower Saxony,Owner,Just Right,0.68609,408,557,0.64752,0.72467
2000,Lower Saxony,Owner,A Bit Too Large,0.20122,113,557,0.16789,0.23454
2000,Lower Saxony,Tenant,A Bit Too Small,0.18210,92,461,0.14683,0.21737
2000,Lower Saxony,Tenant,Just Right,0.74068,369,461,0.70063,0.78073
2000,Bremen,Owner,Just Right,0.69788,33,33,0.53878,0.85697
2000,Bremen,Tenant,Just Right,0.77105,53,53,0.65685,0.88525
2000,North Rhine-Westphalia,Owner,A Bit Too Small,0.07279,82,1127,0.05762,0.08797
2000,North Rhine-Westphalia,Owner,Just Right,0.76097,891,1127,0.73606,0.78588
2000,North Rhine-Westphalia,Owner,A Bit Too Large,0.14246,154,1127,0.12204,0.16287
2000,North Rhine-Westphalia,Tenant,Much Too Small,0.02819,53,1591,0.02005,0.03633
2000,North Rhine-Westphalia,Tenant,A Bit Too Small,0.18017,309,1591,0.16127,0.19906
2000,North Rhine-Westphalia,Tenant,Just Right,0.71885,1132,1591,0.69676,0.74095
2000,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06969,97,1591,0.05717,0.08220
