year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Single parent,1st Quintile,Just Right,0.70740,86,117,0.62460,0.79019
1994,Single parent,2nd Quintile,Just Right,0.59123,58,58,0.46361,0.71886
1994,Single parent,3rd Quintile,Just Right,0.64689,34,34,0.48383,0.80996
1994,Single parent,4th Quintile,Just Right,0.83155,43,43,0.71836,0.94474
1994,Couple with children,1st Quintile,Much Too Small,0.07209,43,447,0.04808,0.09609
1994,Couple with children,1st Quintile,A Bit Too Small,0.28010,130,447,0.23842,0.32177
1994,Couple with children,1st Quintile,Just Right,0.60478,274,447,0.55941,0.65015
1994,Couple with children,2nd Quintile,Much Too Small,0.05177,44,645,0.03466,0.06888
1994,Couple with children,2nd Quintile,A Bit Too Small,0.24414,173,645,0.21096,0.27732
1994,Couple with children,2nd Quintile,Just Right,0.65975,428,645,0.62315,0.69634
1994,Couple with children,3rd Quintile,Much Too Small,0.04834,43,633,0.03161,0.06506
1994,Couple with children,3rd Quintile,A Bit Too Small,0.24072,151,633,0.20739,0.27406
1994,Couple with children,3rd Quintile,Just Right,0.66564,439,633,0.62886,0.70242
1994,Couple with children,4th Quintile,A Bit Too Small,0.18370,104,450,0.14788,0.21951
1994,Couple with children,4th Quintile,Just Right,0.71064,346,450,0.66870,0.75259
1994,Couple with children,5th Quintile,A Bit Too Small,0.15330,56,347,0.11534,0.19126
1994,Couple with children,5th Quintile,Just Right,0.71114,259,347,0.66338,0.75890
1994,Couple with children,5th Quintile,A Bit Too Large,0.10822,32,347,0.07549,0.14096
1995,Single-person household,1st Quintile,A Bit Too Small,0.14347,60,395,0.10886,0.17809
1995,Single-person household,1st Quintile,Just Right,0.74036,299,395,0.69707,0.78366
1995,Single-person household,1st Quintile,A Bit Too Large,0.09373,36,395,0.06495,0.12251
1995,Single-person household,2nd Quintile,A Bit Too Small,0.10585,33,279,0.06969,0.14202
1995,Single-person household,2nd Quintile,Just Right,0.77490,213,279,0.72580,0.82400
1995,Single-person household,2nd Quintile,A Bit Too Large,0.10759,33,279,0.07116,0.14401
1995,Single-person household,3rd Quintile,A Bit Too Small,0.12654,39,247,0.08500,0.16809
1995,Single-person household,3rd Quintile,Just Right,0.77082,208,247,0.71830,0.82335
1995,Single-person household,4th Quintile,Just Right,0.75817,177,177,0.69491,0.82143
1995,Single-person household,5th Quintile,Just Right,0.67704,129,160,0.60436,0.74973
1995,Single-person household,5th Quintile,A Bit Too Large,0.15854,31,160,0.10176,0.21531
1995,Couple without children,1st Quintile,Just Right,0.77499,166,166,0.71127,0.83871
1995,Couple without children,2nd Quintile,Just Right,0.77315,258,293,0.72512,0.82119
1995,Couple without children,2nd Quintile,A Bit Too Large,0.11481,35,293,0.07824,0.15137
1995,Couple without children,3rd Quintile,A Bit Too Small,0.08654,36,344,0.05679,0.11630
1995,Couple without children,3rd Quintile,Just Right,0.76618,264,344,0.72138,0.81097
1995,Couple without children,3rd Quintile,A Bit Too Large,0.13202,44,344,0.09619,0.16784
1995,Couple without children,4th Quintile,A Bit Too Small,0.08161,42,398,0.05468,0.10854
1995,Couple without children,4th Quintile,Just Right,0.78974,319,398,0.74966,0.82983
1995,Couple without children,4th Quintile,A Bit Too Large,0.10375,37,398,0.07375,0.13374
1995,Couple without children,5th Quintile,A Bit Too Small,0.13477,70,480,0.10419,0.16535
1995,Couple without children,5th Quintile,Just Right,0.69341,349,480,0.65212,0.73471
1995,Couple without children,5th Quintile,A Bit Too Large,0.15322,61,480,0.12096,0.18548
1995,Single parent,1st Quintile,A Bit Too Small,0.28934,41,135,0.21256,0.36612
1995,Single parent,1st Quintile,Just Right,0.62158,94,135,0.53946,0.70370
1995,Single parent,2nd Quintile,Just Right,0.59787,55,55,0.46708,0.72865
1995,Single parent,3rd Quintile,Just Right,0.54440,32,32,0.36909,0.71972
1995,Single parent,4th Quintile,Just Right,0.74923,39,39,0.61142,0.88705
1995,Couple with children,1st Quintile,Much Too Small,0.09854,55,539,0.07336,0.12373
1995,Couple with children,1st Quintile,A Bit Too Small,0.28131,164,539,0.24332,0.31931
1995,Couple with children,1st Quintile,Just Right,0.59286,320,539,0.55134,0.63437
1995,Couple with children,2nd Quintile,Much Too Small,0.04982,43,664,0.03326,0.06639
1995,Couple with children,2nd Quintile,A Bit Too Small,0.26412,181,664,0.23056,0.29767
1995,Couple with children,2nd Quintile,Just Right,0.65635,440,664,0.62020,0.69250
1995,Couple with children,3rd Quintile,A Bit Too Small,0.24420,158,617,0.21028,0.27813
1995,Couple with children,3rd Quintile,Just Right,0.66019,428,617,0.62278,0.69759
1995,Couple with children,3rd Quintile,A Bit Too Large,0.05328,31,617,0.03554,0.07102
1995,Couple with children,4th Quintile,A Bit Too Small,0.18370,92,492,0.14944,0.21795
1995,Couple with children,4th Quintile,Just Right,0.68684,354,492,0.64582,0.72787
1995,Couple with children,4th Quintile,A Bit Too Large,0.10788,46,492,0.08044,0.13532
1995,Couple with children,5th Quintile,A Bit Too Small,0.12584,49,346,0.09084,0.16084
1995,Couple with children,5th Quintile,Just Right,0.75662,266,346,0.71134,0.80191
1995,Couple with children,5th Quintile,A Bit Too Large,0.08415,31,346,0.05486,0.11345
1996,Single-person household,1st Quintile,A Bit Too Small,0.13041,47,405,0.09757,0.16325
1996,Single-person household,1st Quintile,Just Right,0.74951,322,405,0.70726,0.79177
1996,Single-person household,1st Quintile,A Bit Too Large,0.10140,36,405,0.07197,0.13084
1996,Single-person household,2nd Quintile,Just Right,0.78361,219,252,0.73267,0.83456
1996,Single-person household,2nd Quintile,A Bit Too Large,0.10422,33,252,0.06642,0.14202
1996,Single-person household,3rd Quintile,A Bit Too Small,0.12522,34,264,0.08522,0.16522
1996,Single-person household,3rd Quintile,Just Right,0.71110,195,264,0.65632,0.76588
1996,Single-person household,3rd Quintile,A Bit Too Large,0.13418,35,264,0.09299,0.17538
1996,Single-person household,4th Quintile,A Bit Too Small,0.13246,34,206,0.08605,0.17887
1996,Single-person household,4th Quintile,Just Right,0.69491,172,206,0.63188,0.75795
1996,Single-person household,5th Quintile,Just Right,0.71038,135,135,0.63358,0.78718
1996,Couple without children,1st Quintile,Just Right,0.80848,173,173,0.74968,0.86729
1996,Couple without children,2nd Quintile,Just Right,0.79806,248,279,0.75087,0.84525
1996,Couple without children,2nd Quintile,A Bit Too Large,0.08749,31,279,0.05428,0.12071
1996,Couple without children,3rd Quintile,A Bit Too Small,0.12622,50,377,0.09265,0.15979
1996,Couple without children,3rd Quintile,Just Right,0.74328,284,377,0.69913,0.78744
1996,Couple without children,3rd Quintile,A Bit Too Large,0.11376,43,377,0.08166,0.14585
1996,Couple without children,4th Quintile,A Bit Too Small,0.12770,57,421,0.09578,0.15962
1996,Couple without children,4th Quintile,Just Right,0.74442,325,421,0.70271,0.78614
1996,Couple without children,4th Quintile,A Bit Too Large,0.11951,39,421,0.08849,0.15054
1996,Couple without children,5th Quintile,A Bit Too Small,0.12132,64,462,0.09151,0.15112
1996,Couple without children,5th Quintile,Just Right,0.68059,336,462,0.63803,0.72316
1996,Couple without children,5th Quintile,A Bit Too Large,0.17108,62,462,0.13670,0.20545
1996,Single parent,1st Quintile,Just Right,0.66369,109,109,0.57459,0.75280
1996,Single parent,2nd Quintile,Just Right,0.59088,51,51,0.45459,0.72716
1996,Single parent,3rd Quintile,Just Right,0.68441,39,39,0.53664,0.83218
1996,Single parent,4th Quintile,Just Right,0.71676,36,36,0.56748,0.86603
1996,Couple with children,1st Quintile,Much Too Small,0.08457,50,526,0.06077,0.10837
1996,Couple with children,1st Quintile,A Bit Too Small,0.25361,155,526,0.21639,0.29083
1996,Couple with children,1st Quintile,Just Right,0.63363,321,526,0.59241,0.67484
1996,Couple with children,2nd Quintile,Much Too Small,0.04396,37,631,0.02795,0.05997
1996,Couple with children,2nd Quintile,A Bit Too Small,0.28561,189,631,0.25033,0.32088
1996,Couple with children,2nd Quintile,Just Right,0.63314,405,631,0.59550,0.67077
1996,Couple with children,3rd Quintile,A Bit Too Small,0.22669,128,588,0.19281,0.26056
1996,Couple with children,3rd Quintile,Just Right,0.68547,428,588,0.64791,0.72303
1996,Couple with children,3rd Quintile,A Bit Too Large,0.06196,32,588,0.04246,0.08146
1996,Couple with children,4th Quintile,A Bit Too Small,0.18239,91,498,0.14844,0.21634
1996,Couple with children,4th Quintile,Just Right,0.74195,374,498,0.70348,0.78042
1996,Couple with children,4th Quintile,A Bit Too Large,0.06886,33,498,0.04660,0.09112
1996,Couple with children,5th Quintile,A Bit Too Small,0.15929,67,353,0.12106,0.19753
1996,Couple with children,5th Quintile,Just Right,0.67138,244,353,0.62231,0.72045
1996,Couple with children,5th Quintile,A Bit Too Large,0.13660,42,353,0.10073,0.17248
1997,Single-person household,1st Quintile,A Bit Too Small,0.13430,56,395,0.10063,0.16797
1997,Single-person household,1st Quintile,Just Right,0.73547,302,395,0.69192,0.77902
1997,Single-person household,1st Quintile,A Bit Too Large,0.11407,37,395,0.08268,0.14546
1997,Single-person household,2nd Quintile,A Bit Too Small,0.12630,36,304,0.08890,0.16371
1997,Single-person household,2nd Quintile,Just Right,0.75303,234,304,0.70447,0.80159
1997,Single-person household,2nd Quintile,A Bit Too Large,0.09925,34,304,0.06558,0.13292
1997,Single-person household,3rd Quintile,Just Right,0.71043,189,221,0.65050,0.77037
1997,Single-person household,3rd Quintile,A Bit Too Large,0.15089,32,221,0.10359,0.19819
1997,Single-person household,4th Quintile,A Bit Too Small,0.18390,41,186,0.12807,0.23972
1997,Single-person household,4th Quintile,Just Right,0.65865,145,186,0.59032,0.72698
1997,Single-person household,5th Quintile,Just Right,0.68165,127,127,0.60031,0.76299
1997,Couple without children,1st Quintile,Just Right,0.80125,181,181,0.74295,0.85955
1997,Couple without children,2nd Quintile,A Bit Too Small,0.10968,34,284,0.07327,0.14608
1997,Couple without children,2nd Quintile,Just Right,0.78879,250,284,0.74123,0.83634
1997,Couple without children,3rd Quintile,A Bit Too Small,0.10677,39,375,0.07547,0.13807
1997,Couple without children,3rd Quintile,Just Right,0.75375,296,375,0.71009,0.79741
1997,Couple without children,3rd Quintile,A Bit Too Large,0.12552,40,375,0.09195,0.15910
1997,Couple without children,4th Quintile,A Bit Too Small,0.10605,58,433,0.07701,0.13508
1997,Couple without children,4th Quintile,Just Right,0.78487,332,433,0.74612,0.82362
1997,Couple without children,4th Quintile,A Bit Too Large,0.09559,43,433,0.06786,0.12331
1997,Couple without children,5th Quintile,A Bit Too Small,0.12329,67,494,0.09427,0.15232
1997,Couple without children,5th Quintile,Just Right,0.69045,365,494,0.64965,0.73126
1997,Couple without children,5th Quintile,A Bit Too Large,0.16036,62,494,0.12797,0.19275
1997,Single parent,1st Quintile,A Bit Too Small,0.26562,33,127,0.18850,0.34273
1997,Single parent,1st Quintile,Just Right,0.60868,94,127,0.52346,0.69390
1997,Single parent,2nd Quintile,Just Right,0.75855,73,73,0.65970,0.85741
1997,Single parent,3rd Quintile,Just Right,0.83594,62,62,0.74300,0.92887
1997,Couple with children,1st Quintile,Much Too Small,0.03973,32,497,0.02254,0.05693
1997,Couple with children,1st Quintile,A Bit Too Small,0.33108,159,497,0.28967,0.37250
1997,Couple with children,1st Quintile,Just Right,0.58536,306,497,0.54200,0.62872
1997,Couple with children,2nd Quintile,A Bit Too Small,0.22017,146,575,0.18628,0.25407
1997,Couple with children,2nd Quintile,Just Right,0.67269,429,575,0.63431,0.71108
1997,Couple with children,3rd Quintile,A Bit Too Small,0.19836,120,558,0.16524,0.23147
1997,Couple with children,3rd Quintile,Just Right,0.74255,438,558,0.70624,0.77886
1997,Couple with children,4th Quintile,A Bit Too Small,0.21082,104,496,0.17489,0.24675
1997,Couple with children,4th Quintile,Just Right,0.70525,358,496,0.66508,0.74541
1997,Couple with children,4th Quintile,A Bit Too Large,0.07127,34,496,0.04861,0.09394
1997,Couple with children,5th Quintile,A Bit Too Small,0.17759,56,328,0.13617,0.21901
1997,Couple with children,5th Quintile,Just Right,0.68523,239,328,0.63489,0.73557
1997,Couple with children,5th Quintile,A Bit Too Large,0.12622,33,328,0.09023,0.16222
1997,Other Combinations,4th Quintile,Just Right,0.59206,31,31,0.41619,0.76792
1998,Single-person household,1st Quintile,A Bit Too Small,0.14386,69,449,0.11136,0.17635
1998,Single-person household,1st Quintile,Just Right,0.73990,345,449,0.69927,0.78052
1998,Single-person household,1st Quintile,A Bit Too Large,0.07868,35,449,0.05375,0.10362
1998,Single-person household,2nd Quintile,A Bit Too Small,0.12587,45,338,0.09045,0.16128
1998,Single-person household,2nd Quintile,Just Right,0.71123,251,338,0.66284,0.75962
1998,Single-person household,2nd Quintile,A Bit Too Large,0.11686,42,338,0.08256,0.15116
1998,Single-person household,3rd Quintile,A Bit Too Small,0.07894,34,320,0.04935,0.10853
1998,Single-person household,3rd Quintile,Just Right,0.73897,238,320,0.69077,0.78716
1998,Single-person household,3rd Quintile,A Bit Too Large,0.15274,48,320,0.11326,0.19221
1998,Single-person household,4th Quintile,Just Right,0.71590,194,231,0.65761,0.77418
1998,Single-person household,4th Quintile,A Bit Too Large,0.13374,37,231,0.08975,0.17773
1998,Single-person household,5th Quintile,Just Right,0.66148,160,207,0.59686,0.72610
1998,Single-person household,5th Quintile,A Bit Too Large,0.21277,47,207,0.15688,0.26866
1998,Couple without children,1st Quintile,A Bit Too Small,0.14502,32,242,0.10056,0.18947
1998,Couple without children,1st Quintile,Just Right,0.74925,210,242,0.69452,0.80397
1998,Couple without children,2nd Quintile,Just Right,0.79333,249,284,0.74616,0.84051
1998,Couple without children,2nd Quintile,A Bit Too Large,0.10336,35,284,0.06789,0.13883
1998,Couple without children,3rd Quintile,A Bit Too Small,0.08256,37,430,0.05652,0.10861
1998,Couple without children,3rd Quintile,Just Right,0.79394,347,430,0.75566,0.83221
1998,Couple without children,3rd Quintile,A Bit Too Large,0.10531,46,430,0.07626,0.13435
1998,Couple without children,4th Quintile,A Bit Too Small,0.11125,68,532,0.08450,0.13799
1998,Couple without children,4th Quintile,Just Right,0.73315,400,532,0.69553,0.77077
1998,Couple without children,4th Quintile,A Bit Too Large,0.13954,64,532,0.11007,0.16901
1998,Couple without children,5th Quintile,A Bit Too Small,0.09274,58,559,0.06867,0.11681
1998,Couple without children,5th Quintile,Just Right,0.70174,420,559,0.66378,0.73970
1998,Couple without children,5th Quintile,A Bit Too Large,0.17214,81,559,0.14082,0.20346
1998,Single parent,1st Quintile,A Bit Too Small,0.28101,47,160,0.21114,0.35088
1998,Single parent,1st Quintile,Just Right,0.62011,113,160,0.54466,0.69555
1998,Single parent,2nd Quintile,Just Right,0.62127,70,70,0.50681,0.73572
1998,Single parent,3rd Quintile,Just Right,0.65623,46,46,0.51746,0.79501
1998,Single parent,4th Quintile,Just Right,0.76520,36,36,0.62477,0.90563
1998,Couple with children,1st Quintile,Much Too Small,0.07923,49,498,0.05548,0.10298
1998,Couple with children,1st Quintile,A Bit Too Small,0.26850,129,498,0.22954,0.30747
1998,Couple with children,1st Quintile,Just Right,0.63249,320,498,0.59011,0.67488
1998,Couple with children,2nd Quintile,A Bit Too Small,0.21297,167,644,0.18132,0.24461
1998,Couple with children,2nd Quintile,Just Right,0.69912,477,644,0.66367,0.73457
1998,Couple with children,3rd Quintile,A Bit Too Small,0.23297,134,601,0.19915,0.26680
1998,Couple with children,3rd Quintile,Just Right,0.66082,429,601,0.62294,0.69871
1998,Couple with children,3rd Quintile,A Bit Too Large,0.07354,38,601,0.05266,0.09443
1998,Couple with children,4th Quintile,A Bit Too Small,0.15577,89,532,0.12493,0.18662
1998,Couple with children,4th Quintile,Just Right,0.74252,399,532,0.70533,0.77971
1998,Couple with children,4th Quintile,A Bit Too Large,0.08619,44,532,0.06232,0.11006
1998,Couple with children,5th Quintile,A Bit Too Small,0.16536,61,382,0.12805,0.20266
1998,Couple with children,5th Quintile,Just Right,0.72068,281,382,0.67563,0.76574
1998,Couple with children,5th Quintile,A Bit Too Large,0.09206,40,382,0.06303,0.12109
1998,Other Combinations,4th Quintile,Just Right,0.64425,34,34,0.48091,0.80760
1999,Single-person household,1st Quintile,A Bit Too Small,0.11034,52,466,0.08186,0.13881
1999,Single-person household,1st Quintile,Just Right,0.78442,380,466,0.74705,0.82180
1999,Single-person household,1st Quintile,A Bit Too Large,0.07542,34,466,0.05142,0.09942
1999,Single-person household,2nd Quintile,A Bit Too Small,0.12826,47,355,0.09342,0.16309
1999,Single-person household,2nd Quintile,Just Right,0.74464,270,355,0.69921,0.79006
1999,Single-person household,2nd Quintile,A Bit Too Large,0.09832,38,355,0.06731,0.12934
1999,Single-person household,3rd Quintile,Just Right,0.78321,235,270,0.73397,0.83246
1999,Single-person household,3rd Quintile,A Bit Too Large,0.11066,35,270,0.07317,0.14815
1999,Single-person household,4th Quintile,A Bit Too Small,0.15884,39,252,0.11362,0.20407
1999,Single-person household,4th Quintile,Just Right,0.66256,169,252,0.60407,0.72106
1999,Single-person household,4th Quintile,A Bit Too Large,0.16385,44,252,0.11806,0.20964
1999,Single-person household,5th Quintile,Just Right,0.65752,146,195,0.59074,0.72429
1999,Single-person household,5th Quintile,A Bit Too Large,0.21718,49,195,0.15916,0.27521
1999,Couple without children,1st Quintile,A Bit Too Small,0.15823,34,229,0.11086,0.20561
1999,Couple without children,1st Quintile,Just Right,0.75091,195,229,0.69478,0.80705
1999,Couple without children,2nd Quintile,A Bit Too Small,0.09278,37,353,0.06247,0.12308
1999,Couple without children,2nd Quintile,Just Right,0.79529,278,353,0.75314,0.83745
1999,Couple without children,2nd Quintile,A Bit Too Large,0.09915,38,353,0.06793,0.13037
1999,Couple without children,3rd Quintile,A Bit Too Small,0.09881,51,436,0.07077,0.12685
1999,Couple without children,3rd Quintile,Just Right,0.78605,344,436,0.74751,0.82459
1999,Couple without children,3rd Quintile,A Bit Too Large,0.10945,41,436,0.08011,0.13879
1999,Couple without children,4th Quintile,A Bit Too Small,0.09759,61,517,0.07198,0.12319
1999,Couple without children,4th Quintile,Just Right,0.79989,412,517,0.76537,0.83441
1999,Couple without children,4th Quintile,A Bit Too Large,0.09312,44,517,0.06805,0.11820
1999,Couple without children,5th Quintile,A Bit Too Small,0.12722,71,561,0.09962,0.15482
1999,Couple without children,5th Quintile,Just Right,0.69178,405,561,0.65353,0.73002
1999,Couple without children,5th Quintile,A Bit Too Large,0.16129,85,561,0.13083,0.19175
1999,Single parent,1st Quintile,A Bit Too Small,0.22781,42,182,0.16671,0.28892
1999,Single parent,1st Quintile,Just Right,0.70986,140,182,0.64375,0.77598
1999,Single parent,2nd Quintile,Just Right,0.64849,63,63,0.52964,0.76733
1999,Single parent,3rd Quintile,Just Right,0.77960,59,59,0.67292,0.88628
1999,Single parent,4th Quintile,Just Right,0.62616,31,31,0.45303,0.79929
1999,Couple with children,1st Quintile,Much Too Small,0.06226,36,526,0.04159,0.08292
1999,Couple with children,1st Quintile,A Bit Too Small,0.24007,122,526,0.20353,0.27660
1999,Couple with children,1st Quintile,Just Right,0.67827,368,526,0.63831,0.71823
1999,Couple with children,2nd Quintile,A Bit Too Small,0.28337,169,617,0.24778,0.31896
1999,Couple with children,2nd Quintile,Just Right,0.65390,448,617,0.61633,0.69147
1999,Couple with children,3rd Quintile,A Bit Too Small,0.20986,128,613,0.17759,0.24212
1999,Couple with children,3rd Quintile,Just Right,0.71450,451,613,0.67872,0.75028
1999,Couple with children,3rd Quintile,A Bit Too Large,0.05730,34,613,0.03889,0.07571
1999,Couple with children,4th Quintile,A Bit Too Small,0.18518,96,499,0.15106,0.21929
1999,Couple with children,4th Quintile,Just Right,0.70954,369,499,0.66967,0.74941
1999,Couple with children,4th Quintile,A Bit Too Large,0.08989,34,499,0.06477,0.11501
1999,Couple with children,5th Quintile,A Bit Too Small,0.13347,48,376,0.09905,0.16789
1999,Couple with children,5th Quintile,Just Right,0.76274,289,376,0.71968,0.80580
1999,Couple with children,5th Quintile,A Bit Too Large,0.08773,39,376,0.05909,0.11636
2000,Single-person household,1st Quintile,A Bit Too Small,0.13642,117,899,0.11397,0.15887
2000,Single-person household,1st Quintile,Just Right,0.77099,723,899,0.74351,0.79847
2000,Single-person household,1st Quintile,A Bit Too Large,0.06105,59,899,0.04539,0.07670
2000,Single-person household,2nd Quintile,A Bit Too Small,0.10034,73,673,0.07762,0.12305
2000,Single-person household,2nd Quintile,Just Right,0.77890,525,673,0.74753,0.81028
2000,Single-person household,2nd Quintile,A Bit Too Large,0.10020,75,673,0.07750,0.12290
2000,Single-person household,3rd Quintile,A Bit Too Small,0.10436,63,576,0.07937,0.12935
2000,Single-person household,3rd Quintile,Just Right,0.74635,439,576,0.71078,0.78191
2000,Single-person household,3rd Quintile,A Bit Too Large,0.12127,74,576,0.09459,0.14796
2000,Single-person household,4th Quintile,A Bit Too Small,0.11240,59,506,0.08485,0.13995
2000,Single-person household,4th Quintile,Just Right,0.73240,376,506,0.69379,0.77101
2000,Single-person household,4th Quintile,A Bit Too Large,0.11693,71,506,0.08890,0.14496
2000,Single-person household,5th Quintile,A Bit Too Small,0.09761,47,473,0.07084,0.12439
2000,Single-person household,5th Quintile,Just Right,0.68800,343,473,0.64620,0.72980
2000,Single-person household,5th Quintile,A Bit Too Large,0.15888,83,473,0.12590,0.19186
2000,Couple without children,1st Quintile,A Bit Too Small,0.10390,52,481,0.07660,0.13119
2000,Couple without children,1st Quintile,Just Right,0.76723,375,481,0.72942,0.80503
2000,Couple without children,1st Quintile,A Bit Too Large,0.11285,54,481,0.08455,0.14116
2000,Couple without children,2nd Quintile,A Bit Too Small,0.07491,46,665,0.05489,0.09494
2000,Couple without children,2nd Quintile,Just Right,0.82371,557,665,0.79472,0.85269
2000,Couple without children,2nd Quintile,A Bit Too Large,0.09485,62,665,0.07256,0.11714
2000,Couple without children,3rd Quintile,A Bit Too Small,0.08407,63,775,0.06452,0.10362
2000,Couple without children,3rd Quintile,Just Right,0.77709,610,775,0.74777,0.80641
2000,Couple without children,3rd Quintile,A Bit Too Large,0.12551,102,775,0.10217,0.14885
2000,Couple without children,4th Quintile,A Bit Too Small,0.08666,78,905,0.06832,0.10500
2000,Couple without children,4th Quintile,Just Right,0.77372,713,905,0.74644,0.80099
2000,Couple without children,4th Quintile,A Bit Too Large,0.12090,114,905,0.09964,0.14215
2000,Couple without children,5th Quintile,A Bit Too Small,0.10642,108,1051,0.08777,0.12507
2000,Couple without children,5th Quintile,Just Right,0.71584,779,1051,0.68856,0.74312
2000,Couple without children,5th Quintile,A Bit Too Large,0.15624,164,1051,0.13428,0.17820
2000,Single parent,1st Quintile,A Bit Too Small,0.23344,69,292,0.18484,0.28205
2000,Single parent,1st Quintile,Just Right,0.66936,223,292,0.61531,0.72342
2000,Single parent,2nd Quintile,Just Right,0.70119,117,117,0.61789,0.78449
2000,Single parent,3rd Quintile,Just Right,0.73915,85,85,0.64525,0.83305
2000,Single parent,4th Quintile,Just Right,0.72886,75,75,0.62758,0.83015
2000,Single parent,5th Quintile,Just Right,0.68266,39,39,0.53467,0.83065
2000,Couple with children,1st Quintile,Much Too Small,0.05364,45,737,0.03736,0.06991
2000,Couple with children,1st Quintile,A Bit Too Small,0.26437,195,737,0.23250,0.29623
2000,Couple with children,1st Quintile,Just Right,0.66425,497,737,0.63013,0.69837
2000,Couple with children,2nd Quintile,Much Too Small,0.03504,40,1105,0.02419,0.04589
2000,Couple with children,2nd Quintile,A Bit Too Small,0.26787,273,1105,0.24175,0.29399
2000,Couple with children,2nd Quintile,Just Right,0.66237,759,1105,0.63447,0.69027
2000,Couple with children,2nd Quintile,A Bit Too Large,0.03472,33,1105,0.02392,0.04552
2000,Couple with children,3rd Quintile,A Bit Too Small,0.19751,207,1042,0.17332,0.22169
2000,Couple with children,3rd Quintile,Just Right,0.72655,780,1042,0.69947,0.75363
2000,Couple with children,3rd Quintile,A Bit Too Large,0.04720,55,1042,0.03432,0.06008
2000,Couple with children,4th Quintile,A Bit Too Small,0.16652,149,951,0.14283,0.19021
2000,Couple with children,4th Quintile,Just Right,0.73986,739,951,0.71196,0.76776
2000,Couple with children,4th Quintile,A Bit Too Large,0.07213,63,951,0.05568,0.08858
2000,Couple with children,5th Quintile,A Bit Too Small,0.15103,93,713,0.12473,0.17733
2000,Couple with children,5th Quintile,Just Right,0.75427,554,713,0.72264,0.78589
2000,Couple with children,5th Quintile,A Bit Too Large,0.08384,66,713,0.06348,0.10419
2000,Multi-generational household,2nd Quintile,Just Right,0.83953,37,37,0.71962,0.95943
2001,Single-person household,1st Quintile,A Bit Too Small,0.13747,111,802,0.11362,0.16131
2001,Single-person household,1st Quintile,Just Right,0.76132,628,802,0.73180,0.79084
2001,Single-person household,1st Quintile,A Bit Too Large,0.07673,63,802,0.05830,0.09517
2001,Single-person household,2nd Quintile,A Bit Too Small,0.08997,57,592,0.06690,0.11304
2001,Single-person household,2nd Quintile,Just Right,0.78023,461,592,0.74685,0.81362
2001,Single-person household,2nd Quintile,A Bit Too Large,0.11443,74,592,0.08876,0.14009
2001,Single-person household,3rd Quintile,A Bit Too Small,0.11246,58,526,0.08543,0.13948
2001,Single-person household,3rd Quintile,Just Right,0.74658,400,526,0.70937,0.78379
2001,Single-person household,3rd Quintile,A Bit Too Large,0.11316,68,526,0.08606,0.14026
2001,Single-person household,4th Quintile,A Bit Too Small,0.11052,54,480,0.08245,0.13860
2001,Single-person household,4th Quintile,Just Right,0.71304,346,480,0.67253,0.75355
2001,Single-person household,4th Quintile,A Bit Too Large,0.15621,80,480,0.12370,0.18872
2001,Single-person household,5th Quintile,A Bit Too Small,0.12828,52,436,0.09686,0.15971
2001,Single-person household,5th Quintile,Just Right,0.66105,300,436,0.61657,0.70553
2001,Single-person household,5th Quintile,A Bit Too Large,0.16975,84,436,0.13447,0.20503
2001,Couple without children,1st Quintile,A Bit Too Small,0.10449,38,371,0.07332,0.13566
2001,Couple without children,1st Quintile,Just Right,0.79953,333,371,0.75873,0.84032
2001,Couple without children,2nd Quintile,A Bit Too Small,0.07645,45,611,0.05536,0.09753
2001,Couple without children,2nd Quintile,Just Right,0.82188,520,611,0.79152,0.85225
2001,Couple without children,2nd Quintile,A Bit Too Large,0.08617,46,611,0.06390,0.10844
2001,Couple without children,3rd Quintile,A Bit Too Small,0.07872,66,711,0.05891,0.09853
2001,Couple without children,3rd Quintile,Just Right,0.78876,567,711,0.75874,0.81879
2001,Couple without children,3rd Quintile,A Bit Too Large,0.10980,78,711,0.08680,0.13280
2001,Couple without children,4th Quintile,A Bit Too Small,0.10211,91,827,0.08146,0.12276
2001,Couple without children,4th Quintile,Just Right,0.77350,633,827,0.74495,0.80204
2001,Couple without children,4th Quintile,A Bit Too Large,0.11389,103,827,0.09222,0.13555
2001,Couple without children,5th Quintile,A Bit Too Small,0.10713,103,960,0.08756,0.12671
2001,Couple without children,5th Quintile,Just Right,0.69501,691,960,0.66587,0.72415
2001,Couple without children,5th Quintile,A Bit Too Large,0.17646,166,960,0.15233,0.20058
2001,Single parent,1st Quintile,A Bit Too Small,0.23874,70,271,0.18789,0.28960
2001,Single parent,1st Quintile,Just Right,0.66052,201,271,0.60403,0.71700
2001,Single parent,2nd Quintile,Just Right,0.69218,126,126,0.61126,0.77310
2001,Single parent,3rd Quintile,Just Right,0.75112,77,77,0.65391,0.84833
2001,Single parent,4th Quintile,Just Right,0.72272,54,54,0.60220,0.84324
2001,Single parent,5th Quintile,Just Right,0.73276,37,37,0.58821,0.87732
2001,Couple with children,1st Quintile,Much Too Small,0.07048,45,622,0.05035,0.09061
2001,Couple with children,1st Quintile,A Bit Too Small,0.22411,150,622,0.19131,0.25690
2001,Couple with children,1st Quintile,Just Right,0.68622,427,622,0.64972,0.72272
2001,Couple with children,2nd Quintile,Much Too Small,0.03949,33,964,0.02719,0.05180
