year,hhtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Multi-generational household,Owner,Just Right,0.68812,43,43,0.54801,0.82822
2011,Single-person household,Owner,A Bit Too Small,0.04945,42,1077,0.03650,0.06241
2011,Single-person household,Owner,Just Right,0.61361,642,1077,0.58451,0.64270
2011,Single-person household,Owner,A Bit Too Large,0.26407,306,1077,0.23773,0.29042
2011,Single-person household,Owner,Much Too Large,0.07079,87,1077,0.05547,0.08611
2011,Single-person household,Tenant,A Bit Too Small,0.13824,313,2405,0.12444,0.15204
2011,Single-person household,Tenant,Just Right,0.75389,1865,2405,0.73667,0.77111
2011,Single-person household,Tenant,A Bit Too Large,0.08766,227,2405,0.07636,0.09897
2011,Couple without children,Owner,A Bit Too Small,0.04823,105,2510,0.03985,0.05662
2011,Couple without children,Owner,Just Right,0.69110,1728,2510,0.67302,0.70918
2011,Couple without children,Owner,A Bit Too Large,0.22253,595,2510,0.20626,0.23881
2011,Couple without children,Owner,Much Too Large,0.03606,82,2510,0.02877,0.04336
2011,Couple without children,Tenant,Much Too Small,0.01590,36,1849,0.01019,0.02160
2011,Couple without children,Tenant,A Bit Too Small,0.16584,277,1849,0.14889,0.18280
2011,Couple without children,Tenant,Just Right,0.71390,1379,1849,0.69329,0.73450
2011,Couple without children,Tenant,A Bit Too Large,0.09965,157,1849,0.08599,0.11331
2011,Single parent,Owner,A Bit Too Small,0.09365,47,491,0.06786,0.11945
2011,Single parent,Owner,Just Right,0.68502,353,491,0.64389,0.72615
2011,Single parent,Owner,A Bit Too Large,0.18623,91,491,0.15176,0.22070
2011,Single parent,Tenant,Much Too Small,0.04622,96,1787,0.03649,0.05596
2011,Single parent,Tenant,A Bit Too Small,0.23299,456,1787,0.21339,0.25260
2011,Single parent,Tenant,Just Right,0.66372,1158,1787,0.64181,0.68563
2011,Single parent,Tenant,A Bit Too Large,0.05007,77,1787,0.03995,0.06018
2011,Couple with children,Owner,Much Too Small,0.00548,33,3467,0.00303,0.00794
2011,Couple with children,Owner,A Bit Too Small,0.14641,583,3467,0.13464,0.15818
2011,Couple with children,Owner,Just Right,0.72597,2558,3467,0.71112,0.74082
2011,Couple with children,Owner,A Bit Too Large,0.11105,293,3467,0.10059,0.12151
2011,Couple with children,Tenant,Much Too Small,0.05504,209,2669,0.04639,0.06370
2011,Couple with children,Tenant,A Bit Too Small,0.26776,846,2669,0.25096,0.28456
2011,Couple with children,Tenant,Just Right,0.62712,1516,2669,0.60877,0.64547
2011,Couple with children,Tenant,A Bit Too Large,0.04847,98,2669,0.04032,0.05662
2011,Multi-generational household,Owner,Just Right,0.71933,63,63,0.60748,0.83118
2011,Other Combinations,Owner,Just Right,0.75639,37,37,0.61617,0.89662
2011,Other Combinations,Tenant,Just Right,0.66680,38,38,0.51491,0.81868
2012,Single-person household,Owner,A Bit Too Small,0.03839,38,1090,0.02698,0.04981
2012,Single-person household,Owner,Just Right,0.63824,671,1090,0.60970,0.66678
2012,Single-person household,Owner,A Bit Too Large,0.26033,301,1090,0.23427,0.28640
2012,Single-person household,Owner,Much Too Large,0.06237,80,1090,0.04801,0.07673
2012,Single-person household,Tenant,Much Too Small,0.01509,31,2588,0.01039,0.01978
2012,Single-person household,Tenant,A Bit Too Small,0.12895,328,2588,0.11603,0.14186
2012,Single-person household,Tenant,Just Right,0.75346,1944,2588,0.73685,0.77007
2012,Single-person household,Tenant,A Bit Too Large,0.09053,252,2588,0.07948,0.10159
2012,Single-person household,Tenant,Much Too Large,0.01197,33,2588,0.00778,0.01616
2012,Couple without children,Owner,A Bit Too Small,0.03705,85,2547,0.02972,0.04439
2012,Couple without children,Owner,Just Right,0.69204,1737,2547,0.67411,0.70997
2012,Couple without children,Owner,A Bit Too Large,0.23329,630,2547,0.21686,0.24972
2012,Couple without children,Owner,Much Too Large,0.03545,95,2547,0.02827,0.04264
2012,Couple without children,Tenant,Much Too Small,0.01707,36,1882,0.01121,0.02292
2012,Couple without children,Tenant,A Bit Too Small,0.14975,262,1882,0.13363,0.16588
2012,Couple without children,Tenant,Just Right,0.72939,1418,1882,0.70932,0.74947
2012,Couple without children,Tenant,A Bit Too Large,0.09692,166,1882,0.08355,0.11029
2012,Single parent,Owner,A Bit Too Small,0.05468,36,476,0.03423,0.07512
2012,Single parent,Owner,Just Right,0.72519,358,476,0.68504,0.76534
2012,Single parent,Owner,A Bit Too Large,0.15965,82,476,0.12671,0.19259
2012,Single parent,Tenant,Much Too Small,0.04165,62,1675,0.03208,0.05123
2012,Single parent,Tenant,A Bit Too Small,0.24144,426,1675,0.22094,0.26194
2012,Single parent,Tenant,Just Right,0.65584,1102,1675,0.63308,0.67860
2012,Single parent,Tenant,A Bit Too Large,0.05871,85,1675,0.04744,0.06997
2012,Couple with children,Owner,Much Too Small,0.00466,31,3303,0.00234,0.00698
2012,Couple with children,Owner,A Bit Too Small,0.13661,502,3303,0.12490,0.14833
2012,Couple with children,Owner,Just Right,0.74349,2508,3303,0.72860,0.75839
2012,Couple with children,Owner,A Bit Too Large,0.09990,262,3303,0.08967,0.11013
2012,Couple with children,Tenant,Much Too Small,0.06100,184,2433,0.05148,0.07051
2012,Couple with children,Tenant,A Bit Too Small,0.27040,742,2433,0.25275,0.28806
2012,Couple with children,Tenant,Just Right,0.61735,1430,2433,0.59803,0.63667
2012,Couple with children,Tenant,A Bit Too Large,0.05038,77,2433,0.04169,0.05908
2012,Multi-generational household,Owner,Just Right,0.74733,54,54,0.63034,0.86432
2012,Other Combinations,Owner,Just Right,0.68542,33,33,0.52454,0.84631
2012,Other Combinations,Tenant,Just Right,0.71895,35,35,0.56785,0.87005
2013,Single-person household,Owner,A Bit Too Small,0.03723,33,1057,0.02581,0.04865
2013,Single-person household,Owner,Just Right,0.63840,643,1057,0.60942,0.66738
2013,Single-person household,Owner,A Bit Too Large,0.25657,297,1057,0.23023,0.28291
2013,Single-person household,Owner,Much Too Large,0.06761,84,1057,0.05246,0.08275
2013,Single-person household,Tenant,Much Too Small,0.01616,44,2761,0.01146,0.02086
2013,Single-person household,Tenant,A Bit Too Small,0.13286,378,2761,0.12020,0.14553
2013,Single-person household,Tenant,Just Right,0.74787,2074,2761,0.73167,0.76407
2013,Single-person household,Tenant,A Bit Too Large,0.09499,265,2761,0.08405,0.10593
2013,Couple without children,Owner,A Bit Too Small,0.03489,86,2518,0.02772,0.04206
2013,Couple without children,Owner,Just Right,0.68823,1740,2518,0.67013,0.70632
2013,Couple without children,Owner,A Bit Too Large,0.23328,594,2518,0.21676,0.24981
2013,Couple without children,Owner,Much Too Large,0.04212,98,2518,0.03428,0.04997
2013,Couple without children,Tenant,A Bit Too Small,0.15153,310,2070,0.13608,0.16698
2013,Couple without children,Tenant,Just Right,0.74506,1603,2070,0.72628,0.76384
2013,Couple without children,Tenant,A Bit Too Large,0.08259,157,2070,0.07073,0.09445
2013,Single parent,Owner,A Bit Too Small,0.07406,41,485,0.05073,0.09740
2013,Single parent,Owner,Just Right,0.70093,349,485,0.66014,0.74172
2013,Single parent,Owner,A Bit Too Large,0.20328,95,485,0.16743,0.23914
2013,Single parent,Tenant,Much Too Small,0.03511,70,1740,0.02646,0.04376
2013,Single parent,Tenant,A Bit Too Small,0.23242,428,1740,0.21257,0.25227
2013,Single parent,Tenant,Just Right,0.68373,1168,1740,0.66188,0.70559
2013,Single parent,Tenant,A Bit Too Large,0.04276,74,1740,0.03325,0.05226
2013,Couple with children,Owner,Much Too Small,0.01061,45,3425,0.00718,0.01404
2013,Couple with children,Owner,A Bit Too Small,0.12498,507,3425,0.11390,0.13606
2013,Couple with children,Owner,Just Right,0.75176,2595,3425,0.73729,0.76623
2013,Couple with children,Owner,A Bit Too Large,0.10178,278,3425,0.09165,0.11191
2013,Couple with children,Tenant,Much Too Small,0.06331,255,3189,0.05485,0.07176
2013,Couple with children,Tenant,A Bit Too Small,0.26755,973,3189,0.25218,0.28291
2013,Couple with children,Tenant,Just Right,0.62296,1858,3189,0.60613,0.63978
2013,Couple with children,Tenant,A Bit Too Large,0.04206,103,3189,0.03510,0.04903
2013,Multi-generational household,Owner,Just Right,0.64928,56,56,0.52317,0.77540
2013,Multi-generational household,Tenant,Just Right,0.72563,41,41,0.58735,0.86390
2013,Other Combinations,Owner,Just Right,0.65844,76,76,0.55111,0.76577
2013,Other Combinations,Tenant,A Bit Too Small,0.24028,56,217,0.18331,0.29726
2013,Other Combinations,Tenant,Just Right,0.59971,161,217,0.53436,0.66505
2014,Single-person household,Owner,A Bit Too Small,0.03575,33,1009,0.02428,0.04721
2014,Single-person household,Owner,Just Right,0.61425,582,1009,0.58420,0.64430
2014,Single-person household,Owner,A Bit Too Large,0.27529,312,1009,0.24772,0.30287
2014,Single-person household,Owner,Much Too Large,0.07396,82,1009,0.05780,0.09011
2014,Single-person household,Tenant,Much Too Small,0.01650,38,2529,0.01154,0.02147
2014,Single-person household,Tenant,A Bit Too Small,0.13835,343,2529,0.12489,0.15180
2014,Single-person household,Tenant,Just Right,0.74036,1904,2529,0.72326,0.75745
2014,Single-person household,Tenant,A Bit Too Large,0.09643,244,2529,0.08492,0.10793
2014,Couple without children,Owner,A Bit Too Small,0.04118,99,2396,0.03322,0.04914
2014,Couple without children,Owner,Just Right,0.67309,1614,2396,0.65430,0.69188
2014,Couple without children,Owner,A Bit Too Large,0.24582,595,2396,0.22858,0.26307
2014,Couple without children,Owner,Much Too Large,0.03973,88,2396,0.03190,0.04755
2014,Couple without children,Tenant,A Bit Too Small,0.15388,298,1910,0.13770,0.17007
2014,Couple without children,Tenant,Just Right,0.71859,1451,1910,0.69842,0.73877
2014,Couple without children,Tenant,A Bit Too Large,0.10152,161,1910,0.08797,0.11507
2014,Single parent,Owner,A Bit Too Small,0.05464,31,418,0.03282,0.07645
2014,Single parent,Owner,Just Right,0.75502,308,418,0.71374,0.79630
2014,Single parent,Owner,A Bit Too Large,0.15282,79,418,0.11828,0.18736
2014,Single parent,Tenant,Much Too Small,0.06710,71,1378,0.05389,0.08032
2014,Single parent,Tenant,A Bit Too Small,0.24007,359,1378,0.21751,0.26263
2014,Single parent,Tenant,Just Right,0.62527,875,1378,0.59970,0.65084
2014,Single parent,Tenant,A Bit Too Large,0.06542,73,1378,0.05236,0.07848
2014,Couple with children,Owner,Much Too Small,0.00659,36,3038,0.00371,0.00947
2014,Couple with children,Owner,A Bit Too Small,0.12751,457,3038,0.11565,0.13937
2014,Couple with children,Owner,Just Right,0.74272,2275,3038,0.72717,0.75827
2014,Couple with children,Owner,A Bit Too Large,0.11395,270,3038,0.10265,0.12525
2014,Couple with children,Tenant,Much Too Small,0.06405,220,2631,0.05469,0.07341
2014,Couple with children,Tenant,A Bit Too Small,0.26397,751,2631,0.24713,0.28082
2014,Couple with children,Tenant,Just Right,0.62664,1572,2631,0.60815,0.64513
2014,Couple with children,Tenant,A Bit Too Large,0.04231,88,2631,0.03462,0.05000
2014,Multi-generational household,Owner,Just Right,0.67579,53,53,0.54856,0.80301
2014,Multi-generational household,Tenant,Just Right,0.79326,34,34,0.65508,0.93143
2014,Other Combinations,Owner,Just Right,0.54259,50,50,0.40310,0.68208
2014,Other Combinations,Tenant,A Bit Too Small,0.20095,37,165,0.13962,0.26228
2014,Other Combinations,Tenant,Just Right,0.68195,128,165,0.61068,0.75323
2015,Single-person household,Owner,Just Right,0.63005,582,957,0.59944,0.66065
2015,Single-person household,Owner,A Bit Too Large,0.26202,289,957,0.23415,0.28990
2015,Single-person household,Owner,Much Too Large,0.07888,86,957,0.06179,0.09597
2015,Single-person household,Tenant,Much Too Small,0.01934,52,2617,0.01406,0.02462
2015,Single-person household,Tenant,A Bit Too Small,0.11896,312,2617,0.10655,0.13136
2015,Single-person household,Tenant,Just Right,0.75744,2018,2617,0.74101,0.77386
2015,Single-person household,Tenant,A Bit Too Large,0.09567,235,2617,0.08440,0.10694
2015,Couple without children,Owner,A Bit Too Small,0.03405,71,2299,0.02664,0.04147
2015,Couple without children,Owner,Just Right,0.69037,1596,2299,0.67147,0.70928
2015,Couple without children,Owner,A Bit Too Large,0.23139,542,2299,0.21414,0.24863
2015,Couple without children,Owner,Much Too Large,0.04271,90,2299,0.03444,0.05098
2015,Couple without children,Tenant,Much Too Small,0.01610,47,2057,0.01066,0.02154
2015,Couple without children,Tenant,A Bit Too Small,0.13549,295,2057,0.12070,0.15029
2015,Couple without children,Tenant,Just Right,0.73501,1530,2057,0.71594,0.75409
2015,Couple without children,Tenant,A Bit Too Large,0.10733,185,2057,0.09395,0.12071
2015,Single parent,Owner,A Bit Too Small,0.07532,39,395,0.04926,0.10137
2015,Single parent,Owner,Just Right,0.70582,280,395,0.66083,0.75082
2015,Single parent,Owner,A Bit Too Large,0.18869,76,395,0.15005,0.22732
2015,Single parent,Tenant,Much Too Small,0.04605,58,1296,0.03464,0.05747
2015,Single parent,Tenant,A Bit Too Small,0.26619,330,1296,0.24212,0.29026
2015,Single parent,Tenant,Just Right,0.59625,839,1296,0.56953,0.62297
2015,Single parent,Tenant,A Bit Too Large,0.08556,69,1296,0.07032,0.10079
2015,Couple with children,Owner,A Bit Too Small,0.12593,426,2867,0.11378,0.13807
2015,Couple with children,Owner,Just Right,0.74782,2183,2867,0.73192,0.76372
2015,Couple with children,Owner,A Bit Too Large,0.11149,258,2867,0.09997,0.12301
2015,Couple with children,Tenant,Much Too Small,0.06943,234,2742,0.05991,0.07894
2015,Couple with children,Tenant,A Bit Too Small,0.25864,782,2742,0.24225,0.27504
2015,Couple with children,Tenant,Just Right,0.61964,1636,2742,0.60146,0.63781
2015,Couple with children,Tenant,A Bit Too Large,0.04884,90,2742,0.04077,0.05691
2015,Multi-generational household,Owner,Just Right,0.76546,47,47,0.64301,0.88790
2015,Multi-generational household,Tenant,Just Right,0.79604,48,48,0.68084,0.91124
2015,Other Combinations,Owner,Just Right,0.60942,54,54,0.47807,0.74077
2015,Other Combinations,Tenant,A Bit Too Small,0.26256,44,156,0.19329,0.33184
2015,Other Combinations,Tenant,Just Right,0.58540,112,156,0.50784,0.66296
2016,Single-person household,Not included in this version of the questionnaire,Much Too Small,0.13438,57,404,0.10108,0.16768
2016,Single-person household,Not included in this version of the questionnaire,A Bit Too Small,0.15832,66,404,0.12268,0.19396
2016,Single-person household,Not included in this version of the questionnaire,Just Right,0.67351,281,404,0.62773,0.71930
2016,Single-person household,Owner,Just Right,0.62247,546,908,0.59092,0.65402
2016,Single-person household,Owner,A Bit Too Large,0.27585,280,908,0.24676,0.30494
2016,Single-person household,Owner,Much Too Large,0.07756,82,908,0.06016,0.09497
2016,Single-person household,Tenant,Much Too Small,0.01538,38,2429,0.01049,0.02028
2016,Single-person household,Tenant,A Bit Too Small,0.12581,285,2429,0.11261,0.13900
2016,Single-person household,Tenant,Just Right,0.75039,1875,2429,0.73318,0.76761
2016,Single-person household,Tenant,A Bit Too Large,0.09805,231,2429,0.08622,0.10988
2016,Couple without children,Not included in this version of the questionnaire,Just Right,0.67475,42,42,0.53135,0.81815
2016,Couple without children,Owner,A Bit Too Small,0.04478,84,2213,0.03616,0.05340
2016,Couple without children,Owner,Just Right,0.67975,1520,2213,0.66031,0.69920
2016,Couple without children,Owner,A Bit Too Large,0.23756,531,2213,0.21982,0.25529
2016,Couple without children,Owner,Much Too Large,0.03691,78,2213,0.02905,0.04477
2016,Couple without children,Tenant,A Bit Too Small,0.13315,263,1834,0.11760,0.14870
2016,Couple without children,Tenant,Just Right,0.75820,1420,1834,0.73859,0.77780
2016,Couple without children,Tenant,A Bit Too Large,0.08906,151,1834,0.07602,0.10210
2016,Single parent,Not included in this version of the questionnaire,Much Too Small,0.25552,47,179,0.19145,0.31960
2016,Single parent,Not included in this version of the questionnaire,A Bit Too Small,0.19890,47,179,0.14026,0.25754
2016,Single parent,Not included in this version of the questionnaire,Just Right,0.52276,85,179,0.44938,0.59614
2016,Single parent,Owner,Just Right,0.74463,278,342,0.69835,0.79092
2016,Single parent,Owner,A Bit Too Large,0.16969,64,342,0.12985,0.20953
2016,Single parent,Tenant,Much Too Small,0.05671,61,1138,0.04326,0.07015
2016,Single parent,Tenant,A Bit Too Small,0.24895,264,1138,0.22381,0.27408
2016,Single parent,Tenant,Just Right,0.61327,750,1138,0.58497,0.64158
2016,Single parent,Tenant,A Bit Too Large,0.07956,63,1138,0.06383,0.09529
2016,Couple with children,Not included in this version of the questionnaire,Much Too Small,0.16462,202,1198,0.14361,0.18563
2016,Couple with children,Not included in this version of the questionnaire,A Bit Too Small,0.25034,319,1198,0.22579,0.27488
2016,Couple with children,Not included in this version of the questionnaire,Just Right,0.57403,677,1198,0.54601,0.60204
2016,Couple with children,Owner,A Bit Too Small,0.13008,387,2627,0.11722,0.14295
2016,Couple with children,Owner,Just Right,0.75401,2018,2627,0.73754,0.77049
2016,Couple with children,Owner,A Bit Too Large,0.10320,222,2627,0.09156,0.11483
2016,Couple with children,Tenant,Much Too Small,0.05505,183,2324,0.04578,0.06433
2016,Couple with children,Tenant,A Bit Too Small,0.28185,662,2324,0.26355,0.30014
2016,Couple with children,Tenant,Just Right,0.60217,1387,2324,0.58227,0.62207
2016,Couple with children,Tenant,A Bit Too Large,0.06028,92,2324,0.05061,0.06996
2016,Multi-generational household,Owner,Just Right,0.69030,41,41,0.54701,0.83359
2016,Multi-generational household,Tenant,Just Right,0.69879,34,34,0.54226,0.85532
2016,Other Combinations,Not included in this version of the questionnaire,A Bit Too Small,0.23785,45,153,0.17016,0.30553
2016,Other Combinations,Not included in this version of the questionnaire,Just Right,0.58028,108,153,0.50182,0.65873
2016,Other Combinations,Owner,Just Right,0.69893,40,40,0.55495,0.84290
2016,Other Combinations,Tenant,Just Right,0.71596,101,101,0.62757,0.80435
2017,Single-person household,Not included in this version of the questionnaire,Just Right,0.64406,106,106,0.55248,0.73564
2017,Single-person household,Owner,Just Right,0.62059,603,990,0.59035,0.65083
2017,Single-person household,Owner,A Bit Too Large,0.25370,288,990,0.22658,0.28082
2017,Single-person household,Owner,Much Too Large,0.09573,99,990,0.07739,0.11406
2017,Single-person household,Tenant,Much Too Small,0.01777,75,3086,0.01311,0.02243
2017,Single-person household,Tenant,A Bit Too Small,0.10536,363,3086,0.09452,0.11619
2017,Single-person household,Tenant,Just Right,0.77789,2392,3086,0.76323,0.79256
2017,Single-person household,Tenant,A Bit Too Large,0.08883,256,3086,0.07879,0.09887
2017,Couple without children,Owner,A Bit Too Small,0.03752,83,2522,0.03010,0.04494
2017,Couple without children,Owner,Just Right,0.68577,1726,2522,0.66765,0.70389
2017,Couple without children,Owner,A Bit Too Large,0.23710,619,2522,0.22050,0.25370
2017,Couple without children,Owner,Much Too Large,0.03866,94,2522,0.03113,0.04618
2017,Couple without children,Tenant,Much Too Small,0.01538,42,2124,0.01015,0.02062
2017,Couple without children,Tenant,A Bit Too Small,0.14212,298,2124,0.12727,0.15698
2017,Couple without children,Tenant,Just Right,0.74470,1614,2124,0.72615,0.76324
2017,Couple without children,Tenant,A Bit Too Large,0.09050,170,2124,0.07829,0.10270
2017,Single parent,Not included in this version of the questionnaire,Just Right,0.65511,35,35,0.49533,0.81489
2017,Single parent,Owner,A Bit Too Small,0.08802,33,396,0.06008,0.11596
2017,Single parent,Owner,Just Right,0.67323,287,396,0.62698,0.71949
2017,Single parent,Owner,A Bit Too Large,0.19845,76,396,0.15912,0.23779
2017,Single parent,Tenant,Much Too Small,0.07261,89,1284,0.05841,0.08681
2017,Single parent,Tenant,A Bit Too Small,0.18993,266,1284,0.16846,0.21139
2017,Single parent,Tenant,Just Right,0.65424,855,1284,0.62822,0.68027
2017,Single parent,Tenant,A Bit Too Large,0.07704,74,1284,0.06245,0.09163
2017,Couple with children,Not included in this version of the questionnaire,Much Too Small,0.22283,87,385,0.18120,0.26445
2017,Couple with children,Not included in this version of the questionnaire,A Bit Too Small,0.25714,98,385,0.21342,0.30085
2017,Couple with children,Not included in this version of the questionnaire,Just Right,0.50498,200,385,0.45497,0.55498
2017,Couple with children,Owner,A Bit Too Small,0.13086,408,2912,0.11861,0.14311
2017,Couple with children,Owner,Just Right,0.75250,2239,2912,0.73683,0.76818
2017,Couple with children,Owner,A Bit Too Large,0.10322,265,2912,0.09216,0.11427
2017,Couple with children,Tenant,Much Too Small,0.06925,351,3472,0.06080,0.07769
2017,Couple with children,Tenant,A Bit Too Small,0.28126,977,3472,0.26630,0.29622
2017,Couple with children,Tenant,Just Right,0.59679,2023,3472,0.58047,0.61311
2017,Couple with children,Tenant,A Bit Too Large,0.05196,121,3472,0.04458,0.05935
2017,Multi-generational household,Owner,Just Right,0.80943,48,48,0.69714,0.92171
2017,Multi-generational household,Tenant,Just Right,0.64373,45,45,0.50222,0.78523
2017,Other Combinations,Not included in this version of the questionnaire,A Bit Too Small,0.23584,36,101,0.15264,0.31905
2017,Other Combinations,Not included in this version of the questionnaire,Just Right,0.55492,65,101,0.45751,0.65233
2017,Other Combinations,Owner,Just Right,0.74650,72,72,0.64531,0.84768
2017,Other Combinations,Tenant,A Bit Too Small,0.19790,63,259,0.14929,0.24652
2017,Other Combinations,Tenant,Just Right,0.66354,196,259,0.60588,0.72119
2018,Single-person household,Owner,Just Right,0.63719,610,979,0.60706,0.66733
2018,Single-person household,Owner,A Bit Too Large,0.27743,306,979,0.24937,0.30549
2018,Single-person household,Owner,Much Too Large,0.06064,63,979,0.04568,0.07559
2018,Single-person household,Tenant,Much Too Small,0.01882,81,3414,0.01426,0.02338
2018,Single-person household,Tenant,A Bit Too Small,0.11577,445,3414,0.10503,0.12650
2018,Single-person household,Tenant,Just Right,0.76087,2582,3414,0.74656,0.77518
2018,Single-person household,Tenant,A Bit Too Large,0.09464,306,3414,0.08482,0.10446
2018,Couple without children,Owner,A Bit Too Small,0.04321,92,2451,0.03516,0.05126
2018,Couple without children,Owner,Just Right,0.68379,1683,2451,0.66537,0.70220
2018,Couple without children,Owner,A Bit Too Large,0.23446,590,2451,0.21769,0.25124
2018,Couple without children,Owner,Much Too Large,0.03712,86,2451,0.02963,0.04461
2018,Couple without children,Tenant,Much Too Small,0.01046,39,2154,0.00616,0.01475
2018,Couple without children,Tenant,A Bit Too Small,0.13688,297,2154,0.12236,0.15139
2018,Couple without children,Tenant,Just Right,0.73831,1628,2154,0.71974,0.75687
2018,Couple without children,Tenant,A Bit Too Large,0.10520,190,2154,0.09224,0.11816
2018,Single parent,Owner,A Bit Too Small,0.10906,41,374,0.07743,0.14070
2018,Single parent,Owner,Just Right,0.70030,267,374,0.65381,0.74679
2018,Single parent,Owner,A Bit Too Large,0.17634,66,374,0.13766,0.21501
2018,Single parent,Tenant,Much Too Small,0.07525,107,1351,0.06118,0.08933
2018,Single parent,Tenant,A Bit Too Small,0.19715,302,1351,0.17593,0.21838
2018,Single parent,Tenant,Just Right,0.65061,870,1351,0.62517,0.67604
2018,Single parent,Tenant,A Bit Too Large,0.07418,72,1351,0.06020,0.08816
2018,Couple with children,Owner,A Bit Too Small,0.11874,359,2720,0.10658,0.13090
2018,Couple with children,Owner,Just Right,0.76593,2119,2720,0.75001,0.78184
2018,Couple with children,Owner,A Bit Too Large,0.09994,242,2720,0.08866,0.11121
2018,Couple with children,Tenant,Much Too Small,0.06993,419,3691,0.06170,0.07816
2018,Couple with children,Tenant,A Bit Too Small,0.28497,1039,3691,0.27041,0.29954
2018,Couple with children,Tenant,Just Right,0.59410,2107,3691,0.57826,0.60995
2018,Couple with children,Tenant,A Bit Too Large,0.05022,126,3691,0.04317,0.05727
2018,Multi-generational household,Owner,Just Right,0.84744,48,48,0.74464,0.95024
2018,Multi-generational household,Tenant,Just Right,0.71684,70,70,0.61054,0.82315
2018,Other Combinations,Owner,Just Right,0.75441,72,72,0.65429,0.85454
2018,Other Combinations,Tenant,A Bit Too Small,0.14137,72,290,0.10120,0.18154
2018,Other Combinations,Tenant,Just Right,0.79626,218,290,0.74982,0.84270
2019,Single-person household,Owner,A Bit Too Small,0.02076,34,1185,0.01264,0.02888
2019,Single-person household,Owner,Just Right,0.62527,716,1185,0.59770,0.65284
2019,Single-person household,Owner,A Bit Too Large,0.26964,337,1185,0.24436,0.29492
2019,Single-person household,Owner,Much Too Large,0.08387,98,1185,0.06808,0.09965
2019,Single-person household,Tenant,Much Too Small,0.01258,88,3406,0.00884,0.01633
2019,Single-person household,Tenant,A Bit Too Small,0.11908,441,3406,0.10820,0.12996
2019,Single-person household,Tenant,Just Right,0.75931,2537,3406,0.74495,0.77367
2019,Single-person household,Tenant,A Bit Too Large,0.09725,300,3406,0.08730,0.10720
2019,Single-person household,Tenant,Much Too Large,0.01177,40,3406,0.00815,0.01539
2019,Couple without children,Owner,A Bit Too Small,0.03955,87,2978,0.03255,0.04655
2019,Couple without children,Owner,Just Right,0.70470,2046,2978,0.68832,0.72109
2019,Couple without children,Owner,A Bit Too Large,0.22681,726,2978,0.21176,0.24185
2019,Couple without children,Owner,Much Too Large,0.02862,119,2978,0.02263,0.03461
2019,Couple without children,Tenant,A Bit Too Small,0.13157,292,2133,0.11722,0.14592
2019,Couple without children,Tenant,Just Right,0.75452,1652,2133,0.73625,0.77278
2019,Couple without children,Tenant,A Bit Too Large,0.09647,189,2133,0.08394,0.10900
2019,Single parent,Owner,A Bit Too Small,0.08306,35,384,0.05542,0.11070
2019,Single parent,Owner,Just Right,0.66208,264,384,0.61471,0.70945
2019,Single parent,Owner,A Bit Too Large,0.24034,85,384,0.19755,0.28314
2019,Single parent,Tenant,Much Too Small,0.05759,94,1225,0.04454,0.07064
2019,Single parent,Tenant,A Bit Too Small,0.20027,267,1225,0.17785,0.22269
2019,Single parent,Tenant,Just Right,0.66649,787,1225,0.64008,0.69290
2019,Single parent,Tenant,A Bit Too Large,0.07119,77,1225,0.05678,0.08560
2019,Couple with children,Owner,A Bit Too Small,0.11974,356,3142,0.10838,0.13109
2019,Couple with children,Owner,Just Right,0.74680,2397,3142,0.73159,0.76200
2019,Couple with children,Owner,A Bit Too Large,0.11471,352,3142,0.10356,0.12585
2019,Couple with children,Owner,Much Too Large,0.01053,37,3142,0.00696,0.01411
2019,Couple with children,Tenant,Much Too Small,0.07363,365,3349,0.06478,0.08248
2019,Couple with children,Tenant,A Bit Too Small,0.27479,905,3349,0.25967,0.28991
2019,Couple with children,Tenant,Just Right,0.60196,1976,3349,0.58538,0.61854
2019,Couple with children,Tenant,A Bit Too Large,0.04637,103,3349,0.03925,0.05350
2019,Multi-generational household,Owner,Just Right,0.83002,44,44,0.71775,0.94229
2019,Multi-generational household,Tenant,Just Right,0.62183,47,47,0.48169,0.76197
2019,Other Combinations,Owner,Just Right,0.80188,78,78,0.71285,0.89091
2019,Other Combinations,Tenant,A Bit Too Small,0.19808,55,237,0.14723,0.24893
2019,Other Combinations,Tenant,Just Right,0.69270,182,237,0.63384,0.75157
2020,Single-person household,Owner,A Bit Too Small,0.02488,35,1104,0.01569,0.03407
2020,Single-person household,Owner,Just Right,0.61801,664,1104,0.58934,0.64669
2020,Single-person household,Owner,A Bit Too Large,0.26613,308,1104,0.24005,0.29222
2020,Single-person household,Owner,Much Too Large,0.09098,97,1104,0.07400,0.10795
2020,Single-person household,Tenant,Much Too Small,0.01346,146,4225,0.00998,0.01693
2020,Single-person household,Tenant,A Bit Too Small,0.12222,597,4225,0.11234,0.13209
2020,Single-person household,Tenant,Just Right,0.76748,3135,4225,0.75474,0.78022
2020,Single-person household,Tenant,A Bit Too Large,0.08491,311,4225,0.07650,0.09332
2020,Single-person household,Tenant,Much Too Large,0.01194,36,4225,0.00866,0.01521
2020,Couple without children,Owner,A Bit Too Small,0.03599,85,2636,0.02888,0.04310
2020,Couple without children,Owner,Just Right,0.68503,1770,2636,0.66729,0.70277
2020,Couple without children,Owner,A Bit Too Large,0.23889,670,2636,0.22261,0.25517
