year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,West,,,,,,,,,,,,
1984,17-29 y.,West,,,,,,,,,,,,
1984,30-45 y.,West,,,,,,,,,,,,
1984,46-65 y.,West,,,,,,,,,,,,
1984,66 and older,West,,,,,,,,,,,,
1985,0-16 y.,West,,,,,,,,,,,,
1985,17-29 y.,West,1854,35.68097,35.25417,36.10777,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1985,30-45 y.,West,2481,34.50354,34.06482,34.94227,30.00000,40.00000,40.00000,15.00000,55.00000,,,
1985,46-65 y.,West,1835,35.32942,34.79858,35.86026,30.00000,40.00000,40.00000,15.00000,55.00000,,,
1985,66 and older,West,40,27.86073,20.92598,34.79548,10.00000,20.00000,40.00000,0.0,85.00000,,,
1986,0-16 y.,West,,,,,,,,,,,,
1986,17-29 y.,West,1863,35.80252,35.40867,36.19637,32.00000,40.00000,40.00000,20.00000,52.00000,,,
1986,30-45 y.,West,2353,34.71889,34.27845,35.15933,30.00000,39.00000,40.00000,15.00000,55.00000,,,
1986,46-65 y.,West,1868,35.12485,34.63488,35.61482,30.00000,40.00000,40.00000,15.00000,55.00000,,,
1986,66 and older,West,,,,,,,,,,,,
1987,0-16 y.,West,,,,,,,,,,,,
1987,17-29 y.,West,1857,36.40428,36.01443,36.79412,35.00000,39.00000,40.00000,27.50000,47.50000,,,
1987,30-45 y.,West,2255,35.57958,35.15038,36.00879,30.00000,39.00000,40.00000,15.00000,55.00000,,,
1987,46-65 y.,West,1809,35.82095,35.33504,36.30687,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1987,66 and older,West,31,19.77494,13.79286,25.75701,8.00000,17.25306,20.00000,0.0,38.00000,,,
1988,0-16 y.,West,,,,,,,,,,,,
1988,17-29 y.,West,1773,36.50105,36.11422,36.88789,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1988,30-45 y.,West,2164,35.01757,34.57801,35.45712,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1988,46-65 y.,West,1813,34.94394,34.46996,35.41793,30.00000,39.00000,40.00000,15.00000,55.00000,,,
1988,66 and older,West,32,22.55813,17.03122,28.08503,9.71114,20.00000,30.00000,0.0,60.0,,,
1989,0-16 y.,West,,,,,,,,,,,,
1989,17-29 y.,West,1693,35.82872,35.41653,36.24091,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1989,30-45 y.,West,2021,34.99299,34.55563,35.43035,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1989,46-65 y.,West,1640,35.06413,34.55862,35.56963,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1989,66 and older,West,,,,,,,,,,,,
1990,0-16 y.,West,,,,,,,,,,,,
1990,0-16 y.,East,,,,,,,,,,,,
1990,17-29 y.,West,2260,35.92400,35.60049,36.24750,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1990,17-29 y.,East,,,,,,,,,,,,
1990,30-45 y.,West,2311,33.49412,33.08457,33.90366,30.00000,35.00000,40.00000,15.00000,55.00000,,,
1990,30-45 y.,East,,,,,,,,,,,,
1990,46-65 y.,West,1737,34.00055,33.54643,34.45466,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1990,46-65 y.,East,,,,,,,,,,,,
1990,66 and older,West,,,,,,,,,,,,
1990,66 and older,East,,,,,,,,,,,,
1991,0-16 y.,West,,,,,,,,,,,,
1991,0-16 y.,East,,,,,,,,,,,,
1991,17-29 y.,West,1762,35.48301,35.07805,35.88797,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1991,17-29 y.,East,664,38.42542,37.80778,39.04307,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1991,30-45 y.,West,2204,33.94934,33.51200,34.38667,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1991,30-45 y.,East,1282,38.85846,38.36215,39.35477,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1991,46-65 y.,West,1707,34.05472,33.56544,34.54400,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1991,46-65 y.,East,787,38.62551,38.06914,39.18187,36.00000,40.00000,40.00000,30.00000,46.00000,,,
1991,66 and older,West,,,,,,,,,,,,
1991,66 and older,East,,,,,,,,,,,,
1992,0-16 y.,West,,,,,,,,,,,,
1992,0-16 y.,East,,,,,,,,,,,,
1992,17-29 y.,West,1699,35.77225,35.34877,36.19573,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1992,17-29 y.,East,,,,,,,,,,,,
1992,30-45 y.,West,2170,33.65743,33.22832,34.08653,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1992,30-45 y.,East,,,,,,,,,,,,
1992,46-65 y.,West,1636,34.20754,33.71406,34.70103,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1992,46-65 y.,East,,,,,,,,,,,,
1992,66 and older,West,,,,,,,,,,,,
1992,66 and older,East,,,,,,,,,,,,
1993,0-16 y.,West,,,,,,,,,,,,
1993,0-16 y.,East,,,,,,,,,,,,
1993,17-29 y.,West,1616,35.65636,35.23388,36.07884,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1993,17-29 y.,East,534,37.95309,37.24277,38.66342,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1993,30-45 y.,West,2138,34.19575,33.76640,34.62510,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1993,30-45 y.,East,1090,37.42227,36.89641,37.94812,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1993,46-65 y.,West,1594,33.79465,33.27727,34.31203,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1993,46-65 y.,East,561,37.50017,36.81828,38.18206,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1993,66 and older,West,,,,,,,,,,,,
1993,66 and older,East,,,,,,,,,,,,
1994,0-16 y.,West,,,,,,,,,,,,
1994,0-16 y.,East,,,,,,,,,,,,
1994,17-29 y.,West,1489,36.05518,35.62754,36.48282,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1994,17-29 y.,East,494,38.49778,37.84404,39.15152,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1994,30-45 y.,West,2062,33.93747,33.49582,34.37913,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1994,30-45 y.,East,1048,37.88650,37.41854,38.35445,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1994,46-65 y.,West,1505,34.12781,33.63595,34.61967,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1994,46-65 y.,East,571,38.24892,37.64994,38.84790,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1994,66 and older,West,,,,,,,,,,,,
1994,66 and older,East,,,,,,,,,,,,
1995,0-16 y.,West,,,,,,,,,,,,
1995,0-16 y.,East,,,,,,,,,,,,
1995,17-29 y.,West,1518,35.23297,34.67071,35.79522,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1995,17-29 y.,East,507,36.98060,36.01183,37.94937,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1995,30-45 y.,West,2368,33.27688,32.81900,33.73476,30.00000,36.00000,40.00000,15.00000,55.00000,,,
1995,30-45 y.,East,1039,36.11179,35.40023,36.82335,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1995,46-65 y.,West,1588,33.38211,32.79139,33.97283,28.00000,37.00000,40.00000,10.00000,58.00000,,,
1995,46-65 y.,East,603,35.60878,34.71855,36.49901,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1995,66 and older,West,,,,,,,,,,,,
1995,66 and older,East,,,,,,,,,,,,
1996,0-16 y.,West,,,,,,,,,,,,
1996,0-16 y.,East,,,,,,,,,,,,
1996,17-29 y.,West,,,,,,,,,,,,
1996,17-29 y.,East,,,,,,,,,,,,
1996,30-45 y.,West,,,,,,,,,,,,
1996,30-45 y.,East,,,,,,,,,,,,
1996,46-65 y.,West,,,,,,,,,,,,
1996,46-65 y.,East,,,,,,,,,,,,
1996,66 and older,West,,,,,,,,,,,,
1996,66 and older,East,,,,,,,,,,,,
1997,0-16 y.,West,,,,,,,,,,,,
1997,0-16 y.,East,,,,,,,,,,,,
1997,17-29 y.,West,1310,36.08019,35.56542,36.59496,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1997,17-29 y.,East,465,38.03517,37.21615,38.85419,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1997,30-45 y.,West,2385,34.96093,34.53181,35.39005,30.00000,38.00000,40.00000,15.00000,55.00000,,,
1997,30-45 y.,East,927,38.21239,37.68340,38.74138,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1997,46-65 y.,West,1469,34.12969,33.58834,34.67103,30.00000,37.00000,40.00000,15.00000,55.00000,,,
1997,46-65 y.,East,601,37.78406,37.16218,38.40595,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1997,66 and older,West,,,,,,,,,,,,
1997,66 and older,East,,,,,,,,,,,,
1998,No answer / don't know,West,,,,,,,,,,,,
1998,0-16 y.,West,,,,,,,,,,,,
1998,0-16 y.,East,,,,,,,,,,,,
1998,17-29 y.,West,1318,36.03947,35.51561,36.56332,35.00000,38.00000,40.00000,27.50000,47.50000,,,
1998,17-29 y.,East,505,37.30505,36.49033,38.11977,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1998,30-45 y.,West,2699,34.33382,33.93011,34.73752,30.00000,36.00000,40.00000,15.00000,55.00000,,,
1998,30-45 y.,East,969,36.81798,36.21078,37.42517,35.00000,40.00000,40.00000,27.50000,47.50000,,,
1998,46-65 y.,West,1715,33.68971,33.20096,34.17846,30.00000,36.00000,40.00000,15.00000,55.00000,,,
