year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,maennlich,,,,,,,,,,,,
1984,weiblich,,,,,,,,,,,,
1985,maennlich,3782,38.865276545850534,38.72680991318508,39.00374317851599,38.0,40.0,40.0,35.0,43.0,40.0,40.0,40.0
1985,weiblich,2366,29.27675160401808,29.056080190489237,29.497423017546925,20.0,30.0,40.0,0.0,70.0,30.0,30.0,30.0
1986,maennlich,3720,38.550248747512555,38.4213406436933,38.67915685133181,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1986,weiblich,2334,29.78179261073661,29.566760512136238,29.99682470933698,20.0,30.0,40.0,0.0,70.0,30.0,30.0,30.0
1987,maennlich,3612,39.2108172257307,39.085090579997036,39.336543871464364,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
1987,weiblich,2281,30.592129667247733,30.377767135194166,30.8064921993013,20.0,35.0,40.0,0.0,70.0,35.0,35.0,38.0
1988,maennlich,3484,38.84755010744592,38.72324580598826,38.971854408903575,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1988,weiblich,2234,29.967593222681163,29.75446775609411,30.180718689268215,20.0,32.0,40.0,0.0,70.0,32.0,29.0,34.0
1989,maennlich,3261,38.561364478189354,38.43529459312112,38.68743436325759,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1989,weiblich,2094,30.05343592086562,29.82961138311832,30.277260458612922,20.0,30.0,39.0,0.0,67.5,30.0,28.0,30.0
1990,maennlich,3559,38.13445933627681,38.02416329921046,38.24475537334317,35.0,39.0,40.0,27.5,47.5,39.0,39.0,40.0
1990,weiblich,2659,29.33666264684784,29.15294374034217,29.520381553353513,20.0,30.0,38.0,0.0,65.0,30.0,26.0,30.0
1991,maennlich,4815,38.54731584467249,38.43907083616692,38.65556085317806,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1991,weiblich,3566,30.666887581318534,30.498105697536964,30.835669465100104,21.0,35.0,39.0,0.0,66.0,35.0,35.0,38.0
1992,maennlich,3254,37.97324052164613,37.84482939678383,38.10165164650844,35.0,39.0,40.0,27.5,47.5,39.0,38.974999999999994,40.0
1992,weiblich,2231,29.14017838296599,28.93008993310672,29.350266832825255,20.0,30.0,38.0,0.0,60.0,30.0,30.0,30.0
1993,maennlich,4314,38.5167185624723,38.4084992882379,38.6249378367067,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
1993,weiblich,3190,29.98007334769572,29.801780580324138,30.1583661150673,20.0,32.0,38.0,0.0,65.0,32.0,29.0,34.0
1994,maennlich,4068,38.574671940858764,38.46424700303384,38.68509687868369,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
1994,weiblich,3082,30.382856370211638,30.21120201562049,30.554510724802785,21.0,32.0,38.0,0.0,63.5,32.0,29.0,34.0
1995,maennlich,4340,37.73844534669024,37.592062720545464,37.88482797283502,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1995,weiblich,3265,29.052704314829857,28.859312853910637,29.246095775749076,20.0,30.0,38.0,0.0,65.0,30.0,28.0,30.0
1996,maennlich,,,,,,,,,,,,
1996,weiblich,,,,,,,,,,,,
1997,maennlich,4056,38.90536304596151,38.778007785421664,39.03271830650135,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1997,weiblich,3092,30.472501102737997,30.294220966878708,30.650781238597286,20.0,32.0,38.0,0.0,65.0,32.0,29.0,34.0
1998,maennlich,4458,37.848055692871604,37.721446774007546,37.97466461173566,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1998,weiblich,3371,30.30094330422754,30.124056314886648,30.477830293568434,20.0,30.0,38.0,0.0,65.0,30.0,28.0,30.0
1999,maennlich,4396,38.36821118293654,38.22897910001883,38.50744326585425,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
1999,weiblich,3449,30.03437697224928,29.862348365302267,30.206405579196293,20.0,32.0,38.0,0.0,65.0,32.0,29.0,34.0
2000,maennlich,7296,38.546199464977924,38.44556726016287,38.64683166979298,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
2000,weiblich,5824,29.774831727691026,29.64119211834651,29.908471337035543,20.0,30.0,38.5,0.0,66.25,30.0,29.980000019073483,30.0
2001,maennlich,6647,38.62966301706632,38.52348753337913,38.73583850075351,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
2001,weiblich,5474,30.202282002356913,30.065001983794527,30.3395620209193,20.0,30.0,38.5,0.0,66.25,30.0,28.0,30.0
2002,maennlich,6913,38.6583288263159,38.559148541141084,38.75750911149072,35.0,40.0,40.0,27.5,47.5,40.0,40.0,40.0
2002,weiblich,5856,29.50094761633511,29.363734900681667,29.638160331988555,20.0,30.0,38.5,0.0,66.25,30.0,30.0,30.0
2003,maennlich,6503,38.54264266359231,38.4393082194826,38.64597710770202,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
2003,weiblich,5605,29.786398558924656,29.65053777153607,29.922259346313243,20.0,30.0,38.5,0.0,66.25,30.0,28.0,30.0
2004,maennlich,6270,38.8342194485588,38.73168492237306,38.93675397474453,36.0,40.0,40.0,30.0,46.0,40.0,40.0,40.0
2004,weiblich,5485,30.118546355599506,29.982512744032654,30.254579967166357,20.0,30.828215981530967,38.5,0.0,66.25,30.8,27.599998474121094,31.599998474121094
2005,maennlich,5914,39.01657646771295,38.91160743047348,39.12154550495242,37.0,40.0,40.0,32.5,44.5,40.0,40.0,40.0
