year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,,,,,,,,,,,,
1984,30-45 y.,,,,,,,,,,,,
1984,46-65 y.,,,,,,,,,,,,
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1854,35.68310,35.15270,36.15611,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1985,30-45 y.,2481,34.50194,34.00747,35.04456,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,46-65 y.,1835,35.32832,34.76608,35.98097,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1985,66 and older,40,27.86264,20.44275,34.11590,10.00000,20.00000,40.00000,0.0,85.00000,20.0,0.00000,25.00000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,1862,35.79678,35.33738,36.25036,31.36725,40.00000,40.00000,18.41814,52.94912,40.0,40.00000,42.00000
1986,30-45 y.,2354,34.72517,34.18689,35.23143,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.00000,40.00000
1986,46-65 y.,1868,35.12315,34.51465,35.63650,30.00000,40.00000,40.00000,15.00000,55.00000,40.0,40.00000,40.00000
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,1857,36.39871,35.85496,36.87493,35.00000,39.00000,40.00000,27.50000,47.50000,39.0,38.00000,39.00000
1987,30-45 y.,2255,35.58332,35.09308,36.11591,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.00000,40.00000
1987,46-65 y.,1809,35.81928,35.26545,36.29798,35.00000,40.00000,40.00000,27.50000,47.50000,40.0,40.00000,40.00000
1987,66 and older,31,19.77740,13.72373,24.51493,8.00000,17.07129,20.00000,0.0,38.00000,15.0,10.00000,20.00000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,1773,36.50113,36.03697,36.94452,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,36.97500,38.00000
1988,30-45 y.,2164,35.01440,34.49386,35.50257,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1988,46-65 y.,1813,34.94617,34.44025,35.47406,30.00000,39.00000,40.00000,15.00000,55.00000,39.0,38.00000,40.00000
1988,66 and older,32,22.55833,16.94392,27.32587,9.71117,20.00000,30.00000,0.0,60.0,20.0,15.00000,25.00000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,1693,35.82878,35.31583,36.34342,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1989,30-45 y.,2021,34.99295,34.45820,35.42775,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1989,46-65 y.,1640,35.06453,34.39066,35.54238,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,37.00000,38.00000
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,2260,35.92518,35.56735,36.30007,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1990,30-45 y.,2311,33.48990,32.94957,33.94507,30.00000,35.00000,40.00000,15.00000,55.00000,35.0,33.00000,35.00000
1990,46-65 y.,1737,34.00128,33.44877,34.50887,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1990,66 and older,,,,,,,,,,,,
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,2426,36.09713,35.75909,36.53943,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1991,30-45 y.,3486,35.01214,34.64958,35.43376,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1991,46-65 y.,2494,35.07005,34.61767,35.51876,31.00000,38.00000,40.00000,17.50000,53.50000,38.0,38.00000,38.00000
1991,66 and older,35,20.05035,14.42770,25.29049,6.75022,20.00000,30.00000,0.0,50.0,20.0,10.00000,32.00000
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,1701,35.74998,35.23828,36.22249,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1992,30-45 y.,2170,33.65816,33.10329,34.13781,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,37.00000,38.00000
1992,46-65 y.,1636,34.20614,33.64616,34.69178,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,37.00000
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,2150,36.12374,35.70802,36.60518,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1993,30-45 y.,3228,34.85375,34.43269,35.30725,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1993,46-65 y.,2155,34.41390,33.90884,34.89844,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,1983,36.54450,36.05312,36.98526,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1994,30-45 y.,3110,34.73711,34.25538,35.19655,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1994,46-65 y.,2076,34.85688,34.43017,35.35626,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,38.00000
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,2025,35.59275,34.91979,36.19265,35.00000,38.00000,40.00000,27.50000,47.50000,38.0,38.00000,38.00000
1995,30-45 y.,3407,33.82160,33.31274,34.23220,30.00000,37.00000,40.00000,15.00000,55.00000,37.0,36.00000,38.00000
1995,46-65 y.,2191,33.79127,32.99917,34.44369,30.00000,38.00000,40.00000,15.00000,55.00000,38.0,38.00000,39.00000
1995,66 and older,,,,,,,,,,,,
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,,,,,,,,,,,,
1996,30-45 y.,,,,,,,,,,,,
1996,46-65 y.,,,,,,,,,,,,
1996,66 and older,,,,,,,,,,,,
