year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1992,Urban regions,4308,34.22414109121297,34.08200698067652,34.366275201749424,30.0,37.0,40.0,15.0,55.0,37.0,36.0,37.0
1992,Rural regions,1170,34.80866546281054,34.522893262856904,35.09443766276417,30.0,38.0,40.0,15.0,55.0,38.0,38.0,39.0
1993,Urban regions,4965,34.67063822664471,34.53807577473479,34.80320067855463,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
1993,Rural regions,2539,35.61203113449216,35.42555875950359,35.79850350948074,33.14307559872605,38.0,40.0,22.857688996815124,50.28538660191093,38.0,36.0,38.0
1994,Urban regions,4719,34.95534471916852,34.82539425466301,35.085295183674035,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
1994,Rural regions,2431,35.55787103251041,35.36981492864902,35.745927136371805,30.0,38.0,40.0,15.0,55.0,38.0,37.0,38.0
1995,Urban regions,4983,33.8304710588495,33.67699609061898,33.983946027080016,30.0,37.0,40.0,15.0,55.0,37.0,36.0,37.0
1995,Rural regions,2622,34.80075209698915,34.57777568982829,35.02372850415001,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,Urban regions,4670,35.03443834843844,34.892485606581374,35.17639109029551,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
1997,Rural regions,2478,36.15113450927055,35.95391707384179,36.34835194469931,32.0,38.0,40.0,20.0,52.0,38.0,37.0,38.0
1998,Urban regions,5108,34.440886788828884,34.30419355858442,34.577580019073345,30.0,37.0,40.0,15.0,55.0,37.0,36.0,38.0
1998,Rural regions,2721,35.384990541289405,35.19012624083004,35.57985484174877,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
1999,Urban regions,5099,34.380325962423214,34.235062223658126,34.5255897011883,30.0,37.0,40.0,15.0,55.0,37.0,36.0,37.0
1999,Rural regions,2746,35.85536734342295,35.658378475888036,36.05235621095786,30.0,38.0,40.0,15.0,55.0,38.0,37.974999999999994,38.0
2000,Urban regions,8587,34.38111946255513,34.26948539665913,34.492753528451125,30.0,37.5,40.0,15.0,55.0,37.5,37.0,37.5
2000,Rural regions,4533,35.632997380488455,35.487502758712104,35.778492002264805,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2001,Urban regions,7980,34.575831118302645,34.46103960589418,34.69062263071111,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2001,Rural regions,4141,35.783691283075086,35.63034637245973,35.937036193690446,30.0,38.5,40.0,15.0,55.0,38.5,38.5,39.0
2002,Urban regions,8586,34.27039689513725,34.157633838248174,34.38315995202633,30.0,37.5,40.0,15.0,55.0,37.5,37.0,37.5
2002,Rural regions,4183,35.32339978566288,35.171583558735236,35.47521601259052,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2003,Urban regions,8116,34.37135945625514,34.257652623217716,34.48506628929257,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2003,Rural regions,3992,35.298285479428486,35.14505456627285,35.451516392584125,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2004,Urban regions,7895,34.58572524885956,34.471743270473354,34.69970722724577,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2004,Rural regions,3860,35.68283307326877,35.53044320983774,35.83522293669979,30.0,38.5,40.0,15.0,55.0,38.5,38.0,39.0
2005,Urban regions,7491,34.969231451762624,34.8518747922138,35.08658811131145,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2005,Rural regions,3650,35.669807659342396,35.51393932916931,35.82567598951548,30.0,38.5,40.0,15.0,55.0,38.5,37.0,38.5
2006,Urban regions,7896,34.77512260920196,34.66397992887545,34.88626528952847,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2006,Rural regions,3990,35.8257559386249,35.674988182324846,35.97652369492496,30.0,40.0,40.0,15.0,55.0,40.0,40.0,41.5
2007,Urban regions,7436,34.97932486236987,34.862116968853265,35.09653275588648,30.0,38.5,40.0,15.0,55.0,38.5,38.5,39.0
2007,Rural regions,3841,36.05377220869244,35.89332537183275,36.214219045552134,30.0,40.0,40.0,15.0,55.0,40.0,40.0,40.025
2008,Urban regions,7139,34.42761248343989,34.31195343604305,34.543271530836726,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.0
2008,Rural regions,3655,35.19776758590141,35.032159478125315,35.363375693677504,30.0,39.0,40.0,15.0,55.0,39.0,38.0,39.5
2009,Urban regions,6496,34.8335337242437,34.71340909612678,34.95365835236062,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2009,Rural regions,3441,35.61552185953988,35.4489319390074,35.78211178007236,30.0,38.5,40.0,15.0,55.0,38.5,37.0,39.0
2010,Urban regions,6950,34.47071140514489,34.35237259183064,34.58905021845914,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2010,Rural regions,3704,35.08795043269904,34.9266460309175,35.249254834480574,30.0,38.5,40.0,15.0,55.0,38.5,38.0,39.0
2011,Urban regions,8329,35.071961512600765,34.962841243202035,35.181081781999495,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2011,Rural regions,4700,35.26211856291493,35.120390316927704,35.40384680890215,30.0,38.5,40.0,15.0,55.0,38.5,38.0,39.0
2012,Urban regions,8287,34.198314773717975,34.08668646833617,34.30994307909978,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2012,Rural regions,4599,34.947314807854596,34.80463911914547,35.08999049656372,30.0,38.0,40.0,15.0,55.0,38.0,37.0,38.0
2013,Urban regions,7679,33.92243808863819,33.808475386164666,34.03640079111171,30.0,37.5,40.0,15.0,55.0,37.5,37.0,38.0
2013,Rural regions,4287,34.5690478406362,34.422390930076666,34.71570475119574,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2014,Urban regions,8859,33.62282196010612,33.519515476805026,33.72612844340722,30.0,36.0,40.0,15.0,55.0,36.0,35.0,37.0
2014,Rural regions,5064,34.29227219323171,34.161308566555334,34.423235819908086,30.0,38.0,40.0,15.0,55.0,38.0,37.9875,38.5
2015,Urban regions,10452,33.94636410157986,33.84870568462037,34.04402251853935,30.0,38.0,40.0,15.0,55.0,38.0,38.0,38.5
2015,Rural regions,5520,34.22770036285271,34.102148817126796,34.35325190857862,30.0,38.0,40.0,15.0,55.0,38.0,37.5,38.0
2016,Urban regions,9604,33.501171366822504,33.40218456662763,33.600158167017376,30.0,36.0,40.0,15.0,55.0,36.0,34.5,37.0
2016,Rural regions,5139,33.95504706930333,33.826920901503904,34.08317323710276,30.0,37.5,40.0,15.0,55.0,37.5,37.0,39.0
2017,Urban regions,10866,33.48478334665315,33.38933211891449,33.58023457439182,30.0,35.0,40.0,15.0,55.0,35.0,34.0,35.0
2017,Rural regions,5925,33.53701182595048,33.41163959354166,33.6623840583593,30.0,36.0,40.0,15.0,55.0,36.0,35.0,37.0
2018,Urban regions,10842,32.953773037770105,32.8599379216692,33.04760815387101,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2018,Rural regions,5717,33.141882786738805,33.014739556031415,33.269026017446194,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2019,Urban regions,11091,33.41873272664378,33.32762229411343,33.50984315917413,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2019,Rural regions,5778,33.53815315432532,33.413878078217834,33.66242823043281,30.0,35.0,40.0,15.0,55.0,35.0,34.0,35.0
2020,Urban regions,11692,32.91200155956613,32.82454559067124,32.999457528461015,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2020,Rural regions,5689,32.9964179060289,32.86949850243546,33.12333730962234,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2021,Urban regions,7853,32.04042950618791,31.92555849964717,32.15530051272865,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
2021,Rural regions,3708,32.78605645757163,32.62880782513402,32.94330509000925,30.0,35.0,40.0,15.0,55.0,35.0,35.0,35.0
