"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1993","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
"1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.24","40","821","37.72","38.76"
"1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.46","38","2230","35.1","35.82"
"1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","38.04","40","1292","37.62","38.46"
"1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.86","37","2850","33.5","34.22"
"1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1994","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
"1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.53","40","821","35.76","37.3"
"1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.66","37","2411","34.22","35.1"
"1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.9","40","1328","35.27","36.53"
"1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.09","36","3093","32.69","33.49"
"1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1995","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
"1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","","",""
"1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","","",""
"1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1996","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
"1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.91","40","725","37.31","38.51"
"1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.86","38","2228","35.45","36.27"
"1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","38.07","40","1273","37.61","38.53"
"1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.43","37","2962","34.05","34.81"
"1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1997","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
"1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.16","40","757","36.5","37.82"
"1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.71","38","2304","35.34","36.08"
"1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","36.06","40","1358","35.55","36.57"
"1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.83","36","3451","33.48","34.18"
"1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1998","66 und älter","Westdeutschland, alte Bundeslaender","18.41","15","30","12.01","24.81"
"1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.7","40","752","37.03","38.37"
"1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.48","38","2307","35.05","35.91"
"1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.07","40","1379","36.6","37.54"
"1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.92","36","3441","33.55","34.29"
"1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"1999","66 und älter","Westdeutschland, alte Bundeslaender","17.39","15","37","12.96","21.82"
"2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.39","40","1022","36.83","37.95"
"2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.55","38","3486","35.2","35.9"
"2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","36.88","40","2069","36.52","37.24"
"2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.75","37","6590","33.48","34.02"
"2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2000","66 und älter","Westdeutschland, alte Bundeslaender","22.34","20","67","18.49","26.19"
"2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.21","40","939","36.64","37.78"
"2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.45","38","3080","35.06","35.84"
"2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.06","40","1952","36.7","37.42"
"2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.19","37.5","6179","33.92","34.46"
"2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2001","66 und älter","Westdeutschland, alte Bundeslaender","19.27","14.05","74","15.68","22.86"
"2002","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.62","40","906","37.04","38.2"
"2002","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.59","38","2909","35.2","35.98"
"2002","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.09","40","1947","36.73","37.45"
"2002","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.47","37","7011","33.2","33.74"
"2002","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2002","66 und älter","Westdeutschland, alte Bundeslaender","25.41","15.01","97","21.76","29.06"
"2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.4","40","835","36.76","38.04"
"2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.15","38","2716","34.74","35.56"
"2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.43","40","1900","37.07","37.79"
"2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.87","37.5","6643","33.6","34.14"
"2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2003","66 und älter","Westdeutschland, alte Bundeslaender","21.44","15","102","18.19","24.69"
"2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.92","40","829","36.27","37.57"
"2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.87","38","2536","35.46","36.28"
"2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.2","40","1858","36.86","37.54"
"2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.28","37.5","6486","34.01","34.55"
"2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2004","66 und älter","Westdeutschland, alte Bundeslaender","20.01","15","116","17.1","22.92"
"2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.85","40","748","37.23","38.47"
"2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.11","38.5","2354","35.68","36.54"
"2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.02","40","1779","36.65","37.39"
"2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.56","38","6217","34.29","34.83"
"2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2005","66 und älter","Westdeutschland, alte Bundeslaender","23.07","15","101","19.49","26.65"
"2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38.49","40","757","37.86","39.12"
"2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.96","38.5","2349","35.54","36.38"
"2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.16","40","1909","36.81","37.51"
"2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.45","38","6735","34.19","34.71"
"2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2006","66 und älter","Westdeutschland, alte Bundeslaender","23.9","20","147","21.18","26.62"
"2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38","40","757","37.35","38.65"
"2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.74","39","2214","35.29","36.19"
"2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.33","40","1819","36.96","37.7"
"2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.88","38","6360","34.61","35.15"
"2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2007","66 und älter","Westdeutschland, alte Bundeslaender","22.39","18.32","133","19.75","25.03"
"2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.73","40","710","37.11","38.35"
"2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.4","38.5","2098","34.94","35.86"
"2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.32","40","1789","36.95","37.69"
"2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34","38","6051","33.73","34.27"
"2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2008","66 und älter","Westdeutschland, alte Bundeslaender","21.83","15","150","19.4","24.26"
"2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.15","40","632","36.55","37.75"
"2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","36.17","38.5","1908","35.71","36.63"
"2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37.1","40","1711","36.71","37.49"
"2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.42","37.5","5522","34.14","34.7"
"2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2009","66 und älter","Westdeutschland, alte Bundeslaender","20.37","19.92","167","18.03","22.71"
"2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.88","40","660","36.25","37.51"
"2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.5","38","2060","35.03","35.97"
"2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","36.6","40","1763","36.22","36.98"
"2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.26","37.5","6013","33.99","34.53"
"2010","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2010","66 und älter","Westdeutschland, alte Bundeslaender","20.42","17.19","162","18.14","22.7"
"2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","37.51","40","764","36.87","38.15"
"2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.85","39","2421","35.41","36.29"
"2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","36.31","39.42","2109","35.95","36.67"
"2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.82","38","7560","34.57","35.07"
"2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2011","66 und älter","Westdeutschland, alte Bundeslaender","19.5","15","180","17.5","21.5"
"2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.04","40","693","35.36","36.72"
"2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","35.18","38.5","2389","34.74","35.62"
"2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","36.42","40","2142","36.06","36.78"
"2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34.14","37.5","7430","33.9","34.38"
"2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2012","66 und älter","Westdeutschland, alte Bundeslaender","18.69","15","232","16.97","20.41"
"2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.17","40","620","35.51","36.83"
"2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.62","38","2198","34.16","35.08"
"2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.92","39","2021","35.56","36.28"
"2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.93","37","6897","33.68","34.18"
"2013","66 und älter","Ostdeutschland, neue Bundeslaender","18.66","13.62","30","14.32","23"
"2013","66 und älter","Westdeutschland, alte Bundeslaender","17.77","12.53","225","15.95","19.59"
"2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.24","39.17","684","35.62","36.86"
"2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.26","38","2527","33.83","34.69"
"2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.7","38.5","2258","35.37","36.03"
"2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.62","35","8184","33.4","33.84"
"2014","66 und älter","Ostdeutschland, neue Bundeslaender","22.89","21.27","34","18.64","27.14"
"2014","66 und älter","Westdeutschland, alte Bundeslaender","18.11","15","261","16.45","19.77"
"2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","36.47","40","730","35.84","37.1"
"2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.78","38","3445","34.42","35.14"
"2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.63","38","2245","35.29","35.97"
"2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.74","37.5","9320","33.52","33.96"
"2015","66 und älter","Ostdeutschland, neue Bundeslaender","14.58","10","40","10.56","18.6"
"2015","66 und älter","Westdeutschland, alte Bundeslaender","18.62","15","247","16.88","20.36"
"2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","35.05","40","627","34.41","35.69"
"2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.38","38","2983","34.01","34.75"
"2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.41","38","2197","35.08","35.74"
"2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.42","35","8673","33.2","33.64"
"2016","66 und älter","Ostdeutschland, neue Bundeslaender","19.31","12.55","44","15.59","23.03"
"2016","66 und älter","Westdeutschland, alte Bundeslaender","18.4","13.93","259","16.7","20.1"
"2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","34.77","38","767","34.15","35.39"
"2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34.05","37.5","3538","33.69","34.41"
"2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35.3","37","2538","34.99","35.61"
"2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.45","35","9744","33.24","33.66"
"2017","66 und älter","Ostdeutschland, neue Bundeslaender","18.62","12","52","15.31","21.93"
"2017","66 und älter","Westdeutschland, alte Bundeslaender","18.05","15","315","16.48","19.62"
"2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33.15","35","776","32.49","33.81"
"2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","33.85","37.5","3672","33.5","34.2"
"2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","34.57","35","2505","34.25","34.89"
"2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33.26","35","9426","33.05","33.47"
"2018","66 und älter","Ostdeutschland, neue Bundeslaender","17.05","11.6","54","14.17","19.93"
"2018","66 und älter","Westdeutschland, alte Bundeslaender","16.15","12","340","14.79","17.51"
"2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","34.7","40","86","32.11","37.29"
"2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","37.65","40","569","36.77","38.53"
"2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","33.01","40","44","29.24","36.78"
"2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","36.88","40","416","35.76","38"
"2019","66 und älter","Ostdeutschland, neue Bundeslaender","","","","",""
"2019","66 und älter","Westdeutschland, alte Bundeslaender","","","","",""
