year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,,,,,,,,,,,,
1984,30-45 y.,,,,,,,,,,,,
1984,46-65 y.,,,,,,,,,,,,
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,1665,11.63388,10.94901,12.31875,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,7.00000,8.00000
1985,30-45 y.,2111,12.64843,11.87236,13.42450,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,7.00000,8.00000
1985,46-65 y.,1525,11.48537,10.60421,12.36653,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,6.00000,8.00000
1985,66 and older,,,,,,,,,,,,
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,,,,,,,,,,,,
1986,30-45 y.,,,,,,,,,,,,
1986,46-65 y.,,,,,,,,,,,,
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,,,,,,,,,,,,
1987,30-45 y.,,,,,,,,,,,,
1987,46-65 y.,,,,,,,,,,,,
1987,66 and older,,,,,,,,,,,,
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,,,,,,,,,,,,
1988,30-45 y.,,,,,,,,,,,,
1988,46-65 y.,,,,,,,,,,,,
1988,66 and older,,,,,,,,,,,,
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,,,,,,,,,,,,
1989,30-45 y.,,,,,,,,,,,,
1989,46-65 y.,,,,,,,,,,,,
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,1538,14.84153,13.69861,15.98445,4.00000,9.00000,18.00000,1.00000,39.00000,9.00000,8.00000,10.00000
1990,30-45 y.,1827,13.64580,12.81111,14.48050,4.00000,9.00000,17.00000,0.00000,36.50000,9.00000,8.00000,10.00000
1990,46-65 y.,1387,12.09317,11.26183,12.92451,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,6.00000,7.00000
1990,66 and older,,,,,,,,,,,,
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,298,48.37868,36.55737,60.19999,7.00000,13.00000,30.00000,0.00000,64.50000,13.00000,10.00000,15.00000
1991,30-45 y.,366,46.15961,33.93066,58.38855,7.00000,11.00000,20.00000,1.00000,39.50000,11.00000,10.00000,13.00000
1991,46-65 y.,191,25.01420,12.23891,37.78949,6.00000,10.00000,15.00000,1.00000,28.50000,10.00000,9.97500,10.00000
1991,66 and older,,,,,,,,,,,,
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,235,55.01997,39.24018,70.79975,8.00000,15.00000,30.00000,2.00000,63.00000,15.00000,13.00000,18.00000
1992,30-45 y.,365,38.31285,27.95334,48.67235,7.00000,13.00000,22.00000,1.00000,44.50000,13.00000,12.00000,15.00000
1992,46-65 y.,176,21.95115,14.75684,29.14546,6.00000,10.00000,18.00000,1.00000,36.00000,10.00000,10.00000,12.00000
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,1965,12.39658,11.79573,12.99743,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,9.00000
1993,30-45 y.,2979,11.74926,11.25218,12.24634,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,7.00000
1993,46-65 y.,2003,10.37624,9.71356,11.03893,2.00000,5.60459,13.00000,0.00000,29.50000,6.00000,5.00000,6.00000
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,,,,,,,,,,,,
1994,30-45 y.,,,,,,,,,,,,
1994,46-65 y.,,,,,,,,,,,,
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,1903,14.98865,13.58511,16.39219,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,7.00000,10.00000
1995,30-45 y.,3174,14.06809,13.31581,14.82038,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,7.00000,9.00000
1995,46-65 y.,2048,12.06766,11.17566,12.95965,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,6.00000,7.00000
1995,66 and older,,,,,,,,,,,,
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,,,,,,,,,,,,
1996,30-45 y.,,,,,,,,,,,,
1996,46-65 y.,,,,,,,,,,,,
1996,66 and older,,,,,,,,,,,,
1997,0-16 y.,,,,,,,,,,,,
1997,17-29 y.,855,33.90077,29.76841,38.03313,12.00000,20.00000,30.00000,2.00000,57.00000,20.00000,17.00000,20.00000
1997,30-45 y.,1520,28.70037,26.38470,31.01605,11.00000,18.62974,30.00000,1.00000,58.50000,19.00000,17.97500,20.00000
1997,46-65 y.,830,29.74210,25.80882,33.67538,10.00000,16.00000,30.00000,1.00000,60.00000,16.00000,15.00000,18.00000
1997,66 and older,,,,,,,,,,,,
1998,0-16 y.,,,,,,,,,,,,
1998,17-29 y.,1999,15.24224,14.40418,16.08030,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,8.00000,10.00000
1998,30-45 y.,3176,16.09677,15.44439,16.74914,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000
1998,46-65 y.,1953,12.94267,12.25426,13.63108,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.97500,9.00000
1998,66 and older,,,,,,,,,,,,
1999,0-16 y.,,,,,,,,,,,,
1999,17-29 y.,915,33.24912,27.91121,38.58703,10.00000,17.00000,30.00000,2.00000,60.00000,17.00000,15.00000,20.00000
1999,30-45 y.,1817,30.05717,27.56200,32.55234,11.00000,20.00000,30.91270,2.00000,60.78175,20.00000,18.00000,20.00000
1999,46-65 y.,981,25.36984,22.56113,28.17855,10.00000,15.00000,25.00000,2.00000,47.50000,15.00000,15.00000,16.00000
1999,66 and older,,,,,,,,,,,,
2000,0-16 y.,,,,,,,,,,,,
2000,17-29 y.,1386,29.36114,26.58885,32.13343,10.00000,17.00000,30.00000,1.00000,60.00000,17.00000,15.00000,20.00000
