year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,,,,,,,,,,,,
1985,11.93366,11.48264,12.38468,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,7.00000,8.00000,5319.00000
1986,,,,,,,,,,,,
1987,,,,,,,,,,,,
1988,,,,,,,,,,,,
1989,,,,,,,,,,,,
1990,13.48554,12.94572,14.02536,4.00000,8.00000,17.00000,0.00000,36.50000,8.00000,8.00000,8.00000,4761.00000
1991,41.41709,34.26240,48.57177,7.00000,10.66292,20.00000,0.00000,39.50000,11.00000,10.00000,12.00000,855.00000
1992,39.27523,32.30554,46.24492,7.36113,12.00000,22.00000,1.00000,43.95830,12.00000,12.00000,15.00000,776.00000
1993,11.41978,11.08604,11.75351,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,6.00000,7.00000,6968.00000
1994,,,,,,,,,,,,
1995,13.58906,13.03660,14.14153,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,8.00000,7150.00000
1996,,,,,,,,,,,,
1997,30.17439,28.32376,32.02503,10.00000,18.00000,30.00000,1.00000,60.00000,18.00000,17.00000,20.00000,3210.00000
1998,14.87778,14.46167,15.29389,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,9.00000,10.00000,7143.00000
1999,29.22375,27.33702,31.11048,10.00000,17.00000,30.00000,2.00000,60.00000,17.00000,16.00000,18.02500,3724.00000
2000,27.78038,26.58434,28.97641,10.00000,17.00000,30.00000,1.00000,60.00000,17.00000,17.00000,18.00000,6417.00000
2001,17.79002,17.00193,18.57811,3.00000,10.00000,20.00000,1.00000,45.50000,10.00000,9.00000,10.00000,10902.00000
2002,18.75988,17.91513,19.60463,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,9.00000,10.00000,11555.00000
2003,15.83215,15.43312,16.23118,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000,11317.00000
2004,19.63667,18.74825,20.52509,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000,10575.00000
2005,20.37504,19.38117,21.36891,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000,9922.00000
2006,20.51871,19.61326,21.42415,4.00000,10.00000,21.00000,1.00000,46.50000,10.00000,10.00000,10.00000,10597.00000
2007,21.21396,20.19714,22.23078,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,10.00000,10031.00000
2008,21.17660,20.12485,22.22836,4.00000,10.00000,21.00000,1.00000,46.50000,10.00000,10.00000,10.00000,9643.00000
2009,21.09201,20.04467,22.13934,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,10.00000,8990.00000
2010,21.57735,20.56539,22.58931,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,10.00000,12282.00000
2011,20.98662,20.15291,21.82034,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,10.00000,14888.00000
2012,20.55596,19.72852,21.38341,3.00000,10.00000,22.00000,0.00000,50.50000,10.00000,10.00000,10.00000,14680.00000
2013,20.80566,20.05993,21.55138,4.00000,10.00000,21.00000,1.00000,46.50000,10.00000,10.00000,10.00000,16801.00000
2014,,,,,,,,,,,,
2015,15.66577,15.33858,15.99296,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000,14482.00000
2016,,,,,,,,,,,,
2017,15.61405,15.30726,15.92083,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000,14846.00000
2018,,,,,,,,,,,,
2019,15.26764,14.98512,15.55016,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000,14612.00000
2020,,,,,,,,,,,,
2021,15.85996,15.38420,16.33573,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000,10688.00000
2022,,,,,,,,,,,,
