year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,4302,11.68987,11.22416,12.15558,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,7.00000,8.00000
1985,Rural regions,1017,12.80689,11.54664,14.06714,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,7.00000
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,Urban regions,3833,12.82818,12.28061,13.37574,4.00000,8.00000,15.00000,0.00000,31.50000,8.00000,8.00000,8.00000
1990,Rural regions,928,15.95386,14.39430,17.51343,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,8.00000,10.00000
1991,Urban regions,190,47.63270,29.36083,65.90457,6.00000,10.00000,20.00000,0.00000,41.00000,10.00000,10.00000,12.00000
1991,Rural regions,648,39.71854,32.00052,47.43657,7.00000,11.00000,20.00000,1.00000,39.50000,11.00000,10.00000,12.00000
1992,Urban regions,174,29.48402,17.33031,41.63774,8.00000,12.00000,19.12024,1.00000,35.80060,12.00000,10.00000,15.00000
1992,Rural regions,581,41.63340,33.25480,50.01201,7.00000,12.00000,25.00000,1.00000,52.00000,12.00000,12.00000,15.00000
1993,Urban regions,4701,11.46433,11.08618,11.84248,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,7.00000,8.00000
1993,Rural regions,2267,11.31167,10.63793,11.98541,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,5.00000,6.00000
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,4693,13.16201,12.61299,13.71103,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
1995,Rural regions,2457,14.53929,13.28126,15.79731,2.00000,7.00000,17.80894,0.00000,41.52236,7.00000,6.00000,8.00000
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,Urban regions,1930,29.34299,26.98980,31.69618,10.00000,18.00000,30.00000,1.00000,60.00000,18.00000,16.97500,20.00000
1997,Rural regions,1280,31.73942,28.73170,34.74715,11.00000,18.00000,30.83782,1.00000,60.59455,18.00000,17.00000,20.00000
