year,age_gr,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2000,17-29 y.,Urban regions,785,27.11358,24.05225,30.17491,10.00000,17.00000,30.00000,1.00000,60.00000,17.00000,15.00000,20.00000
2000,17-29 y.,Rural regions,601,32.76025,27.66336,37.85714,10.00000,18.00000,30.00000,1.00000,60.00000,18.00000,15.00000,20.00000
2000,30-45 y.,Urban regions,1957,27.51611,25.70468,29.32754,11.00000,20.00000,30.00000,1.00000,58.50000,20.00000,18.00000,20.00000
2000,30-45 y.,Rural regions,1208,30.16526,26.92489,33.40562,11.00000,17.00000,30.00000,1.00000,58.50000,17.00000,16.00000,18.00000
2000,46-65 y.,Urban regions,1137,25.36108,22.50484,28.21733,10.00000,16.00000,26.00000,1.00000,50.00000,16.00000,15.00000,17.00000
2000,46-65 y.,Rural regions,713,26.63534,23.09443,30.17625,10.00000,16.00000,25.00000,2.00000,47.50000,16.00000,15.00000,17.00000
2000,66 and older,Urban regions,,,,,,,,,,,,
2000,66 and older,Rural regions,,,,,,,,,,,,
2001,0-16 y.,Urban regions,,,,,,,,,,,,
2001,0-16 y.,Rural regions,,,,,,,,,,,,
2001,17-29 y.,Urban regions,1432,16.35619,14.22549,18.48689,3.00000,9.00000,18.00000,1.00000,40.50000,9.00000,8.00000,10.00000
2001,17-29 y.,Rural regions,804,27.94581,23.06283,32.82880,3.00000,10.00000,25.00000,1.00000,58.00000,10.00000,10.00000,14.02500
2001,30-45 y.,Urban regions,3490,18.78581,17.31154,20.26008,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2001,30-45 y.,Rural regions,1664,19.61983,17.41789,21.82177,3.00000,10.00000,22.00000,1.00000,50.50000,10.00000,10.00000,12.00000
2001,46-65 y.,Urban regions,2343,13.67392,12.74074,14.60710,4.00000,9.00000,17.00000,1.00000,36.50000,9.00000,8.00000,10.00000
2001,46-65 y.,Rural regions,1117,17.46186,15.17613,19.74758,2.00000,8.00000,20.00000,1.00000,47.00000,8.00000,7.00000,9.02500
2001,66 and older,Urban regions,32,9.38482,5.88980,12.87983,2.49360,5.00000,12.00000,1.00000,26.25959,5.00000,3.00000,10.00000
2001,66 and older,Rural regions,,,,,,,,,,,,
2002,0-16 y.,Urban regions,,,,,,,,,,,,
2002,0-16 y.,Rural regions,,,,,,,,,,,,
2002,17-29 y.,Urban regions,1394,18.00116,15.47312,20.52920,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,8.00000,10.00000
2002,17-29 y.,Rural regions,779,30.38414,24.91862,35.84966,3.00000,10.00000,25.00000,0.00000,58.00000,10.00000,8.00000,14.00000
2002,30-45 y.,Urban regions,3600,18.21684,16.97660,19.45708,4.00000,10.00000,20.00000,0.00000,44.00000,10.00000,10.00000,10.00000
2002,30-45 y.,Rural regions,1603,21.14512,18.48263,23.80760,3.00000,11.00000,22.00000,0.00000,50.50000,11.00000,10.00000,12.00000
2002,46-65 y.,Urban regions,2824,15.47060,14.17229,16.76891,4.00000,9.00000,17.00000,0.00000,36.50000,9.00000,8.00000,10.00000
2002,46-65 y.,Rural regions,1287,18.04808,15.48578,20.61039,2.00000,7.00000,19.99649,0.00000,46.99123,7.00000,6.00000,8.00000
2002,66 and older,Urban regions,46,9.79002,5.30082,14.27923,2.00000,4.99882,12.00588,0.00000,27.01471,5.00000,2.00000,8.00000
2002,66 and older,Rural regions,,,,,,,,,,,,
2003,0-16 y.,Urban regions,,,,,,,,,,,,
2003,0-16 y.,Rural regions,,,,,,,,,,,,
2003,17-29 y.,Urban regions,1701,15.11062,14.10934,16.11190,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,9.00000,10.00000
2003,17-29 y.,Rural regions,899,21.26854,19.06764,23.46945,3.00000,12.00000,25.00000,1.00000,58.00000,12.00000,10.00000,15.00000
2003,30-45 y.,Urban regions,3286,16.56784,15.84047,17.29522,4.00000,10.00000,20.41979,0.00000,45.04949,10.00000,10.00000,11.00000
2003,30-45 y.,Rural regions,1476,16.82711,15.69710,17.95712,4.00000,11.00000,22.00000,1.00000,49.00000,11.00000,10.00000,12.00000
2003,46-65 y.,Urban regions,2664,13.71411,13.06727,14.36095,4.00000,10.00000,17.00000,1.00000,36.50000,10.00000,8.00000,10.00000
2003,46-65 y.,Rural regions,1233,14.61043,13.44693,15.77393,3.00000,8.00000,18.00000,1.00000,40.50000,8.00000,7.00000,9.00000
2003,66 and older,Urban regions,42,10.97204,7.32178,14.62230,3.00000,6.00000,20.27925,1.00000,46.19812,6.00000,3.00000,10.00000
2003,66 and older,Rural regions,,,,,,,,,,,,
2004,0-16 y.,Urban regions,,,,,,,,,,,,
2004,0-16 y.,Rural regions,,,,,,,,,,,,
2004,17-29 y.,Urban regions,1279,19.84818,16.89987,22.79648,5.00000,10.00000,20.00000,1.00000,42.50000,10.00000,10.00000,11.02500
2004,17-29 y.,Rural regions,713,31.05046,25.77551,36.32541,4.00000,14.00000,25.00000,1.00000,56.50000,14.00000,11.97500,15.00000
2004,30-45 y.,Urban regions,3181,17.61672,16.52411,18.70933,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2004,30-45 y.,Rural regions,1387,22.49106,19.81283,25.16929,4.00000,12.00000,25.00000,0.00000,56.50000,12.00000,10.00000,13.00000
2004,46-65 y.,Urban regions,2685,16.02623,14.63156,17.42089,4.00000,9.00000,17.26469,0.00000,37.16173,9.00000,8.00000,10.00000
2004,46-65 y.,Rural regions,1249,24.38673,20.68674,28.08671,3.00000,8.00000,20.85025,0.00000,47.62562,8.00000,8.00000,10.00000
2004,66 and older,Urban regions,60,12.53867,5.47014,19.60720,3.00000,6.00000,15.00000,0.00000,33.00000,6.00000,5.00000,10.00000
2004,66 and older,Rural regions,,,,,,,,,,,,
2005,0-16 y.,Urban regions,,,,,,,,,,,,
2005,0-16 y.,Rural regions,,,,,,,,,,,,
2005,17-29 y.,Urban regions,1216,23.47984,19.05269,27.90699,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,9.00000,12.00000
2005,17-29 y.,Rural regions,619,29.55857,24.17727,34.93987,5.00000,15.00000,30.00000,1.00000,67.50000,15.00000,12.00000,15.00000
2005,30-45 y.,Urban regions,2954,17.53499,16.40622,18.66376,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
2005,30-45 y.,Rural regions,1297,23.86773,20.93292,26.80255,3.00000,11.00000,25.00000,1.00000,58.00000,11.00000,10.00000,13.00000
2005,46-65 y.,Urban regions,2543,17.79274,16.09559,19.48989,4.00000,9.00000,18.00000,1.00000,39.00000,9.00000,8.00000,10.00000
2005,46-65 y.,Rural regions,1210,21.76461,18.98540,24.54383,3.00000,10.00000,22.00000,1.00000,50.50000,10.00000,8.00000,10.00000
2005,66 and older,Urban regions,61,14.56566,7.86042,21.27089,2.00000,8.00000,25.00000,1.00000,59.50000,8.00000,6.00000,15.00000
2005,66 and older,Rural regions,,,,,,,,,,,,
2006,0-16 y.,Urban regions,,,,,,,,,,,,
2006,0-16 y.,Rural regions,,,,,,,,,,,,
2006,17-29 y.,Urban regions,1229,19.52678,17.27799,21.77557,5.00000,10.00000,20.00000,1.00000,42.50000,10.00000,10.00000,12.00000
2006,17-29 y.,Rural regions,663,30.84503,25.64435,36.04571,4.00000,15.00000,26.00000,1.00000,59.00000,15.00000,12.00000,17.00000
2006,30-45 y.,Urban regions,3030,18.13908,16.85209,19.42607,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,11.00000
2006,30-45 y.,Rural regions,1402,26.96368,23.53221,30.39516,3.00000,12.00000,25.00000,1.00000,58.00000,12.00000,10.00000,13.00000
2006,46-65 y.,Urban regions,2791,17.56767,16.00585,19.12949,4.00000,9.00000,18.00000,1.00000,39.00000,9.00000,8.00000,10.00000
2006,46-65 y.,Rural regions,1373,22.31683,19.40003,25.23364,3.00000,10.00000,23.00000,1.00000,53.00000,10.00000,8.00000,10.00000
2006,66 and older,Urban regions,71,10.03197,7.18385,12.88009,2.00000,5.00000,10.00000,1.00000,22.00000,5.00000,3.00000,9.00000
2006,66 and older,Rural regions,38,10.33522,4.94474,15.72571,1.67110,5.00000,9.79901,1.00000,21.99088,5.00000,3.00000,8.00000
2007,0-16 y.,Urban regions,,,,,,,,,,,,
2007,0-16 y.,Rural regions,,,,,,,,,,,,
2007,17-29 y.,Urban regions,1168,17.27179,15.13886,19.40472,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,9.00000,10.00000
2007,17-29 y.,Rural regions,608,35.26530,27.85268,42.67792,3.00000,15.00000,30.00000,1.00000,70.50000,15.00000,11.97500,16.00000
2007,30-45 y.,Urban regions,2809,18.32544,16.97853,19.67234,4.00000,10.00000,21.00000,1.00000,46.50000,10.00000,10.00000,10.00000
2007,30-45 y.,Rural regions,1347,29.18823,25.62329,32.75317,4.00000,14.00000,27.00000,1.00000,61.50000,14.00000,12.00000,15.00000
2007,46-65 y.,Urban regions,2658,17.17179,15.72878,18.61481,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,8.00000,10.00000
2007,46-65 y.,Rural regions,1339,25.78919,22.00389,29.57449,3.00000,10.00000,25.00000,1.00000,58.00000,10.00000,8.00000,11.00000
2007,66 and older,Urban regions,60,23.22454,5.32660,41.12249,2.00000,7.73205,24.77035,1.00000,58.92588,8.00000,3.00000,15.02500
2007,66 and older,Rural regions,42,9.37538,4.45056,14.30020,1.00000,4.39993,8.00629,1.00000,18.51573,5.00000,2.00000,8.00000
2008,0-16 y.,Urban regions,,,,,,,,,,,,
2008,0-16 y.,Rural regions,,,,,,,,,,,,
2008,17-29 y.,Urban regions,1150,20.07352,17.11748,23.02956,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,9.97500,11.00000
2008,17-29 y.,Rural regions,573,29.78884,23.71095,35.86673,3.00000,12.00000,28.00000,1.00000,65.50000,12.00000,10.00000,16.00000
2008,30-45 y.,Urban regions,2603,18.70231,17.36429,20.04032,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,11.00000
2008,30-45 y.,Rural regions,1236,29.56014,25.00705,34.11324,4.00000,13.00000,27.00000,1.00000,61.50000,13.00000,11.00000,15.00000
2008,46-65 y.,Urban regions,2629,18.33201,16.53341,20.13061,4.00000,9.84531,20.00000,1.00000,44.00000,10.00000,8.00000,10.00000
2008,46-65 y.,Rural regions,1344,22.52316,19.71213,25.33418,3.00000,10.00000,24.00000,1.00000,55.50000,10.00000,8.00000,11.00000
2008,66 and older,Urban regions,69,13.04956,8.84362,17.25550,2.00000,7.00000,15.38672,1.00000,35.46680,7.00000,3.00000,10.00000
2008,66 and older,Rural regions,39,9.21212,4.00424,14.42001,1.00000,3.00000,8.95732,1.00000,20.89331,3.00000,1.00000,6.00000
2009,0-16 y.,Urban regions,,,,,,,,,,,,
2009,0-16 y.,Rural regions,,,,,,,,,,,,
2009,17-29 y.,Urban regions,1031,18.87531,16.63759,21.11303,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,11.02500
2009,17-29 y.,Rural regions,523,31.34001,24.69117,37.98885,3.67497,13.00000,30.00000,1.00000,69.48754,13.00000,10.00000,15.00000
2009,30-45 y.,Urban regions,2320,18.80885,17.28981,20.32790,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,12.00000
2009,30-45 y.,Rural regions,1155,26.17963,22.52906,29.83019,4.00000,13.00000,25.27463,1.00000,57.18658,13.00000,12.00000,15.00000
2009,46-65 y.,Urban regions,2487,19.74529,17.68245,21.80813,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,8.97500,10.00000
2009,46-65 y.,Rural regions,1343,22.43479,19.40159,25.46800,3.00000,10.00000,23.00000,1.00000,53.00000,10.00000,8.00000,10.00000
2009,66 and older,Urban regions,88,14.56803,8.67827,20.45779,2.00000,7.00000,13.79782,1.00000,31.49455,7.00000,5.00000,10.00000
2009,66 and older,Rural regions,43,9.06810,4.29349,13.84272,1.00000,2.00000,8.10215,1.00000,18.75537,2.00000,1.00000,6.00000
2010,0-16 y.,Urban regions,,,,,,,,,,,,
2010,0-16 y.,Rural regions,,,,,,,,,,,,
2010,17-29 y.,Urban regions,1223,22.14392,18.29992,25.98791,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,12.00000
2010,17-29 y.,Rural regions,652,31.66011,25.32037,37.99985,4.00000,14.01188,30.00000,1.00000,69.00000,14.00000,10.97500,15.00000
2010,30-45 y.,Urban regions,3889,17.77612,16.78802,18.76423,4.00000,10.00000,22.00000,1.00000,49.00000,10.00000,10.00000,12.00000
2010,30-45 y.,Rural regions,2038,25.87849,23.16608,28.59091,4.00000,12.00000,25.00000,1.00000,56.50000,12.00000,10.00000,15.00000
2010,46-65 y.,Urban regions,2838,20.92920,18.62673,23.23167,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,8.00000,10.00000
2010,46-65 y.,Rural regions,1508,22.67707,19.71940,25.63473,3.00000,9.00000,24.00000,1.00000,55.50000,9.00000,8.00000,10.00000
2010,66 and older,Urban regions,94,15.65394,10.55021,20.75766,2.01499,6.00000,15.00000,1.00000,34.47752,6.00000,3.00000,10.00000
2010,66 and older,Rural regions,40,11.80772,4.10450,19.51094,1.00000,2.00000,8.00000,1.00000,18.50000,2.00000,1.97500,7.00000
2011,0-16 y.,Urban regions,,,,,,,,,,,,
2011,0-16 y.,Rural regions,,,,,,,,,,,,
2011,17-29 y.,Urban regions,1322,18.58663,16.30180,20.87147,3.31544,10.00000,20.00000,1.00000,45.02684,10.00000,9.00000,12.00000
2011,17-29 y.,Rural regions,797,28.40395,24.01733,32.79056,4.00000,12.00000,30.00000,1.00000,69.00000,12.00000,10.00000,15.00000
2011,30-45 y.,Urban regions,4515,18.74951,17.62047,19.87856,4.49622,10.00000,22.00000,1.00000,48.25566,10.00000,10.00000,11.00000
2011,30-45 y.,Rural regions,2398,26.44489,23.60251,29.28726,4.00000,12.00000,25.00000,1.00000,56.50000,12.00000,10.00000,13.00000
2011,46-65 y.,Urban regions,3652,19.35664,17.78302,20.93026,4.00000,10.00000,20.00000,1.00000,44.00000,10.00000,10.00000,10.00000
